GENE,gene_symbol,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
225689,MAPK15,8,144763507,144814633,242,34,293218,3.3313,0.00043221
6156,RPL30,8,99043938,99092818,159,22,293218,3.3274,0.00043825
132724,TMPRSS11B,4,69082371,69146412,363,22,293218,3.327,0.0004389
57722,IGDCC4,15,65663825,65750410,265,26,293218,3.3222,0.00044651
10940,POP1,8,99094521,99182069,267,29,293218,3.3177,0.00045388
203111,ERICH5,8,99041750,99115838,244,30,293218,3.3082,0.00046951
359,AQP2,12,50309524,50362664,165,20,293218,3.3029,0.00047849
363,AQP6,12,50325874,50380922,151,22,293218,3.2867,0.00050682
9783,RIMS3,1,41076352,41166324,344,42,293218,3.2696,0.00053857
5982,RFC2,7,73635832,73703788,301,36,293218,3.2692,0.00053934
7091,TLE4,9,82151878,82351658,586,53,293218,3.2619,0.00055329
286075,ZNF707,8,144731622,144787672,236,39,293218,3.2553,0.00056638
10247,HRSP12,8,99104567,99164418,183,30,293218,3.2483,0.00058051
3694,ITGB6,2,160946182,161145349,948,61,293218,3.2436,0.00059016
7037,TFRC,3,195766155,195844032,416,58,293218,3.2386,0.00060057
388276,C16orf97,16,52050264,52142847,371,58,293218,3.2314,0.000616
151449,GDF7,2,20831424,20881250,202,50,293218,3.2299,0.00061906
89872,AQP10,1,154258592,154307801,146,42,293218,3.2244,0.00063113
64342,HS1BP3,2,20807564,20885867,295,51,293218,3.221,0.00063864
3773,KCNJ16,17,68036348,68141749,463,47,293218,3.2036,0.00067859
9372,ZFYVE9,1,52572678,52822358,986,70,293218,3.1997,0.00068792
23518,R3HDM1,2,136254036,136492839,1213,89,293218,3.1906,0.00070984
10953,TOMM34,20,43560771,43624114,293,42,293218,3.1833,0.00072791
10293,TRAIP,3,49856028,49928992,169,34,293218,3.1753,0.00074838
2779,GNAT1,3,50194043,50245129,127,38,293218,3.1632,0.00078035
8434,RECK,9,36001910,36134452,554,52,293218,3.157,0.00079697
3784,KCNQ1,11,2431221,2880340,2273,252,293218,3.1535,0.00080651
23365,ARHGEF12,11,120172264,120370645,874,103,293218,3.1528,0.00080864
84851,TRIM52,5,180673373,180723161,256,51,293218,3.1339,0.00086261
1588,CYP19A1,15,51490254,51665795,602,33,293218,3.1321,0.00086792
79624,ARMT1,6,151738422,151801236,283,61,293218,3.1262,0.00088541
54978,SLC35F6,2,26952131,27014099,177,31,293218,3.1177,0.00091126
4975,OMP,11,76778886,76824377,183,46,293218,3.1163,0.0009158
3788,KCNS2,8,99404250,99453025,173,35,293218,3.1083,0.00094068
92344,GORAB,1,170466263,170532974,176,28,293218,3.1034,0.00095659
79991,OBFC1,10,105627316,105713045,354,34,293218,3.1033,0.00095697
83942,TSSK1B,5,112758251,112805728,223,49,293218,3.103,0.00095789
80895,ILKAP,2,239069043,239147343,446,69,293218,3.0972,0.00097666
780776,TVP23A,16,10845221,10947651,492,106,293218,3.0966,0.00097868
4147,MATN2,8,98846284,99058948,589,61,293218,3.0954,0.00098269
220963,SLC16A9,10,61400522,61504649,589,44,293218,3.0943,0.00098641
2554,GABRA1,5,161239197,161336965,589,43,293218,3.0874,0.0010097
3119,HLA-DQB1,6,32617241,32669466,1725,33,293218,3.0791,0.001038
5859,QARS,3,49123365,49177562,126,34,293218,3.0767,0.0010465
1058,CENPA,2,26973857,27033935,151,33,293218,3.0743,0.001055
10869,USP19,3,49135479,49193371,142,30,293218,3.0741,0.0010557
10777,ARPP21,3,35645666,35845988,724,64,293218,3.0659,0.0010849
23345,SYNE1,6,152432819,152993534,2692,148,293218,3.0655,0.0010864
6457,SH3GL3,15,84081091,84297495,304,50,293218,3.0654,0.001087
60526,LDAH,2,20873788,21057890,847,99,293218,3.0611,0.0011025
1559,CYP2C9,10,96663350,96759486,428,87,293218,3.0604,0.0011051
3570,IL6R,1,154342669,154451926,491,55,293218,3.0598,0.0011074
4122,MAN2A2,15,91412420,91475815,232,50,293218,3.0512,0.0011395
652,BMP4,14,54406454,54458554,226,35,293218,3.0487,0.0011492
1908,EDN3,20,57840499,57911047,467,69,293218,3.0479,0.0011523
23530,NNT,5,43567791,43715668,568,38,293218,3.0442,0.0011667
3913,LAMB2,3,49148547,49205599,121,26,293218,3.037,0.0011947
726,CAPN5,11,76742992,76847201,443,68,293218,3.0367,0.0011958
10181,RBM5,3,50091341,50166397,190,46,293218,3.02,0.001264
79012,CAMKV,3,49885414,49942655,117,26,293218,3.0197,0.0012651
89849,ATG16L2,11,72490451,72563793,393,48,293218,3.0145,0.0012871
646498,C3orf84,3,49205069,49264291,167,44,293218,3.0109,0.0013025
6121,RPE65,1,68884507,68950642,224,25,293218,3.0101,0.001306
3770,KCNJ14,19,48923964,48979367,260,46,293218,3.0026,0.0013382
55635,DEPDC1,1,68929835,68997799,228,47,293218,3.0001,0.0013493
64925,CCDC71,3,49189968,49238785,128,29,293218,2.9971,0.0013629
9266,CYTH2,19,48937465,48995571,240,51,293218,2.9924,0.0013838
123099,DEGS2,14,100602753,100661012,261,43,293218,2.992,0.0013859
9550,ATP6V1G1,9,117314994,117371152,203,47,293218,2.9904,0.001393
55245,UQCC1,20,33880369,34034945,606,48,293218,2.9832,0.0014261
5619,PRM1,16,11364693,11410192,431,50,293218,2.9821,0.0014314
100130274,CCDC166,8,144778864,144825279,217,32,293218,2.9796,0.001443
3416,IDE,10,94201441,94368852,666,52,293218,2.9794,0.001444
100506627,DCDC5,11,30875150,31049233,440,60,293218,2.9775,0.0014531
51108,METTL9,16,21573543,21678792,343,35,293218,2.9755,0.0014627
119559,SFXN4,10,120890425,120960221,377,33,293218,2.9732,0.0014737
103,ADAR,1,154544533,154635456,271,44,293218,2.9728,0.0014753
7318,UBA7,3,49832638,49886391,131,33,293218,2.9621,0.0015279
338645,LUZP2,11,24483516,25114186,4106,166,293218,2.9621,0.001528
9132,KCNQ4,1,41214684,41316124,416,44,293218,2.9544,0.0015662
727,C5,9,123704613,123847554,489,46,293218,2.9493,0.0015926
54878,DPP8,15,65724805,65845040,395,40,293218,2.9491,0.0015933
390595,UBAP1L,15,65375108,65440985,259,55,293218,2.9452,0.0016136
4486,MST1R,3,49914435,49976311,162,29,293218,2.9347,0.0016695
390882,OR7G2,19,9202945,9248982,220,44,293218,2.93,0.0016946
23513,SCRIB,8,144863090,144932890,250,70,293218,2.9271,0.0017104
51195,RAPGEFL1,17,38299242,38361906,215,59,293218,2.9211,0.001744
340371,NRBP2,8,144905755,144959200,292,52,293218,2.9208,0.0017459
3123,HLA-DRB1,6,32536546,32592613,138,22,293218,2.9177,0.0017629
56253,CRTAM,11,122674255,122753347,439,76,293218,2.9162,0.0017719
64857,PLEKHG2,19,39868222,39929055,148,60,293218,2.9153,0.0017766
9653,HS2ST1,1,87345335,87585681,962,105,293218,2.9083,0.0018171
79365,BHLHE41,12,26262959,26313003,253,42,293218,2.9081,0.0018184
57693,ZNF317,19,9216056,9284091,318,53,293218,2.9013,0.0018583
100507027,MRLN,10,61486748,61548203,413,39,293218,2.8974,0.0018811
9644,SH3PXD2A,10,105343784,105650195,1242,74,293218,2.8846,0.0019596
29850,TRPM5,11,2415745,2479275,311,68,293218,2.883,0.0019698
339834,CCDC36,3,49200861,49305636,284,48,293218,2.8811,0.0019817
30814,PLA2G2E,1,20236800,20285110,272,25,293218,2.8761,0.0020128
53,ACP2,11,47250853,47305457,199,34,293218,2.8725,0.0020361
4247,MGAT2,14,50052460,50100199,230,46,293218,2.8662,0.0020774
148789,B3GALNT2,1,235600505,235702781,374,70,293218,2.8658,0.0020798
8837,CFLAR,2,201945877,202047411,413,88,293218,2.8653,0.0020833
146779,EFCAB3,17,60412579,60503840,265,40,293218,2.8626,0.0021008
127396,ZNF684,1,40962233,41023841,272,46,293218,2.8506,0.0021819
5620,PRM2,16,11359493,11405337,408,49,293218,2.8505,0.0021823
56896,DPYSL5,2,27035969,27183219,433,76,293218,2.8484,0.0021967
94233,OPN4,10,88379314,88436217,234,38,293218,2.8468,0.0022078
8567,MADD,11,47255927,47361582,400,47,293218,2.8457,0.0022154
4781,NFIB,9,14071842,14433982,1694,238,293218,2.8399,0.0022564
22827,PUF60,8,144888514,144946556,232,54,293218,2.8378,0.0022714
402135,OR5K2,3,98181525,98227475,672,16,293218,2.8356,0.0022872
55824,PAG1,8,81870045,82059303,764,56,293218,2.8326,0.0023082
54870,QRICH1,3,49057140,49166504,239,59,293218,2.83,0.0023275
123207,C15orf40,15,83647715,83716050,280,40,293218,2.8282,0.0023408
57210,SLC45A4,8,142207273,142345241,771,58,293218,2.8241,0.0023705
22794,CASC3,17,38261507,38338431,260,41,293218,2.8233,0.0023769
200942,KLHDC8B,3,49173987,49223919,109,24,293218,2.8185,0.0024125
317649,EIF4E3,3,71718440,71838924,547,78,293218,2.8178,0.002418
7185,TRAF1,9,123654671,123726451,289,41,293218,2.817,0.002424
440153,OR11H12,14,19342594,19388574,16,11,293218,2.8167,0.0024263
2242,FES,15,91392665,91449006,214,41,293218,2.8164,0.0024285
26157,GIMAP2,7,150347690,150400729,248,35,293218,2.8142,0.0024452
9801,MRPL19,2,75838909,75899334,274,36,293218,2.8133,0.0024517
50859,SPOCK3,4,167644535,168190741,2602,131,293218,2.8047,0.0025185
55008,HERC6,4,89264838,89374249,454,82,293218,2.8028,0.0025332
2869,GRK5,10,120932197,121225131,1587,125,293218,2.7999,0.0025559
90874,ZNF697,1,120152000,120225813,22,7,293218,2.7975,0.0025754
131831,ERICH6,3,150367672,150456786,339,43,293218,2.7962,0.0025853
54467,ANKIB1,7,91840530,92040698,642,37,293218,2.793,0.0026112
196528,ARID2,12,46088494,46311820,960,133,293218,2.7891,0.0026424
100132247,NPIPB5,16,22454791,22557856,68,37,293218,2.7857,0.0026706
10809,STARD10,11,72455774,72539750,432,48,293218,2.7827,0.0026954
3759,KCNJ2,17,68129757,68186189,303,39,293218,2.7744,0.002765
3832,KIF11,10,94317825,94425152,426,50,293218,2.7743,0.0027664
221143,N6AMT2,13,21292036,21383095,549,53,293218,2.7734,0.0027741
58531,PRM3,16,11357141,11402452,402,53,293218,2.7689,0.0028124
55718,POLR3E,16,22273696,22356424,269,32,293218,2.7671,0.0028281
91368,CDKN2AIPNL,5,133727756,133782598,273,55,293218,2.7617,0.0028746
5003,SLC22A18AS,11,2899327,2960175,281,57,293218,2.76,0.0028905
10261,IGSF6,16,21642605,21698987,172,36,293218,2.7561,0.0029248
10062,NR1H3,11,47234851,47300584,252,28,293218,2.7516,0.0029649
342035,GLDN,15,51598713,51710210,385,31,293218,2.7514,0.0029667
6142,RPL18A,19,17935687,17984133,188,46,293218,2.7501,0.002979
196385,DNAH10,12,124211786,124430267,1107,142,293218,2.7435,0.0030393
29969,MDFIC,7,114527169,114669971,470,46,293218,2.7424,0.0030492
221981,THSD7A,7,11400062,11906824,3028,187,293218,2.7417,0.0030561
990,CDC6,17,38409146,38469413,296,47,293218,2.7383,0.0030877
9543,IGDCC3,15,65609465,65705378,264,35,293218,2.7335,0.0031337
6565,SLC15A2,3,121578171,121673034,405,69,293218,2.7308,0.0031591
5625,PRODH,22,18890206,18959066,107,26,293218,2.7275,0.0031909
4647,MYO7A,11,76804302,76936286,601,32,293218,2.7169,0.0032952
10845,CLPX,15,65432784,65512563,298,32,293218,2.7151,0.0033124
5002,SLC22A18,11,2885951,2956476,333,69,293218,2.7127,0.0033374
126669,SHE,1,154432118,154509786,270,32,293218,2.708,0.003385
6925,TCF4,18,52879562,53338252,2466,71,293218,2.7071,0.0033937
57132,CHMP1B,18,11816389,11864448,234,36,293218,2.6933,0.0035373
83743,GRWD1,19,48914030,48967164,265,42,293218,2.6875,0.0035993
3718,JAK3,19,17925591,17993880,284,54,293218,2.6861,0.0036148
54796,BNC2,9,16399501,16905786,2620,163,293218,2.6857,0.0036184
6299,SALL1,16,51159886,51220183,252,43,293218,2.6828,0.0036505
56963,RGMA,15,93576636,93667443,528,66,293218,2.6778,0.0037056
22950,SLC4A1AP,2,27851338,27927847,206,34,293218,2.67,0.0037929
57798,GATAD1,7,92041762,92099381,168,22,293218,2.6663,0.0038347
23590,PDSS1,10,26951353,27045727,524,42,293218,2.6648,0.0038522
125962,OR7G1,19,9215504,9261439,233,43,293218,2.6644,0.0038566
1643,DDB2,11,47201493,47270769,240,35,293218,2.661,0.003896
9770,RASSF2,20,4750669,4839291,629,82,293218,2.6583,0.0039274
339778,C2orf70,2,26750427,26812395,178,28,293218,2.6495,0.004031
9581,PREPL,2,44534746,44624001,408,26,293218,2.6494,0.0040319
23223,RRP12,10,99106458,99196127,319,26,293218,2.6476,0.0040531
2566,GABRG2,5,161459648,161592545,470,67,293218,2.647,0.0040602
7993,UBXN8,8,30566690,30634522,244,46,293218,2.6455,0.0040781
57188,ADAMTSL3,15,84287838,84718594,1038,68,293218,2.6454,0.0040799
4277,MICB,6,31427054,31488901,885,64,293218,2.6448,0.004087
10394,PRG3,11,57134242,57183623,198,44,293218,2.6441,0.0040959
221785,ZSCAN25,7,99179571,99285204,493,53,293218,2.644,0.0040965
80177,MYCT1,6,152984030,153055717,307,45,293218,2.644,0.0040971
54361,WNT4,1,22433798,22505474,217,44,293218,2.6437,0.0041008
5189,PEX1,7,92106337,92192845,243,30,293218,2.6384,0.0041655
22979,EFR3B,2,25229973,25392004,530,88,293218,2.6369,0.0041828
30816,ERVW-1,7,92087694,92142229,156,17,293218,2.6362,0.0041921
81615,TMEM163,2,135203330,135513219,877,28,293218,2.634,0.0042188
93986,FOXP2,7,113691365,114343827,2128,105,293218,2.6316,0.0042496
283600,SLC25A47,14,100754679,100806715,276,63,293218,2.6286,0.0042866
51466,EVL,14,100450719,100620573,591,75,293218,2.628,0.0042943
80336,PABPC1L,20,43503701,43597585,470,86,293218,2.6269,0.0043086
389197,C4orf50,4,5889318,6027175,1062,117,293218,2.6263,0.0043165
2936,GSR,8,30525578,30620486,315,44,293218,2.6217,0.0043748
23140,ZZEF1,17,3897739,4081314,948,77,293218,2.6217,0.0043752
26053,AUTS2,7,69028905,70267885,4480,142,293218,2.6202,0.0043943
55180,LINS,15,101099428,101177445,504,106,293218,2.62,0.0043963
8932,MBD2,18,51667971,51786158,832,45,293218,2.6172,0.0044322
64407,RGS18,1,192092592,192164945,299,41,293218,2.614,0.0044742
7320,UBE2B,5,133671843,133737799,326,55,293218,2.6117,0.0045052
6788,STK3,8,99456859,99989799,1656,63,293218,2.6108,0.0045163
126668,TDRD10,1,154439695,154530624,341,33,293218,2.6087,0.0045442
50865,HEBP1,12,13117798,13188243,229,42,293218,2.6084,0.0045481
84060,RBM48,7,92123079,92177319,139,23,293218,2.6057,0.0045842
744,MPPED2,11,30396040,30643260,969,88,293218,2.6043,0.0046029
1028,CDKN1C,11,2894448,2942063,236,64,293218,2.6017,0.0046378
219956,OR9Q1,11,57756353,57959059,656,64,293218,2.6014,0.0046417
29113,C6orf15,6,31069000,31115332,614,27,293218,2.6013,0.0046437
6469,SHH,7,155585558,155639967,258,47,293218,2.6004,0.0046562
4991,OR1D2,17,2985352,3031290,268,43,293218,2.595,0.0047295
2354,FOSB,19,45936253,45988437,206,47,293218,2.5902,0.0047961
26996,GPR160,3,169720735,169813184,310,39,293218,2.5893,0.0048088
1039,CDR2,16,22347257,22420938,184,37,293218,2.5841,0.0048817
51474,LIMA1,12,50559563,50712353,433,47,293218,2.5799,0.0049411
219957,OR9Q2,11,57922906,57968990,205,28,293218,2.5799,0.0049414
8792,TNFRSF11A,18,59957520,60064943,592,47,293218,2.5798,0.0049432
29763,PACSIN3,11,47189073,47243010,174,35,293218,2.5763,0.0049936
1021,CDK6,7,92224235,92500941,767,88,293218,2.5761,0.0049963
8729,GBF1,10,103970255,104152656,676,70,293218,2.5741,0.0050255
84315,MON1A,3,49936302,50002445,200,30,293218,2.5644,0.0051673
6304,SATB1,3,18379133,18515265,523,72,293218,2.5643,0.0051699
3159,HMGA1,6,34169577,34224008,369,54,293218,2.564,0.0051736
4998,ORC1,1,52828501,52905143,289,30,293218,2.5638,0.0051772
10817,FRS3,6,41727914,41782643,223,62,293218,2.5637,0.0051774
79591,C10orf76,10,103595356,103850932,1002,117,293218,2.557,0.0052784
389118,CDHR4,3,49818165,49872254,123,29,293218,2.5557,0.0052989
2961,GTF2E2,8,30426031,30550738,406,33,293218,2.5539,0.0053267
143384,CACUL1,10,120423679,120549758,560,70,293218,2.5475,0.0054251
9321,TRIP11,14,92424243,92541484,669,101,293218,2.5448,0.0054669
55290,BRF2,8,37691398,37742431,92,58,293218,2.5426,0.0055021
8777,MPDZ,9,13095700,13314660,765,83,293218,2.5416,0.0055169
5584,PRKCI,3,169905220,170033770,503,44,293218,2.5411,0.0055258
390429,OR4N2,14,20260608,20306531,234,44,293218,2.5402,0.0055387
10516,FBLN5,14,92325755,92449046,691,67,293218,2.5398,0.0055451
23446,SLC44A1,9,107971906,108210785,1188,102,293218,2.5361,0.0056042
51455,REV1,2,100006938,100141480,433,48,293218,2.5359,0.0056081
9294,S1PR2,19,10322109,10376948,272,47,293218,2.5341,0.0056369
7262,PHLDA2,11,2939503,2985650,253,30,293218,2.5336,0.0056445
6718,AKR1D1,7,137726178,137813050,321,48,293218,2.5327,0.0056593
2296,FOXC1,6,1575681,1624132,218,81,293218,2.5225,0.0058258
10180,RBM6,3,49942474,50124685,507,30,293218,2.5198,0.0058714
440387,CTRB2,16,75227994,75276072,306,33,293218,2.518,0.0059007
4163,MCC,5,112347796,112859527,2981,142,293218,2.5168,0.0059208
7142,TNP2,16,11351714,11398160,411,50,293218,2.5157,0.0059401
100287399,POTEB2,15,21030701,21106650,18,13,293218,2.5119,0.0060046
7095,SEC62,3,169649580,169726161,303,39,293218,2.5109,0.0060209
23650,TRIM29,11,119971994,120091237,633,64,293218,2.5073,0.0060821
90580,C19orf52,19,11004424,11050917,181,44,293218,2.5069,0.0060905
100507341,SMIM18,8,30461117,30513473,130,31,293218,2.5066,0.0060952
144321,GLIPR1L2,12,75749850,75836468,432,62,293218,2.5064,0.006098
81127,OR4K15,14,20408678,20454724,292,57,293218,2.5055,0.0061133
165215,FAM171B,2,187523789,187640686,474,49,293218,2.5009,0.0061936
55024,BANK1,4,102676764,103005969,1127,38,293218,2.5004,0.0062025
7110,TMF1,3,69058978,69136484,335,44,293218,2.5001,0.0062071
7536,SF1,11,64522076,64581515,223,53,293218,2.4986,0.0062351
84643,KIF2B,17,51865239,51912573,239,26,293218,2.4958,0.0062836
25913,POT1,7,124452440,124605037,720,59,293218,2.4954,0.0062901
513,ATP5D,19,1206749,1254824,228,59,293218,2.4953,0.0062917
11085,ADAM30,1,120426156,120474147,17,8,293218,2.4953,0.006293
128602,C20orf85,20,56690983,56746186,367,62,293218,2.4948,0.0063013
123355,LRRC28,15,99756567,99940934,1264,59,293218,2.494,0.006316
23061,TBC1D9B,5,179279071,179369879,519,122,293218,2.4886,0.0064127
259230,SGMS1,10,52055345,52418737,1610,138,293218,2.4864,0.0064526
200014,CC2D1B,1,52806265,52866877,209,29,293218,2.4824,0.0065258
401152,C4orf3,4,120207574,120260600,226,42,293218,2.4815,0.0065423
84364,ARFGAP2,11,47175849,47234054,165,34,293218,2.4812,0.0065462
84950,PRPF38A,1,52835219,52893992,237,30,293218,2.481,0.0065508
2651,GCNT2,6,10486542,10639601,815,97,293218,2.4799,0.0065711
1045,CDX2,13,28526205,28578505,264,48,293218,2.4794,0.0065798
25974,MMACHC,1,45930856,45986739,215,32,293218,2.479,0.006587
22989,MYH15,3,108089216,108283169,900,42,293218,2.4759,0.0066453
10425,ARIH2,3,48921265,49032974,219,57,293218,2.4756,0.0066506
3383,ICAM1,19,10345707,10407291,241,47,293218,2.4747,0.0066667
26683,OR4F3,5,180759288,180805226,314,41,293218,2.4744,0.0066727
23401,FRAT2,10,99082254,99129458,184,21,293218,2.4734,0.0066923
54535,CCHCR1,6,31100216,31161015,875,51,293218,2.4729,0.0067017
667,DST,6,56312785,56854426,2131,95,293218,2.4712,0.0067326
51073,MRPL4,19,10327640,10380736,253,41,293218,2.4707,0.0067418
2635,GBP3,1,89462360,89523556,253,27,293218,2.4689,0.0067761
4152,MBD1,18,47783252,47843144,209,49,293218,2.4689,0.0067764
112611,RWDD2A,6,83868032,83918654,177,20,293218,2.4683,0.0067884
116534,MRGPRE,11,3239041,3288616,73,13,293218,2.4681,0.0067911
646450,ARIH2OS,3,48945221,48991818,86,30,293218,2.4677,0.0067998
50833,TAS2R16,7,122624759,122670754,261,29,293218,2.4658,0.0068355
2300,FOXL1,16,86577115,86625304,289,38,293218,2.4641,0.0068684
6235,RPS29,14,50033390,50088134,286,64,293218,2.4641,0.0068688
100101267,POM121C,7,75036060,75150565,76,33,293218,2.4638,0.0068729
23144,ZC3H3,8,144509825,144659449,591,59,293218,2.4637,0.006875
441155,LOC441155,6,65976311,66025506,265,34,293218,2.4626,0.0068958
123096,SLC25A29,14,100735514,100807884,392,74,293218,2.4604,0.0069392
55161,TMEM33,4,41902137,41972824,299,22,293218,2.4583,0.0069791
1041,CDSN,6,31072865,31123252,696,32,293218,2.4582,0.0069814
101927998,LOC101927998,16,73479940,73960581,2196,220,293218,2.4537,0.0070701
7087,ICAM5,19,10365655,10417454,198,40,293218,2.4532,0.0070792
9246,UBE2L6,11,57309128,57370803,239,41,293218,2.4532,0.0070794
80012,PHC3,3,169795368,169934537,642,69,293218,2.4519,0.0071058
30010,NXPH1,7,8438585,8802593,2439,155,293218,2.4517,0.0071091
11197,WIF1,12,65434404,65550346,403,67,293218,2.4504,0.0071345
1951,CELSR3,3,48663896,48735348,205,35,293218,2.449,0.0071626
219670,ENKUR,10,25260908,25386208,858,34,293218,2.4479,0.0071846
91523,PCED1B,12,47438386,47640446,1078,80,293218,2.4451,0.0072398
26519,TIMM10,11,57285936,57333232,197,35,293218,2.4451,0.0072414
5052,PRDX1,1,45966707,46023562,196,26,293218,2.4444,0.0072554
11159,RABL2A,2,114349814,114410975,197,42,293218,2.4418,0.0073066
3685,ITGAV,2,187419058,187555629,477,59,293218,2.4407,0.0073301
23089,PEG10,7,94250637,94309007,239,47,293218,2.4397,0.0073497
7453,WARS,14,100790125,100877680,504,82,293218,2.4388,0.0073688
441376,AARD,8,117915464,117966239,182,34,293218,2.4374,0.0073962
5125,PCSK5,9,78470560,78987255,2445,175,293218,2.436,0.0074263
285848,PNPLA1,6,36175945,36286372,341,70,293218,2.434,0.0074671
389123,IQCF2,3,51860645,51907440,143,31,293218,2.4335,0.0074766
57198,ATP8B2,1,154263036,154333780,250,53,293218,2.4297,0.0075558
100188893,TOMM6,6,41720181,41767634,194,58,293218,2.4291,0.0075678
204219,CERS3,15,100930600,101119925,1188,110,293218,2.4264,0.007625
219770,GJD4,10,35859338,35907863,197,35,293218,2.4252,0.0076493
8840,WISP1,8,134168282,134253933,488,54,293218,2.4238,0.0076795
11155,LDB3,10,88391542,88505829,528,37,293218,2.4222,0.0077139
122769,LRR1,14,50030383,50091390,315,68,293218,2.4221,0.0077161
374378,GALNT18,11,11282421,11678561,2319,231,293218,2.4219,0.0077195
219537,SMTNL1,11,57270044,57327747,240,36,293218,2.4212,0.0077337
6498,SKIL,3,170040473,170124637,233,35,293218,2.4212,0.0077344
344658,SAMD7,3,169594360,169666963,309,65,293218,2.4203,0.0077545
