GENE,gene_symbol,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
170680,PSORS1C2,6,31095311,31142127,733,44,293218,4.4201,4.9322e-06
118980,SFXN2,10,104439298,104508947,307,48,293218,4.3937,5.5711e-06
7490,WT1,11,32398789,32492104,561,38,293218,4.3901,5.6658e-06
401251,SAPCD1,6,31695773,31742627,211,60,293218,4.3822,5.8733e-06
6444,SGCD,5,155427147,156204799,3933,176,293218,4.3807,5.916e-06
1761,DMRT1,9,806690,979090,1389,119,293218,4.3385,7.172e-06
6405,SEMA3F,3,50157562,50236508,224,48,293218,4.3365,7.2386e-06
4277,MICB,6,31427054,31488901,885,64,293218,4.3297,7.4673e-06
1192,CLIC1,6,31688358,31740095,218,61,293218,4.3128,8.0597e-06
389118,CDHR4,3,49818165,49872254,123,29,293218,4.2988,8.5858e-06
3303,HSPA1A,6,31747952,31795719,196,59,293218,4.2975,8.6375e-06
4486,MST1R,3,49914435,49976311,162,29,293218,4.2872,9.0488e-06
23760,PITPNB,22,28237657,28350255,363,62,293218,4.2692,9.8106e-06
83401,ELOVL3,10,103951143,103999346,222,32,293218,4.2634,1.0067e-05
80742,PRR3,6,30489486,30542473,249,31,293218,4.2632,1.0077e-05
94233,OPN4,10,88379314,88436217,234,38,293218,4.2547,1.0465e-05
84083,ZRANB3,2,135944539,136323806,1272,111,293218,4.2428,1.1036e-05
4289,MKLN1,7,130759855,131191398,1829,241,293218,4.2418,1.1085e-05
5460,POU5F1,6,31122114,31173451,634,43,293218,4.2336,1.1499e-05
27343,POLL,10,103328639,103383027,146,43,293218,4.2233,1.2036e-05
55005,RMND1,6,151715897,151808316,430,68,293218,4.2214,1.214e-05
3784,KCNQ1,11,2431221,2880340,2273,252,293218,4.1956,1.3608e-05
90139,TSPAN18,11,44713731,44963978,1208,154,293218,4.1885,1.4038e-05
2794,GNL1,6,30499154,30560371,265,35,293218,4.1807,1.4531e-05
7879,RAB7A,3,128409975,128543641,622,81,293218,4.1603,1.5893e-05
23063,WAPAL,10,88185013,88316541,522,100,293218,4.1364,1.7639e-05
5778,PTPN7,1,202106141,202165716,318,82,293218,4.129,1.8216e-05
2272,FHIT,3,59725036,61272133,9526,495,293218,4.1273,1.8351e-05
9590,AKAP12,6,151526134,151689694,963,82,293218,4.1211,1.8856e-05
79797,ZNF408,11,46687317,46737466,157,34,293218,4.0991,2.074e-05
11228,RASSF8,12,26076964,26242825,751,82,293218,4.0977,2.0867e-05
25902,MTHFD1L,6,151151815,151433023,1356,164,293218,4.0829,2.224e-05
84315,MON1A,3,49936302,50002445,200,30,293218,4.0828,2.2253e-05
5156,PDGFRA,4,55060264,55174412,609,86,293218,4.078,2.2712e-05
54901,CDKAL1,6,20499688,21242635,3308,141,293218,4.0724,2.3262e-05
10181,RBM5,3,50091341,50166397,190,46,293218,4.0648,2.4038e-05
80737,VWA7,6,31723178,31780108,254,51,293218,4.0599,2.4543e-05
25911,DPCD,10,103295399,103379410,230,52,293218,4.0535,2.5225e-05
3339,HSPG2,1,22138737,22298750,941,79,293218,4.0447,2.619e-05
5662,PSD,10,104152374,104214691,209,40,293218,4.0395,2.6782e-05
11155,LDB3,10,88391542,88505829,528,37,293218,4.0393,2.6808e-05
158471,PRUNE2,9,79216292,79556136,1648,135,293218,4.0253,2.8446e-05
11196,SEC23IP,10,121617085,121714170,509,49,293218,4.0093,3.0453e-05
84775,ZNF607,19,38177264,38245691,285,65,293218,3.9982,3.191e-05
26207,PITPNC1,17,65338397,65703379,1653,185,293218,3.9905,3.2972e-05
55339,WDR33,2,128451808,128603761,662,73,293218,3.9861,3.3589e-05
8562,DENR,12,123202371,123265953,269,18,293218,3.9693,3.6045e-05
29968,PSAT1,9,80876991,80955009,436,48,293218,3.95,3.9081e-05
249,ALPL,1,21800475,21914905,590,76,293218,3.9289,4.2671e-05
1739,DLG1,3,196759431,197061171,1475,171,293218,3.9202,4.4236e-05
4580,MTX1,1,155143490,155193625,134,27,293218,3.9166,4.4908e-05
4863,NPAT,11,108018117,108128365,359,43,293218,3.9159,4.5037e-05
50651,SLC45A1,1,8343171,8414227,214,48,293218,3.9111,4.5948e-05
7916,PRRC2A,6,31553450,31615554,364,65,293218,3.9097,4.6211e-05
8082,SSPN,12,26313032,26397710,375,69,293218,3.9043,4.7255e-05
4582,MUC1,1,155148300,155197768,133,27,293218,3.9037,4.7364e-05
200185,KRTCAP2,1,155131884,155186331,162,31,293218,3.8953,4.9043e-05
154865,IQUB,7,123081993,123209718,501,54,293218,3.8908,4.9956e-05
1746,DLX2,2,172954166,173002478,241,35,293218,3.8796,5.231e-05
9910,RABGAP1L,1,174093552,174974445,3037,44,293218,3.875,5.3307e-05
79624,ARMT1,6,151738422,151801236,283,61,293218,3.8702,5.4382e-05
25814,ATXN10,22,46032678,46251187,961,142,293218,3.8687,5.471e-05
10121,ACTR1A,10,104228986,104297580,217,46,293218,3.8674,5.5008e-05
9846,GAB2,11,77916336,78163868,1247,60,293218,3.8582,5.7108e-05
10180,RBM6,3,49942474,50124685,506,30,293218,3.8385,6.1895e-05
7059,THBS3,1,155155379,155212772,150,35,293218,3.8379,6.2058e-05
3675,ITGA3,17,48098340,48177849,295,32,293218,3.8231,6.5888e-05
2779,GNAT1,3,50194043,50245129,127,38,293218,3.8228,6.597e-05
64097,EPB41L4A,5,111468139,111790187,1610,101,293218,3.8145,6.8239e-05
27198,HCAR1,12,123202153,123250129,190,18,293218,3.801,7.2064e-05
51111,SUV420H1,11,67912330,68016250,514,47,293218,3.7866,7.6366e-05
1997,ELF1,13,41496055,41670544,815,68,293218,3.7819,7.7825e-05
744,MPPED2,11,30396040,30643260,969,88,293218,3.779,7.8745e-05
3918,LAMC2,1,183112952,183224262,630,42,293218,3.7787,7.883e-05
10919,EHMT2,6,31837536,31900464,299,53,293218,3.7709,8.1329e-05
9666,DZIP3,3,108273337,108423693,688,61,293218,3.7707,8.14e-05
205564,SENP5,3,196559727,196671585,646,107,293218,3.7648,8.3346e-05
60678,EEFSEC,3,127837302,128137489,1165,78,293218,3.7643,8.3499e-05
4485,MST1,3,49711380,49761196,123,26,293218,3.7634,8.3804e-05
389119,FAM212A,3,49805687,49852463,105,28,293218,3.7618,8.4331e-05
127829,ARL8A,1,202092532,202148871,304,51,293218,3.7613,8.4518e-05
386724,AMIGO3,3,49744267,49792238,134,27,293218,3.7474,8.9333e-05
29925,GMPPB,3,49748909,49796407,134,28,293218,3.7397,9.2117e-05
64089,SNX16,8,82701816,82789539,507,33,293218,3.7356,9.3629e-05
3117,HLA-DQA1,6,32570169,32622152,1567,25,293218,3.7311,9.5309e-05
9807,IP6K1,3,49751728,49858973,273,33,293218,3.7271,9.6844e-05
79772,MCTP1,5,94028280,94655279,1722,159,293218,3.7233,9.8317e-05
23077,MYCBP2,13,77608792,77936177,1235,55,293218,3.7226,9.8609e-05
63891,RNF123,3,49691950,49768962,206,37,293218,3.7181,0.00010035
84553,FAXC,6,99710793,99832594,594,54,293218,3.7128,0.00010249
6468,FBXW4,10,103360421,103490345,403,63,293218,3.6805,0.00011638
22930,RAB3GAP1,2,135774835,135938280,494,34,293218,3.6746,0.00011913
647174,SERPINE3,13,51880168,51949555,272,43,293218,3.6662,0.00012309
55816,DOK5,20,53057266,53277710,933,136,293218,3.6621,0.00012508
6531,SLC6A3,5,1382905,1480543,474,85,293218,3.6574,0.00012739
9610,RIN1,11,66089535,66139000,134,26,293218,3.6463,0.00013302
116841,SNAP47,1,227887697,227978932,461,49,293218,3.6462,0.00013309
65094,JMJD4,1,227908890,227958284,226,42,293218,3.6452,0.00013361
100533183,ZNF664-FAM101A,12,124422762,124810570,2077,207,293218,3.6442,0.00013412
79955,PDZD7,10,102757440,102825914,284,38,293218,3.6405,0.00013604
80128,TRIM46,1,155110702,155167447,201,33,293218,3.6336,0.00013975
4249,MGAT5,2,134842502,135222192,1166,59,293218,3.6326,0.0001403
57124,CD248,11,66071958,66119515,153,32,293218,3.6237,0.0001452
3815,KIT,4,55489095,55616881,607,27,293218,3.6168,0.00014914
26575,RGS17,6,153322026,153487389,724,113,293218,3.6136,0.00015099
327,APEH,3,49676427,49730936,154,42,293218,3.6083,0.00015408
8843,HCAR3,12,123189303,123236439,179,20,293218,3.6037,0.00015688
101928208,LOC101928208,7,29725114,29792218,416,44,293218,3.6012,0.00015838
5577,PRKAR2B,7,106650178,106812256,850,88,293218,3.6006,0.00015875
4300,MLLT3,9,20331663,20657514,1203,149,293218,3.5952,0.0001621
717,C2,6,31830562,31923449,439,72,293218,3.5851,0.00016847
196528,ARID2,12,46088494,46311820,960,133,293218,3.5812,0.000171
657,BMPR1A,10,88481396,88694945,832,70,293218,3.5779,0.00017321
81855,SFXN3,10,102755996,102810998,239,40,293218,3.5769,0.00017387
10985,GCN1L1,12,120555014,120667513,522,65,293218,3.5767,0.00017401
23348,DOCK9,13,99435741,99773660,1475,90,293218,3.5595,0.00018579
286046,XKR6,8,10743654,11093875,2064,70,293218,3.5552,0.00018883
1747,DLX3,17,48057369,48107588,209,32,293218,3.5523,0.00019092
28973,MRPS18B,6,30550275,30604174,263,35,293218,3.5459,0.00019564
130013,ACMSD,2,135560994,135669604,259,39,293218,3.5418,0.00019872
221711,SYCP2L,6,10852064,10984542,760,70,293218,3.5356,0.00020343
6002,RGS12,4,3280874,3451640,760,80,293218,3.5268,0.00021031
9247,GCM2,6,10863456,10917098,260,45,293218,3.5227,0.00021362
338442,HCAR2,12,123175840,123229392,210,23,293218,3.5008,0.00023197
51466,EVL,14,100450719,100620573,591,75,293218,3.4958,0.00023629
219621,C10orf107,10,63387709,63536524,623,47,293218,3.492,0.00023975
23268,DNMBP,10,101625334,101804676,405,83,293218,3.4905,0.00024102
401944,LDLRAD2,1,22103758,22161714,278,45,293218,3.484,0.00024702
151449,GDF7,2,20831424,20881250,202,50,293218,3.4773,0.00025328
10202,DHRS2,14,24064324,24124848,188,63,293218,3.4701,0.0002601
3083,HGFAC,4,3408702,3461214,237,73,293218,3.4697,0.00026057
54838,WBP1L,10,104468727,104586022,597,57,293218,3.4696,0.00026058
163115,ZNF781,19,38148650,38218216,269,52,293218,3.464,0.00026608
66036,MTMR9,8,11107000,11195655,511,41,293218,3.4629,0.00026722
219623,TMEM26,10,63156401,63248208,293,42,293218,3.4603,0.00026976
440,ASNS,7,97471429,97536854,243,43,293218,3.4598,0.00027029
7417,VDAC2,10,76934912,77001206,283,66,293218,3.4555,0.00027462
338821,SLCO1B7,12,21133630,21253040,665,42,293218,3.4544,0.0002758
25855,BRMS1,11,66094804,66147596,144,28,293218,3.4503,0.00028
4330,MN1,22,28134265,28232486,318,59,293218,3.4446,0.00028595
63874,ABHD4,14,23032147,23091265,232,67,293218,3.4327,0.00029882
6925,TCF4,18,52879562,53338252,2464,72,293218,3.4272,0.00030498
3123,HLA-DRB1,6,32536546,32592613,138,22,293218,3.4204,0.00031266
282991,BLOC1S2,10,102023035,102081469,166,51,293218,3.4182,0.00031523
144348,ZNF664,12,124422699,124509986,433,90,293218,3.4175,0.000316
84660,CCDC62,12,123224056,123321927,441,33,293218,3.414,0.00032008
2873,GPS1,17,79974746,80025346,233,63,293218,3.4092,0.00032576
222389,BEND7,10,13470484,13605587,547,66,293218,3.4062,0.00032939
54465,ETAA1,2,67589442,67647540,363,36,293218,3.3928,0.0003459
81621,KAZALD1,10,102785999,102837888,208,37,293218,3.392,0.00034688
83650,SLC35G5,8,11153495,11199695,251,44,293218,3.392,0.00034695
27101,CACYBP,1,174933571,174991163,146,37,293218,3.3798,0.00036264
112703,FAM71E1,19,50960045,51015085,300,45,293218,3.3704,0.00037531
22986,SORCS3,10,106365859,107034993,3272,200,293218,3.3681,0.00037839
5514,PPP1R10,6,30558177,30620084,308,37,293218,3.3678,0.00037886
55010,PARPBP,12,102478956,102601298,583,61,293218,3.361,0.00038829
100287387,LOC100287387,2,239743187,239791320,362,40,293218,3.361,0.00038832
80122,MAP3K19,2,135712076,135817301,311,26,293218,3.3609,0.00038838
79946,C10orf95,10,104199594,104246300,171,30,293218,3.3591,0.00039096
64342,HS1BP3,2,20807564,20885867,295,51,293218,3.3569,0.00039414
8927,BSN,3,49556922,49718982,419,43,293218,3.3537,0.00039863
9921,RNF10,12,120937132,121025397,431,50,293218,3.3525,0.00040039
51458,RHCG,15,90004638,90074799,268,48,293218,3.3393,0.0004199
84650,EBPL,13,50224812,50300627,314,48,293218,3.337,0.00042342
5894,RAF1,3,12615100,12740700,514,42,293218,3.3354,0.00042586
201254,STRA13,17,79966579,80015786,226,64,293218,3.3334,0.000429
56244,BTNL2,6,32352513,32409900,1022,34,293218,3.3301,0.00043408
81615,TMEM163,2,135203330,135513219,877,28,293218,3.3266,0.00043955
23479,ISCU,12,108920239,108973160,240,45,293218,3.3244,0.00044306
22992,KDM2A,11,66851740,67035553,491,78,293218,3.3209,0.00044858
84693,MCEE,2,71326806,71392394,292,31,293218,3.3132,0.00046113
9293,GPR52,1,174382212,174428683,149,21,293218,3.3086,0.00046879
23261,CAMTA1,1,6810384,7839766,4559,337,293218,3.3069,0.00047172
201191,SAMD14,17,48178673,48242246,220,33,293218,3.3042,0.0004763
11069,RAPGEF4,2,173565525,173927621,1564,168,293218,3.3015,0.00048083
6564,SLC15A1,13,99326055,99439929,596,55,293218,3.3011,0.00048145
1462,VCAN,5,82732493,82888122,660,120,293218,3.2984,0.00048625
81442,OR6N2,1,158736472,158782425,308,39,293218,3.2972,0.00048829
92270,ATP6AP1L,5,81566166,81624147,226,43,293218,3.2956,0.00049108
6404,SELPLG,12,109005671,109062735,167,42,293218,3.2935,0.00049472
84687,PPP1R9B,17,48201101,48262877,190,34,293218,3.292,0.0004973
1577,CYP3A5,7,99235813,99312636,276,52,293218,3.2881,0.00050438
23609,MKRN2,3,12563513,12635212,267,32,293218,3.2879,0.00050478
57659,ZBTB4,17,7352685,7422568,311,62,293218,3.2867,0.00050678
5430,POLR2A,17,7352698,7427935,329,66,293218,3.2863,0.00050757
200728,TMEM17,2,62717356,62768604,125,49,293218,3.2844,0.00051102
89978,DPH6,15,35647670,35873597,1007,108,293218,3.2789,0.00052115
57650,KIAA1524,3,108258716,108343491,380,35,293218,3.2788,0.00052118
6442,SGCA,17,48208240,48263293,177,33,293218,3.278,0.00052278
1745,DLX1,2,172915208,172964402,174,40,293218,3.2774,0.00052387
10199,MPHOSPH10,2,71322444,71387232,268,31,293218,3.2744,0.00052953
283600,SLC25A47,14,100754679,100806715,276,63,293218,3.2739,0.00053043
6175,RPLP0,12,120624502,120674014,246,46,293218,3.2704,0.00053702
6938,TCF12,15,57175833,57590716,2234,189,293218,3.2703,0.0005371
64806,IL25,14,23807018,23855612,227,43,293218,3.262,0.00055315
10554,AGPAT1,6,32125983,32180888,210,53,293218,3.259,0.00055895
116173,CMTM5,14,23811017,23858981,226,45,293218,3.2519,0.00057309
3685,ITGAV,2,187419058,187555629,477,59,293218,3.2494,0.00057828
6251,RSU1,10,16622615,16894509,1513,139,293218,3.2488,0.00057955
38,ACAT1,11,107957258,108028895,273,49,293218,3.2481,0.00058093
55500,ETNK1,12,22743076,22853608,487,106,293218,3.2474,0.00058232
23179,RGL1,1,183570208,183907666,1573,82,293218,3.2463,0.00058457
9033,PKD2L1,10,102037903,102125243,265,59,293218,3.2463,0.00058459
79847,TMEM180,10,104186149,104249546,244,42,293218,3.2459,0.00058549
8945,BTRC,10,103078790,103327078,886,63,293218,3.2448,0.00058774
5454,POU3F2,6,99247580,99296666,239,40,293218,3.2445,0.00058838
338773,TMEM119,12,108973622,109026894,209,26,293218,3.2421,0.00059334
29850,TRPM5,11,2415745,2479275,311,68,293218,3.2409,0.00059587
79140,CCDC28B,1,32631202,32680991,190,20,293218,3.2384,0.00060091
51310,SLC22A17,14,23805520,23857380,242,46,293218,3.2382,0.00060153
51181,DCXR,17,79983757,80030573,239,59,293218,3.2377,0.00060248
123096,SLC25A29,14,100735514,100807884,392,74,293218,3.236,0.00060608
3071,NCKAP1L,12,54856495,54946899,608,49,293218,3.2345,0.00060937
3633,INPP5B,1,38316369,38447729,654,63,293218,3.2286,0.00062197
54788,DNAJB12,10,74082588,74149907,224,42,293218,3.2261,0.00062755
55721,IQCC,1,32636236,32684288,183,19,293218,3.2257,0.00062823
118881,COMTD1,10,76982760,77030802,182,47,293218,3.2248,0.00063034
9014,TAF1B,2,9948571,10084545,726,72,293218,3.2238,0.00063248
56938,ARNTL2,12,27450787,27588746,738,55,293218,3.2189,0.00064349
57282,SLC4A10,2,162445699,162851786,1646,118,293218,3.2182,0.00064503
5164,PDK2,17,48137101,48198733,214,37,293218,3.2135,0.00065556
80863,PRRT1,6,32106140,32154720,177,55,293218,3.2127,0.00065736
25820,ARIH1,15,72731667,72888904,564,59,293218,3.2117,0.00065984
200081,TXLNA,1,32610293,32673886,239,21,293218,3.2066,0.00067162
6228,RPS23,5,81559139,81609235,211,40,293218,3.2061,0.00067263
11165,NUDT3,6,34244971,34395457,800,44,293218,3.2054,0.00067429
23457,ABCB9,12,123395498,123486056,377,62,293218,3.2041,0.00067752
92675,DTD1,20,18533556,18754561,1259,42,293218,3.1999,0.00068743
3638,INSIG1,7,155054486,155111945,361,31,293218,3.19,0.00071142
167153,PAPD4,5,78873243,78992471,614,44,293218,3.1893,0.00071313
10897,YIF1A,11,66042051,66091638,163,41,293218,3.1889,0.000714
9735,KNTC1,12,122976796,123120947,289,58,293218,3.1871,0.00071841
375057,C1orf95,1,226701501,226806915,322,63,293218,3.1834,0.00072778
149069,DCDC2B,1,32639695,32691797,204,19,293218,3.1832,0.00072836
56946,C11orf30,11,76120967,76273943,781,95,293218,3.1827,0.0007295
26235,FBXL4,6,99311601,99430882,509,39,293218,3.1808,0.00073439
25861,DFNB31,9,117154360,117302789,648,71,293218,3.1794,0.00073793
177,AGER,6,32138745,32187099,205,53,293218,3.1786,0.00074007
4855,NOTCH4,6,32152620,32226844,406,58,293218,3.1775,0.00074284
55205,ZNF532,18,56494832,56663709,572,60,293218,3.1759,0.0007468
9223,MAGI1,3,65329200,66059511,3522,263,293218,3.1741,0.00075147
84747,UNC119B,12,121113238,121171443,383,35,293218,3.1724,0.00075603
3932,LCK,1,32681840,32761766,269,29,293218,3.1669,0.00077041
101927998,LOC101927998,16,73479940,73960581,2195,220,293218,3.1656,0.00077392
59352,LGR6,1,202128118,202298889,796,114,293218,3.1644,0.00077708
79969,ATAT1,6,30559613,30624598,330,39,293218,3.1634,0.00077968
54715,RBFOX1,16,5254469,7773342,22030,771,293218,3.1612,0.00078559
5885,RAD21,8,117848173,117922105,336,40,293218,3.1602,0.00078838
6048,RNF5,6,32111162,32158570,175,57,293218,3.1592,0.00079097
2195,FAT1,4,187498937,187682876,864,84,293218,3.1588,0.0007921
128372,OR6N1,1,158725534,158771472,302,30,293218,3.1582,0.00079366
100129480,MKRN2OS,3,12571280,12621963,196,34,293218,3.1579,0.00079459
284194,LGALS9B,17,20342708,20405848,179,36,293218,3.1527,0.00080892
8668,EIF3I,1,32652971,32707205,214,21,293218,3.1514,0.00081238
1748,DLX4,17,48011562,48062323,198,45,293218,3.1493,0.00081828
51305,KCNK9,8,140603081,140750299,556,49,293218,3.1432,0.00083548
374868,ATP9B,18,76794394,77148283,1891,143,293218,3.1427,0.00083701
10462,CLEC10A,17,6967856,7018626,211,32,293218,3.1425,0.00083763
151649,PP2D1,3,20011453,20088765,380,52,293218,3.1422,0.00083828
5089,PBX2,6,32142510,32192963,200,50,293218,3.1422,0.00083831
81603,TRIM8,10,104368326,104428076,234,48,293218,3.1374,0.00085218
5686,PSMA5,1,109931653,110004108,291,48,293218,3.1334,0.00086387
23386,NUDCD3,7,44411965,44565474,527,46,293218,3.1332,0.00086467
23396,PIP5K1C,19,3620179,3735484,606,97,293218,3.1296,0.00087527
400120,SERTM1,13,37213049,37281976,326,34,293218,3.118,0.00091044
63940,GPSM3,6,32148543,32198300,194,48,293218,3.1164,0.00091538
340900,EBLN1,10,22487743,22533912,178,34,293218,3.112,0.0009291
100130357,LOC100130357,6,13269527,13332314,367,25,293218,3.1114,0.00093095
3428,IFI16,1,158944682,159034945,502,47,293218,3.1072,0.00094422
1603,DAD1,14,23023807,23093143,265,64,293218,3.1053,0.00095054
87178,PNPT1,2,55851198,55956045,488,58,293218,3.1045,0.00095312
2803,GOLGA4,3,37249682,37418370,586,38,293218,3.1033,0.00095696
65117,RSRC2,12,122979190,123046560,134,43,293218,3.1015,0.00096266
115825,WDFY2,13,52123484,52350935,831,47,293218,3.1013,0.00096342
4653,MYOC,1,171594557,171656773,264,31,293218,3.1002,0.00096696
7148,TNXB,6,31998932,32112151,364,67,293218,3.0988,0.00097168
100529239,RPS10-NUDT3,6,34244971,34428902,997,55,293218,3.0954,0.00098282
140733,MACROD2,20,13941146,16043842,9661,440,293218,3.0953,0.000983
83734,ATG10,5,81232844,81561958,1225,118,293218,3.0933,0.00098977
463,ZFHX3,16,72806784,73127534,1647,192,293218,3.0892,0.0010034
472,ATM,11,108058559,108249829,587,56,293218,3.0879,0.001008
6299,SALL1,16,51159886,51220183,252,43,293218,3.0849,0.001018
339501,PRSS38,1,227968418,228044171,346,30,293218,3.082,0.0010282
10160,FARP1,13,98759893,99112023,1836,66,293218,3.0802,0.0010343
9170,LPAR2,19,19724464,19774039,241,62,293218,3.0775,0.0010437
5071,PARK2,6,161758590,163183834,7222,311,293218,3.0736,0.0010574
6657,SOX2,3,181394712,181442224,122,35,293218,3.0731,0.0010594
84274,COQ5,12,120931082,121001964,342,41,293218,3.0712,0.0010659
51367,POP5,12,121006848,121054201,226,45,293218,3.0665,0.0010828
58509,CACTIN,19,3600626,3661813,359,44,293218,3.0654,0.0010868
9733,SART3,12,108905991,108990165,412,53,293218,3.064,0.001092
56063,TMEM234,1,32670040,32722954,213,28,293218,3.0622,0.0010986
221785,ZSCAN25,7,99179571,99285204,493,53,293218,3.0533,0.0011317
7462,LAT2,7,73589087,73654164,269,39,293218,3.044,0.0011671
51642,MRPL48,11,73463917,73585656,421,37,293218,3.0396,0.0011845
7458,EIF4H,7,73553706,73621429,246,43,293218,3.0395,0.0011848
