GENE,gene_symbol,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
51684,SUFU,10,104228719,104403214,599,74,293218,5.1466,1.3266e-07
54796,BNC2,9,16399501,16905786,2620,163,293218,5.0741,1.947e-07
8567,MADD,11,47255927,47361582,400,47,293218,4.9994,2.8758e-07
6184,RPN1,3,128328813,128404719,246,45,293218,4.9899,3.02e-07
4249,MGAT5,2,134842502,135222192,1166,59,293218,4.9721,3.312e-07
165721,DNAJB8,3,128171275,128221091,163,21,293218,4.9584,3.5545e-07
6405,SEMA3F,3,50157562,50236508,224,48,293218,4.9458,3.7918e-07
79012,CAMKV,3,49885414,49942655,117,26,293218,4.9359,3.9886e-07
7318,UBA7,3,49832638,49886391,131,33,293218,4.9339,4.03e-07
26052,DNM3,1,171775618,172397606,2395,120,293218,4.9116,4.5168e-07
79176,FBXL15,10,104143979,104192894,161,32,293218,4.8952,4.9104e-07
84364,ARFGAP2,11,47175849,47234054,165,34,293218,4.8123,7.4596e-07
640,BLK,8,11316521,11432108,762,48,293218,4.7876,8.4382e-07
10062,NR1H3,11,47234851,47300584,252,28,293218,4.7767,8.9117e-07
2624,GATA2,3,128188265,128247030,206,25,293218,4.7605,9.6578e-07
25902,MTHFD1L,6,151151815,151433023,1356,164,293218,4.7517,1.0086e-06
101927998,LOC101927998,16,73479940,73960581,2195,220,293218,4.7421,1.0573e-06
286046,XKR6,8,10743654,11093875,2064,70,293218,4.7306,1.1194e-06
130013,ACMSD,2,135560994,135669604,259,39,293218,4.7253,1.1487e-06
11155,LDB3,10,88391542,88505829,528,37,293218,4.7229,1.1626e-06
80122,MAP3K19,2,135712076,135817301,311,26,293218,4.663,1.5585e-06
8562,DENR,12,123202371,123265953,269,18,293218,4.6499,1.6608e-06
79096,C11orf49,11,46923240,47195932,671,58,293218,4.632,1.8112e-06
7920,ABHD16A,6,31644726,31706137,258,45,293218,4.6198,1.9205e-06
11228,RASSF8,12,26076964,26242825,751,82,293218,4.6123,1.9908e-06
9793,CKAP5,11,46755084,46902859,408,47,293218,4.6023,2.0892e-06
1460,CSNK2B,6,31597995,31647844,283,48,293218,4.5787,2.3394e-06
2147,F2,11,46705743,46771056,181,37,293218,4.5652,2.4946e-06
6130,RPL7A,9,136180069,136228280,316,73,293218,4.546,2.7342e-06
25861,DFNB31,9,117154360,117302789,648,71,293218,4.5379,2.8405e-06
4038,LRP4,11,46868268,46975173,276,35,293218,4.5151,3.165e-06
392,ARHGAP1,11,46688625,46757215,198,40,293218,4.5128,3.1981e-06
80741,LY6G5C,6,31634461,31683150,234,53,293218,4.4971,3.4448e-06
259215,LY6G6F,6,31639625,31688372,211,51,293218,4.4962,3.4588e-06
4486,MST1R,3,49914435,49976311,162,29,293218,4.4899,3.563e-06
23063,WAPAL,10,88185013,88316541,522,100,293218,4.4881,3.5922e-06
7918,GPANK1,6,31619006,31669060,274,44,293218,4.4802,3.728e-06
158471,PRUNE2,9,79216292,79556136,1648,135,293218,4.4658,3.9891e-06
10533,ATG7,3,11279010,11609139,1347,58,293218,4.4549,4.197e-06
27198,HCAR1,12,123202153,123250129,190,18,293218,4.4531,4.2323e-06
58496,LY6G5B,6,31603728,31650227,256,40,293218,4.4483,4.3271e-06
23331,TTC28,22,28364002,29110853,2755,107,293218,4.4403,4.4916e-06
55937,APOM,6,31585187,31635987,312,69,293218,4.417,5.0045e-06
57827,C6orf47,6,31616075,31663549,259,42,293218,4.4154,5.0407e-06
79772,MCTP1,5,94028280,94655279,1722,159,293218,4.4023,5.3563e-06
4439,MSH5,6,31672725,31740455,275,52,293218,4.3975,5.4744e-06
8082,SSPN,12,26313032,26397710,375,69,293218,4.3899,5.6701e-06
25814,ATXN10,22,46032678,46251187,961,142,293218,4.3767,6.0233e-06
6834,SURF1,9,136208660,136258361,327,55,293218,4.3757,6.0516e-06
3685,ITGAV,2,187419058,187555629,477,59,293218,4.3592,6.526e-06
90139,TSPAN18,11,44713731,44963978,1208,154,293218,4.3578,6.5683e-06
66000,TMEM108,3,132722171,133126619,2110,71,293218,4.3508,6.7813e-06
80739,C6orf25,6,31656121,31704487,198,47,293218,4.3496,6.8208e-06
5662,PSD,10,104152374,104214691,209,40,293218,4.3483,6.8611e-06
3784,KCNQ1,11,2431221,2880340,2273,252,293218,4.3442,6.9886e-06
7917,BAG6,6,31596805,31655953,332,49,293218,4.3377,7.1981e-06
6837,MED22,9,136197751,136250011,319,51,293218,4.3337,7.3309e-06
50854,C6orf48,6,31767693,31817541,197,64,293218,4.3325,7.3707e-06
117583,PARD3B,2,205375516,206494886,4501,293,293218,4.3305,7.4375e-06
58530,LY6G6D,6,31648048,31695698,201,49,293218,4.3267,7.5697e-06
54465,ETAA1,2,67589442,67647540,363,36,293218,4.3225,7.7142e-06
53,ACP2,11,47250853,47305457,199,34,293218,4.3122,8.0822e-06
6838,SURF6,9,136187543,136238047,319,63,293218,4.3086,8.2134e-06
7528,YY1,14,100670102,100755371,424,69,293218,4.3083,8.2267e-06
401944,LDLRAD2,1,22103758,22161714,278,45,293218,4.3059,8.3165e-06
27343,POLL,10,103328639,103383027,146,43,293218,4.3029,8.4286e-06
10181,RBM5,3,50091341,50166397,190,46,293218,4.3024,8.4473e-06
6835,SURF2,9,136188421,136238041,312,62,293218,4.3019,8.4679e-06
51108,METTL9,16,21573543,21678792,343,35,293218,4.2937,8.7848e-06
3304,HSPA1B,6,31754964,31808032,218,66,293218,4.2933,8.803e-06
2779,GNAT1,3,50194043,50245129,127,38,293218,4.2903,8.9225e-06
905,CCNT2,2,135641363,135726915,233,33,293218,4.2871,9.0493e-06
23564,DDAH2,6,31684817,31733039,199,54,293218,4.2835,9.1994e-06
66036,MTMR9,8,11107000,11195655,511,41,293218,4.2568,1.0371e-05
9590,AKAP12,6,151526134,151689694,963,82,293218,4.2338,1.1488e-05
3339,HSPG2,1,22138737,22298750,941,79,293218,4.2308,1.1645e-05
389118,CDHR4,3,49818165,49872254,123,29,293218,4.2299,1.1692e-05
6938,TCF12,15,57175833,57590716,2234,189,293218,4.2298,1.1693e-05
3305,HSPA1L,6,31767396,31825093,223,70,293218,4.22,1.2218e-05
80740,LY6G6C,6,31676425,31724511,189,47,293218,4.2139,1.2551e-05
8843,HCAR3,12,123189303,123236439,179,20,293218,4.1946,1.3667e-05
401251,SAPCD1,6,31695773,31742627,211,60,293218,4.1874,1.4111e-05
151449,GDF7,2,20831424,20881250,202,50,293218,4.1866,1.4159e-05
64342,HS1BP3,2,20807564,20885867,295,51,293218,4.1866,1.4161e-05
801,CALM1,14,90828327,90884619,296,38,293218,4.183,1.4385e-05
4863,NPAT,11,108018117,108128365,360,43,293218,4.1721,1.5091e-05
3777,KCNK3,2,26880581,26964066,279,27,293218,4.1688,1.5309e-05
57819,LSM2,6,31755169,31809761,228,68,293218,4.1688,1.5309e-05
3117,HLA-DQA1,6,32570169,32622152,1567,25,293218,4.1555,1.623e-05
4163,MCC,5,112347796,112859527,2981,142,293218,4.1473,1.6824e-05
9033,PKD2L1,10,102037903,102125243,265,59,293218,4.1453,1.6969e-05
1192,CLIC1,6,31688358,31740095,218,61,293218,4.1436,1.7098e-05
403,ARL3,10,104423484,104509190,373,55,293218,4.1429,1.7148e-05
4758,NEU1,6,31816829,31865709,210,64,293218,4.1338,1.7841e-05
3123,HLA-DRB1,6,32536546,32592613,138,22,293218,4.1299,1.8143e-05
7009,TMBIM6,12,50100293,50168717,210,32,293218,4.1278,1.8311e-05
84660,CCDC62,12,123224056,123321927,441,33,293218,4.1249,1.8542e-05
127396,ZNF684,1,40962233,41023841,272,46,293218,4.1173,1.9169e-05
249,ALPL,1,21800475,21914905,590,76,293218,4.1159,1.9288e-05
118980,SFXN2,10,104439298,104508947,307,48,293218,4.1127,1.9555e-05
84315,MON1A,3,49936302,50002445,200,30,293218,4.1102,1.9765e-05
10121,ACTR1A,10,104228986,104297580,218,46,293218,4.1097,1.9812e-05
4580,MTX1,1,155143490,155193625,134,27,293218,4.1084,1.9916e-05
79955,PDZD7,10,102757440,102825914,284,38,293218,4.101,2.0569e-05
56244,BTNL2,6,32352513,32409900,1022,34,293218,4.0963,2.0994e-05
169436,STKLD1,9,136208284,136281220,437,67,293218,4.09,2.1573e-05
80319,CXXC4,4,105379463,105451058,398,32,293218,4.0842,2.2114e-05
282991,BLOC1S2,10,102023035,102081469,166,51,293218,4.0836,2.2169e-05
257194,NEGR1,1,71858625,72783533,3300,140,293218,4.0796,2.2555e-05
4582,MUC1,1,155148300,155197768,133,27,293218,4.078,2.2714e-05
83650,SLC35G5,8,11153495,11199695,251,44,293218,4.0644,2.4082e-05
1761,DMRT1,9,806690,979090,1390,121,293218,4.0633,2.4191e-05
81615,TMEM163,2,135203330,135513219,877,28,293218,4.056,2.4959e-05
80736,SLC44A4,6,31820969,31881823,288,56,293218,4.0531,2.5275e-05
25911,DPCD,10,103295399,103379410,230,52,293218,4.0492,2.5692e-05
7059,THBS3,1,155155379,155212772,150,35,293218,4.0489,2.5725e-05
8714,ABCC3,17,48677205,48779063,415,74,293218,4.0482,2.5808e-05
338442,HCAR2,12,123175840,123229392,210,23,293218,4.0393,2.68e-05
10261,IGSF6,16,21642605,21698987,172,36,293218,4.0391,2.6825e-05
200185,KRTCAP2,1,155131884,155186331,162,31,293218,4.0328,2.756e-05
54978,SLC35F6,2,26952131,27014099,177,31,293218,4.0274,2.8194e-05
81855,SFXN3,10,102755996,102810998,239,40,293218,4.0258,2.8395e-05
221785,ZSCAN25,7,99179571,99285204,493,53,293218,4.0219,2.8861e-05
7879,RAB7A,3,128409975,128543641,622,81,293218,4.0214,2.8928e-05
9169,SCAF11,12,46302914,46420898,439,40,293218,3.9953,3.231e-05
7407,VARS,6,31735295,31798712,269,55,293218,3.9883,3.328e-05
1739,DLG1,3,196759431,197061171,1475,171,293218,3.9881,3.3297e-05
6925,TCF4,18,52879562,53338252,2464,72,293218,3.9816,3.422e-05
10180,RBM6,3,49942474,50124685,507,30,293218,3.9779,3.4757e-05
1058,CENPA,2,26973857,27033935,151,33,293218,3.9737,3.5379e-05
23457,ABCB9,12,123395498,123486056,377,62,293218,3.9725,3.5568e-05
57659,ZBTB4,17,7352685,7422568,311,62,293218,3.9676,3.6306e-05
23139,MAST2,1,46234269,46511796,1104,88,293218,3.9492,3.9214e-05
100132247,NPIPB5,16,22454791,22557856,68,37,293218,3.9478,3.9437e-05
83401,ELOVL3,10,103951143,103999346,222,32,293218,3.9467,3.9619e-05
7536,SF1,11,64522076,64581515,208,49,293218,3.9432,4.0203e-05
5430,POLR2A,17,7352698,7427935,329,66,293218,3.9396,4.0804e-05
9735,KNTC1,12,122976796,123120947,289,58,293218,3.9166,4.4902e-05
388276,C16orf97,16,52050264,52142847,371,58,293218,3.9093,4.6277e-05
81621,KAZALD1,10,102785999,102837888,208,37,293218,3.8964,4.8811e-05
150275,CCDC117,22,29133662,29195283,273,46,293218,3.8954,4.9019e-05
221711,SYCP2L,6,10852064,10984542,760,70,293218,3.889,5.0319e-05
196528,ARID2,12,46088494,46311820,960,133,293218,3.8856,5.1047e-05
6121,RPE65,1,68884507,68950642,224,25,293218,3.8847,5.1235e-05
363,AQP6,12,50325874,50380922,151,22,293218,3.8831,5.1574e-05
10206,TRIM13,13,50536143,50602603,315,39,293218,3.8605,5.6588e-05
362,AQP5,12,50320279,50369465,140,20,293218,3.8581,5.7137e-05
55107,ANO1,11,69889408,70045651,845,86,293218,3.8521,5.8547e-05
5837,PYGM,11,64503861,64563187,217,46,293218,3.8502,5.9011e-05
9910,RABGAP1L,1,174093552,174974445,3037,44,293218,3.8394,6.1674e-05
1559,CYP2C9,10,96663350,96759486,428,87,293218,3.8387,6.1832e-05
283518,KCNRG,13,50554390,50605058,261,32,293218,3.8367,6.2355e-05
123099,DEGS2,14,100602753,100661012,261,43,293218,3.8349,6.2815e-05
23017,FAIM2,12,50250679,50332760,235,27,293218,3.8332,6.3235e-05
359,AQP2,12,50309524,50362664,165,20,293218,3.8295,6.4193e-05
1577,CYP3A5,7,99235813,99312636,276,52,293218,3.8136,6.8486e-05
3122,HLA-DRA,6,32372619,32422823,1000,32,293218,3.8098,6.9531e-05
65117,RSRC2,12,122979190,123046560,134,43,293218,3.8021,7.1726e-05
146183,OTOA,16,21654835,21782050,337,55,293218,3.8002,7.2293e-05
657,BMPR1A,10,88481396,88694945,832,70,293218,3.7969,7.3264e-05
4802,NFYC,1,41122242,41247275,425,49,293218,3.7894,7.5512e-05
64089,SNX16,8,82701816,82789539,507,33,293218,3.7864,7.6413e-05
9783,RIMS3,1,41076352,41166324,344,42,293218,3.7837,7.7244e-05
3303,HSPA1A,6,31747952,31795719,196,59,293218,3.78,7.8405e-05
56896,DPYSL5,2,27035969,27183219,433,76,293218,3.7752,7.9937e-05
57701,NCKAP5L,12,50174929,50257208,190,31,293218,3.7736,8.0442e-05
6468,FBXW4,10,103360421,103490345,403,63,293218,3.7734,8.0508e-05
8927,BSN,3,49556922,49718982,419,43,293218,3.773,8.0649e-05
55596,ZCCHC8,12,122946146,123020543,148,43,293218,3.7718,8.1025e-05
344752,AADACL2,3,151416704,151485556,336,49,293218,3.7696,8.175e-05
10114,HIPK3,11,33239406,33388569,528,70,293218,3.7666,8.2752e-05
79797,ZNF408,11,46687317,46737466,157,34,293218,3.7632,8.3892e-05
144348,ZNF664,12,124422699,124509986,433,90,293218,3.7574,8.5852e-05
9379,NRXN2,11,64363646,64525660,528,55,293218,3.7537,8.7127e-05
55635,DEPDC1,1,68929835,68997799,228,47,293218,3.7496,8.8548e-05
79847,TMEM180,10,104186149,104249546,244,42,293218,3.7459,8.988e-05
38,ACAT1,11,107957258,108028895,273,49,293218,3.7308,9.5428e-05
4289,MKLN1,7,130759855,131191398,1829,241,293218,3.7292,9.6027e-05
4678,NASP,1,46014660,46094578,261,24,293218,3.7238,9.8121e-05
200172,SLFNL1,1,41471269,41524116,271,51,293218,3.7226,9.8603e-05
11196,SEC23IP,10,121617085,121714170,509,49,293218,3.722,9.8815e-05
6836,SURF4,9,136218325,136279820,371,61,293218,3.7182,0.00010032
6531,SLC6A3,5,1382905,1480543,474,85,293218,3.7155,0.0001014
144233,BCDIN3D,12,50219826,50271912,115,24,293218,3.7136,0.00010216
79946,C10orf95,10,104199594,104246300,171,30,293218,3.7135,0.00010219
23268,DNMBP,10,101625334,101804676,405,83,293218,3.7102,0.00010355
54838,WBP1L,10,104468727,104586022,597,57,293218,3.7061,0.00010522
80128,TRIM46,1,155110702,155167447,201,33,293218,3.705,0.00010568
643664,SLC35G6,17,7335504,7396383,261,55,293218,3.6753,0.00011878
132724,TMPRSS11B,4,69082371,69146412,363,22,293218,3.6592,0.00012651
60678,EEFSEC,3,127837302,128137489,1165,78,293218,3.6592,0.00012652
80737,VWA7,6,31723178,31780108,254,51,293218,3.6578,0.0001272
83990,BRIP1,17,59746547,59975920,679,55,293218,3.6569,0.00012762
9223,MAGI1,3,65329200,66059511,3522,263,293218,3.654,0.00012908
3692,EIF6,20,33856709,33907619,258,40,293218,3.6499,0.00013116
29925,GMPPB,3,49748909,49796407,134,28,293218,3.6446,0.00013393
58531,PRM3,16,11357141,11402452,402,53,293218,3.6443,0.00013406
55718,POLR3E,16,22273696,22356424,269,32,293218,3.6412,0.00013569
91010,FMNL3,12,50021724,50136197,343,43,293218,3.6408,0.00013592
114783,LMTK3,19,48978528,49051446,476,64,293218,3.6376,0.00013757
10613,ERLIN1,10,101899847,101980814,208,60,293218,3.626,0.00014391
2626,GATA4,8,11499433,11627510,921,73,293218,3.6232,0.00014548
9770,RASSF2,20,4750669,4839291,629,82,293218,3.6176,0.0001487
3202,HOXA5,7,27170671,27227309,196,54,293218,3.6171,0.00014897
25974,MMACHC,1,45930856,45986739,215,32,293218,3.613,0.00015134
29850,TRPM5,11,2415745,2479275,311,68,293218,3.6116,0.00015216
10327,AKR1A1,1,45981455,46045723,214,29,293218,3.6078,0.00015442
386724,AMIGO3,3,49744267,49792238,134,27,293218,3.6065,0.0001552
6850,SYK,9,93529012,93670842,713,48,293218,3.5985,0.00016003
100289187,GS1-259H13.2,7,99160702,99218456,326,28,293218,3.5964,0.0001613
5619,PRM1,16,11364693,11410192,431,50,293218,3.5949,0.00016224
85004,RERG,12,15250716,15409411,509,43,293218,3.593,0.00016343
9247,GCM2,6,10863456,10917098,260,45,293218,3.5927,0.00016362
252969,NEIL2,8,11592172,11654854,417,85,293218,3.5918,0.0001642
55854,ZC3H15,2,187315885,187384088,286,25,293218,3.5912,0.00016457
389119,FAM212A,3,49805687,49852463,105,28,293218,3.5819,0.00017055
54808,DYM,18,46557846,47022172,1836,115,293218,3.5785,0.00017277
219623,TMEM26,10,63156401,63248208,293,42,293218,3.5752,0.00017499
196385,DNAH10,12,124211786,124430267,1107,142,293218,3.5751,0.00017502
9807,IP6K1,3,49751728,49858973,273,33,293218,3.5644,0.00018235
167153,PAPD4,5,78873243,78992471,614,44,293218,3.5601,0.00018534
64838,FNDC4,2,27704750,27753126,105,32,293218,3.5568,0.00018769
3815,KIT,4,55489095,55616881,607,27,293218,3.5532,0.0001903
5052,PRDX1,1,45966707,46023562,196,26,293218,3.5485,0.00019368
1203,CLN5,13,77531059,77586652,189,44,293218,3.542,0.00019856
3204,HOXA7,7,27183335,27231296,168,41,293218,3.5415,0.00019891
3201,HOXA4,7,27158126,27205399,169,58,293218,3.5397,0.0002003
8772,FADD,11,70014269,70063508,298,35,293218,3.5385,0.00020119
998,CDC42,1,22344120,22429439,421,55,293218,3.5371,0.00020229
5620,PRM2,16,11359493,11405337,408,49,293218,3.5329,0.00020549
10235,RASGRP2,11,64484383,64547928,221,35,293218,3.5299,0.00020784
6299,SALL1,16,51159886,51220183,252,43,293218,3.5258,0.00021112
10202,DHRS2,14,24064324,24124848,188,63,293218,3.523,0.00021331
10004,NAALADL1,11,64802295,64861009,217,60,293218,3.512,0.0002224
60313,GPBP1L1,1,46082976,46188782,345,47,293218,3.5025,0.00023048
463,ZFHX3,16,72806784,73127534,1647,192,293218,3.5021,0.0002308
5795,PTPRJ,11,47967101,48202394,809,65,293218,3.4995,0.00023306
64318,NOC3L,10,96082989,96157715,271,41,293218,3.4975,0.00023483
128876,FAM83C,20,33863534,33915225,252,38,293218,3.4945,0.00023748
51474,LIMA1,12,50559563,50712353,433,47,293218,3.491,0.00024056
130540,ALS2CR12,2,202143147,202257101,355,40,293218,3.4893,0.00024211
54822,TRPM7,15,50839351,51014012,614,38,293218,3.4873,0.00024399
10919,EHMT2,6,31837536,31900464,299,53,293218,3.4805,0.00025024
55339,WDR33,2,128451808,128603761,662,73,293218,3.4769,0.00025365
283600,SLC25A47,14,100754679,100806715,276,63,293218,3.4763,0.00025416
10248,POP7,7,100268676,100315123,103,41,293218,3.4734,0.00025691
440,ASNS,7,97471429,97536854,243,43,293218,3.4689,0.00026126
3269,HRH1,3,11143779,11314939,725,90,293218,3.4688,0.00026137
10449,ACAA2,18,47299874,47375306,390,34,293218,3.4621,0.00026797
9796,PHYHIP,8,22067216,22124851,348,48,293218,3.4585,0.00027162
4485,MST1,3,49711380,49761196,123,26,293218,3.4577,0.00027239
4093,SMAD9,13,37408968,37529409,696,52,293218,3.4553,0.00027489
3203,HOXA6,7,27175202,27222393,168,47,293218,3.4489,0.0002814
7982,ST7,7,116558381,116880077,957,112,293218,3.4486,0.00028177
327,APEH,3,49676427,49730936,154,42,293218,3.4444,0.00028617
63891,RNF123,3,49691950,49768962,206,37,293218,3.4443,0.00028631
56852,RAD18,3,8908880,9040159,725,51,293218,3.4439,0.00028668
7490,WT1,11,32398789,32492104,562,36,293218,3.4426,0.00028804
5153,PDE1B,12,54908177,54983023,517,41,293218,3.4378,0.00029328
219621,C10orf107,10,63387709,63536524,623,47,293218,3.4358,0.00029541
5420,PODXL,7,131175021,131276376,505,68,293218,3.4347,0.00029664
3675,ITGA3,17,48098340,48177849,295,32,293218,3.4343,0.00029707
26512,INTS6,13,51917678,52062275,513,43,293218,3.4342,0.00029714
5954,RCN1,11,32077477,32137272,261,31,293218,3.4289,0.00030301
3652,IPP,1,46149996,46251485,280,59,293218,3.4246,0.00030787
79720,VPS37B,12,123339875,123415712,351,31,293218,3.4178,0.00031561
1605,DAG1,3,49471136,49583051,290,36,293218,3.4163,0.00031738
345062,PRSS48,4,152163152,152222719,231,57,293218,3.4158,0.00031802
1147,CHUK,10,101938123,102024367,237,71,293218,3.4117,0.00032279
11157,LSM6,4,147061835,147121213,322,36,293218,3.4085,0.00032659
64599,GIGYF1,7,100267130,100321870,120,47,293218,3.4052,0.0003306
10420,TESK2,1,45799555,45991840,746,38,293218,3.4022,0.0003342
29904,EEF2K,16,22182592,22310066,437,74,293218,3.3993,0.00033781
55280,CWF19L1,10,101982055,102062437,232,63,293218,3.398,0.0003394
157285,SGK223,8,8165258,8278941,363,47,293218,3.3956,0.00034237
10959,TMED2,12,124034076,124092688,197,30,293218,3.3944,0.00034383
6319,SCD,10,102071772,102134588,192,55,293218,3.3869,0.00035338
23,ABCF1,6,30504170,30569309,296,44,293218,3.3867,0.00035368
92344,GORAB,1,170466263,170532974,176,28,293218,3.3865,0.00035401
23232,TBC1D12,10,96126956,96306089,875,96,293218,3.3856,0.00035508
7142,TNP2,16,11351714,11398160,411,50,293218,3.3851,0.00035579
23077,MYCBP2,13,77608792,77936177,1235,55,293218,3.3787,0.0003642
9388,LIPG,18,47052069,47129278,299,35,293218,3.3749,0.00036921
726,CAPN5,11,76742992,76847201,443,68,293218,3.3712,0.00037423
22862,FNDC3A,13,49515048,49793915,1469,80,293218,3.3686,0.00037773
6820,SULT2B1,19,49020429,49112684,580,90,293218,3.3667,0.00038039
83942,TSSK1B,5,112758251,112805728,223,49,293218,3.3645,0.00038347
123096,SLC25A29,14,100735514,100807884,392,74,293218,3.3598,0.00039003
7453,WARS,14,100790125,100877680,504,82,293218,3.3592,0.00039084
2222,FDFT1,8,11618467,11706818,503,73,293218,3.3562,0.00039508
9550,ATP6V1G1,9,117314994,117371152,202,47,293218,3.3448,0.00041164
2591,GALNT3,2,166594313,166685803,539,44,293218,3.3434,0.00041374
661,POLR3D,8,22067619,22118680,314,44,293218,3.3347,0.0004269
3739,KCNA4,11,30021288,30073577,225,48,293218,3.3344,0.00042749
57132,CHMP1B,18,11816389,11864448,234,36,293218,3.3308,0.00043294
151649,PP2D1,3,20011453,20088765,380,52,293218,3.3306,0.00043324
55500,ETNK1,12,22743076,22853608,487,106,293218,3.3296,0.0004349
11165,NUDT3,6,34244971,34395457,800,44,293218,3.3293,0.00043535
3973,LHCGR,2,48903913,49017880,612,66,293218,3.3281,0.00043717
63874,ABHD4,14,23032147,23091265,232,67,293218,3.3264,0.00043991
6964,TRD,14,22856537,22945569,346,52,293218,3.3256,0.00044118
80742,PRR3,6,30489486,30542473,249,31,293218,3.3253,0.00044155
375449,MAST4,5,65857176,66475426,2495,174,293218,3.322,0.00044681
137868,SGCZ,8,13937373,15130792,9935,277,293218,3.3144,0.00045918
4975,OMP,11,76778886,76824377,183,46,293218,3.3134,0.00046085
149483,CCDC17,1,46075716,46125424,167,29,293218,3.3126,0.0004622
441376,AARD,8,117915464,117966239,182,34,293218,3.3105,0.00046571
3205,HOXA9,7,27192057,27240149,162,35,293218,3.3104,0.00046575
23261,CAMTA1,1,6810384,7839766,4559,337,293218,3.3068,0.00047181
26575,RGS17,6,153322026,153487389,724,113,293218,3.3037,0.00047706
3633,INPP5B,1,38316369,38447729,654,63,293218,3.2969,0.00048879
57213,SPRYD7,13,50476842,50545626,323,35,293218,3.2937,0.00049433
22979,EFR3B,2,25229973,25392004,530,88,293218,3.2937,0.00049444
23760,PITPNB,22,28237657,28350255,363,62,293218,3.2934,0.0004949
11122,PTPRT,20,40691392,41853557,4747,199,293218,3.2904,0.00050022
9921,RNF10,12,120937132,121025397,431,50,293218,3.2886,0.00050337
2308,FOXO1,13,41119801,41275734,515,62,293218,3.2877,0.00050509
7494,XBP1,22,29180548,29231560,233,49,293218,3.2876,0.00050531
145567,TTC7B,14,90996932,91317823,1404,139,293218,3.2804,0.00051839
9372,ZFYVE9,1,52572678,52822358,986,70,293218,3.2794,0.00052015
116841,SNAP47,1,227887697,227978932,461,49,293218,3.2789,0.00052112
55008,HERC6,4,89264838,89374249,454,82,293218,3.2781,0.0005225
10394,PRG3,11,57134242,57183623,198,44,293218,3.2773,0.000524
57451,TENM2,5,166371083,167701162,5410,371,293218,3.2742,0.0005298
114034,TOE1,1,45770342,45819650,188,33,293218,3.2729,0.00053231
84978,FRMD5,15,44152962,44522429,1005,59,293218,3.2709,0.00053597
1479,CSTF3,11,33096130,33218037,474,34,293218,3.2699,0.00053796
2862,MLNR,13,49759474,49806513,233,49,293218,3.2638,0.00054956
7916,PRRC2A,6,31553450,31615554,364,65,293218,3.2621,0.00055293
80212,CCDC92,12,124410955,124492373,377,56,293218,3.2616,0.000554
2646,GCKR,2,27684470,27756556,161,43,293218,3.2572,0.00056255
7542,ZFPL1,11,64816694,64865874,188,43,293218,3.2537,0.00056962
