GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
832          1   19655267   19847066    206      19  689121       1.2261      0.11007
440574       1   19888471   19966315     40       7  687866       2.0987     0.017923
100532736    1   19888471   19994949     55      11  687153       2.5342    0.0056357
4681         1   19934723   19994949     32       9  681861        2.714    0.0033237
3362         1   19956780   20016055     32       7  684722       1.6405     0.050451
255104       1   19998706   20161424    113      32  664247      0.17134      0.43198
54546        1   20130522   20176771     55      17  658920    -0.066955      0.52669
23252        1   20173356   20249438     62      13  683228       1.2699      0.10207
30814        1   20236800   20285110     60      12  674974        1.149      0.12529
5320         1   20291924   20341932     32       9  676875      0.79672      0.21281
5322         1   20351157   20428394     90      14  680430    -0.064973       0.5259
26279        1   20429143   20481059     26      12  660577      0.25691      0.39863
64600        1   20430823   20486879     23      11  658618      0.28698      0.38706
127733       1   20477578   20532540     44       9  683850       1.2791      0.10044
391013       1   20480484   20536687     44       9  683881       1.4447     0.074265
127731       1   20582412   20691662    174      23  688087       1.0716      0.14194
55450        1   20798884   20847728     21       6  681245       1.1857      0.11788
79594        1   20815941   20869674     50       7  684225      0.80812      0.20951
163933       1   20843932   20891513     50       8  684692       1.0795      0.14018
978          1   20880444   20955401     61      14  681097       2.2171     0.013308
65018        1   20924948   20988004     54       8  683794      0.63506      0.26269
1650         1   20968260   21023037     53      11  676051      0.87665      0.19034
57576        1   20980475   21079317     81      21  679386       1.2964     0.097418
400745       1   21036225   21094133     36       7  684523       1.2277      0.10978
50809        1   21059170   21148808     39       5  689687      0.45785      0.32353
8672         1   21122785   21538381    173       8  688975    -0.016061      0.50641
1889         1   21533740   21707034    145      26  686279      0.60609      0.27223
84224        1   21731583   21821393     38       7  684454       2.1841     0.014477
249          1   21800475   21914905    114      20  686801       1.5131     0.065133
5909         1   21912708   22031010     99      27  680644       1.1986      0.11534
84196        1   21994791   22144688    106      14  682600       1.7737      0.03806
401944       1   22103758   22161714     34       9  678972       1.7051     0.044092
3339         1   22138737   22298750    123      17  680006       1.7059      0.04401
23436        1   22268418   22325847     40       6  683462       2.2631     0.011815
10136        1   22293149   22349035     16       4  680916        2.192      0.01419
998          1   22344120   22429439     56       8  677662       1.2804      0.10021
54361        1   22433798   22505474     88      20  685487       1.8168     0.034624
9923         1   22743344   22867650     71       8  677636      0.76649      0.22169
2046         1   22855004   22940087     51      13  676611      -0.9368      0.82557
712          1   22928118   22976175     39       7  688980      0.57179      0.28373
714          1   22934969   22984603     46       7  689091       1.8521     0.032009
713          1   22944682   22998130     53       7  689018        2.075     0.018995
2048         1   23002263   23251823    165      30  681624       4.8338   6.6976e-07
646262       1   23269536   23334524     26       3  674253       7.0541   8.6836e-13
23028        1   23310937   23420184     33       2  681687       6.8225   4.4745e-12
729059       1   23327327   23377343     14       2  665369       7.6776   8.1046e-15
7798         1   23400516   23539301     57       6  695197       5.7594    4.221e-09
3352         1   23508388   23556222     25       4  698881       3.5923   0.00016388
10236        1   23625953   23706143     40       5  689455       3.3722   0.00037281
80818        1   23675941   23731357     49       8  697036       4.9444   3.8195e-07
6920         1   23697555   23786269     67      11  704166       3.7283    9.637e-05
55616        1   23745056   23845750     53       7  703266      0.61711      0.26858
1870         1   23822920   23892712     29       8  698272       3.0269    0.0012352
3399         1   23874421   23921285     19       5  680343       2.0349     0.020929
6135         1   23983269   24032915     24       4  687767     -0.07465      0.52975
6924         1   24034856   24098549     17       4  688471       0.6133      0.26984
57095        1   24069876   24124722     10       3  693237       2.1202     0.016994
11313        1   24082275   24132029      9       3  695364       2.0697     0.019243
2582         1   24112089   24162294     13       2  689497       1.1021      0.13522
3155         1   24118367   24200110     20       2  687684       1.0612       0.1443
2517         1   24161567   24229859     12       3  679690       1.0114      0.15591
1269         1   24187005   24320549      6       1  670920      0.87626      0.19044
127294       1   24372531   24473665    119      18  684921       2.0431     0.020522
58985        1   24436261   24504783     69      12  679649       1.3452     0.089284
163702       1   24470647   24548765     74      18  662705       1.9679     0.024539
57822        1   24610812   24700972     87      12  681610       1.0192      0.15406
90529        1   24673489   24776587     89       9  688094       2.1723     0.014916
57185        1   24707245   24809473     81       8  688175       2.2671     0.011692
11123        1   24793841   24873510     39       6  687085      0.66101       0.2543
400746       1   24847567   24945819     57      15  678817       2.6679    0.0038161
10250        1   24934594   25009772     14       4  663955       2.4142    0.0078842
25932        1   25036760   25180815     42       4  689595       2.5719    0.0050573
864          1   25216002   25326648     91      20  679962       0.9756      0.16463
25949        1   25538767   25594013      3       2  699342    -0.036503      0.51456
57035        1   25558740   25609010      2       1  672108     -0.13794      0.55486
6007         1   25563884   25666936      2       1  672108     -0.13794      0.55486
23585        1   25629789   25698852      4       2  669057        0.443      0.32888
6006         1   25677853   25782363     14       2  705167      0.71042      0.23872
55219        1   25722388   25836700     11       1  718845      0.90122      0.18374
26119        1   25835071   25905377     19       2  694380      0.23587      0.40677
57134        1   25908959   26121258     75      12  677339       2.0532     0.020025
57190        1   26091667   26154713     35       7  677335      0.96676      0.16683
56181        1   26111397   26169433     35       3  681901       1.2115      0.11286
79000        1   26148414   26220939     32       3  688796        1.441     0.074789
164091       1   26177975   26237461     17       2  689977         1.44     0.074939
3925         1   26200670   26268368     33       3  689311       1.2288      0.10958
5051         1   26276258   26361366     55       5  688057       1.5965     0.055192
2134         1   26313266   26372955     36       5  686297       1.7931     0.036482
7780         1   26354513   26408439     43       4  686811      0.71626      0.23691
84676        1   26367792   26429142     42       4  691571       0.6041      0.27289
149420       1   26402656   26462039     22       1  706006     -0.11798      0.54696
79927        1   26450511   26499119     30       6  687442     -0.15136      0.56015
51042        1   26461388   26507364     34       6  687912      0.24187      0.40444
10256        1   26468981   26526375     54       8  687645    -0.095101      0.53788
378807       1   26482119   26539033     58       9  688168     -0.24819      0.59801
64793        1   26525644   26615529    104       9  690186       1.0868      0.13855
83442        1   26571213   26618013     54       6  690103      0.51975      0.30162
91544        1   26598773   26679756     89       9  688955      0.22473       0.4111
1043         1   26609411   26657014     63       6  689488     0.090843      0.46381
55057        1   26638350   26715621     74      13  683533      0.32767      0.37158
257101       1   26678125   26736023     51      12  680123      0.46227      0.32194
79727        1   26702269   26766219     39      10  685439       1.7142     0.043247
79947        1   26723773   26807797     49       9  685916       2.6347    0.0042109
3151         1   26763902   26813133     28       6  685091       3.0674    0.0010798
6195         1   26821249   26911520     48       9  687793       1.6652     0.047939
8289         1   26987522   27118601     23       4  698023       1.5658     0.058701
101928728    1   27008623   27057896     10       3  704739       1.1255      0.13019
55650        1   27078739   27134894      4       1  691428      0.15901      0.43683
84243        1   27118201   27194092     13       3  707650       1.6625     0.048207
2810         1   27154633   27200947     13       3  699600       1.7866     0.037005
54707        1   27195872   27251869     16       4  689978       2.2098     0.013559
63906        1   27206979   27261962     15       4  690186       2.1591     0.015421
10726        1   27213187   27283362     19       5  686980       1.7695     0.038408
8431         1   27227975   27275567     14       4  693404        1.672     0.047266
126695       1   27266047   27321901     12       3  701595     0.073394      0.47075
388610       1   27285189   27337377      8       2  714418      0.05042      0.47989
115572       1   27321511   27374333     23       2  675799      0.73976      0.22972
6548         1   27415300   27516621     33       3  677586      0.19824      0.42143
23038        1   27526007   27645124     28       6  672887      0.76669      0.22163
84065        1   27613636   27672891     18       5  654218      0.48833      0.31266
84958        1   27633483   27690423     24       6  654089      0.76762      0.22136
9064         1   27671670   27728558     20       5  672468       3.2577   0.00056162
2827         1   27684148   27732318     14       3  682065       3.7044   0.00010596
8547         1   27685601   27736315     14       3  682065       3.7044   0.00010596
388611       1   27695596   27744823     12       2  674563        3.709   0.00010406
10163        1   27720734   27851678     34       2  677876       3.8076   7.0155e-05
27245        1   27850756   27965463     17       5  652521       1.9369     0.026381
2268         1   27928800   27996727     22       5  628502      0.49756       0.3094
2537         1   27982572   28033724     30       2  632708       1.3958     0.081381
199870       1   28017490   28099426     46       3  645218      0.62245      0.26682
23673        1   28064694   28160963     34       2  654804     -0.70754      0.76038
5511         1   28122252   28188183     16       3  656169      -0.4116      0.65968
9473         1   28164055   28223196     26       4  682247       1.9417     0.026088
6118         1   28208035   28276255     61       6  685659       1.9747     0.024151
27293        1   28226456   28295663     54       8  680487       1.9174     0.027592
55113        1   28251504   28304604     44       7  681639       1.6213     0.052474
2140         1   28286855   28450173     52       7  682168       1.5446     0.061222
5724         1   28463677   28555447     26       4  688221        2.577    0.0049831
22826        1   28516789   28594542     51       4  688011       2.2187     0.013254
93974        1   28527602   28574616     33       3  689981        2.243     0.012449
83667        1   28550963   28619002     47       6  682820       2.5183    0.0058957
54797        1   28620513   28672478     15       4  692623       1.3184     0.093678
65979        1   28661093   28836881     49       3  691965       1.1735      0.12029
1104         1   28797455   28875708     20       3  688784       2.0295     0.021204
54952        1   28844529   28915057     18       2  690296       1.1047      0.13463
115273       1   28883712   28931098      8       2  693568      0.38703      0.34937
6883         1   28919608   29010416     20       3  692812       1.6743     0.047036
10691        1   28960234   29052115     21       3  699273       2.6018    0.0046367
51441        1   29028133   29106287     22       2  697769       2.5142    0.0059652
4985         1   29103654   29200208     56       8  680087      0.18393      0.42703
2035         1   29178603   29456558    139      14  687083       4.1265   1.8419e-05
399474       1   29435937   29485421     25       5  692407        4.392    5.615e-06
6429         1   29464250   29543637     53       9  682016        4.764   9.4884e-07
51102        1   29509385   29592460     64      11  682535       5.1769   1.1282e-07
10076        1   29528028   29663325    105      18  682858       4.8736   5.4789e-07
4146         1   31174124   31231432     60      10  674971       1.0913      0.13757
7805         1   31195315   31265683     53       8  678877    -0.078249      0.53118
9672         1   31332313   31416480     53      18  676341        2.424    0.0076745
9698         1   31394353   31573838     84       7  688943       2.7611      0.00288
79570        1   31642592   31747734     94       8  689896       1.7508     0.039994
9410         1   31722415   31804644     72       4  686852       2.4432     0.007278
51538        1   31734832   31848569     92       6  685498       2.5327    0.0056597
2170         1   31828100   31880923     57       4  691585       2.1639     0.015235
347735       1   31847412   31917527     74       7  689092       2.0194     0.021725
64129        1   32007086   32063290     22       5  680613       3.3424   0.00041527
3061         1   32048290   32103214     24       3  687793       5.9073   1.7392e-09
553115       1   32085463   32145838     50       4  689441       6.0399   7.7127e-10
1307         1   32107848   32204768     71      10  681213       7.2752   1.7292e-13
576          1   32182718   32265494     22       6  671420       5.7368   4.8252e-09
90853        1   32246023   32316630     31       6  686976       2.1958     0.014053
8073         1   32362022   32438988     25       5  681163       1.0171      0.15455
10657        1   32444295   32536460     16       4  654149       1.3616     0.086656
55116        1   32503503   32578467     10       2  670562       2.9698    0.0014898
23633        1   32538644   32652169     14       2  681931       2.9006    0.0018621
200081       1   32610293   32673886     10       2  669658       2.7634    0.0028603
79140        1   32631202   32680991      8       1  669441       2.7803    0.0027153
55721        1   32636236   32684288      9       2  641793         2.85    0.0021857
149069       1   32639695   32691797     13       2  656140       2.8727    0.0020348
8668         1   32652971   32707205     20       3  664991       2.7116    0.0033484
56063        1   32670040   32722954     22       4  660469       2.4575    0.0069958
84734        1   32677818   32724461     18       4  662561       2.3644    0.0090305
3932         1   32681840   32761766     19       4  677115       2.2143     0.013405
3065         1   32722708   32809227      5       3  644317      0.30659      0.37958
81629        1   32783365   32840098      2       1  595356       2.8428     0.002236
65108        1   32789430   32836840      2       1  595356       2.8428     0.002236
100128071    1   32816871   32862844      2       1  663302       2.9652    0.0015126
55108        1   32820704   32895062     10       4  662301       2.1458     0.015946
728116       1   32895658   32963460     15       2  681756       2.1317     0.016517
653121       1   32969772   33081542     55       5  679751       2.2809     0.011278
339487       1   33076421   33151565     36       2  686209         2.27     0.011604
5928         1   33081749   33161812     39       2  687590       2.2534     0.012116
81493        1   33135507   33203361     29       3  687751       2.2934     0.010913
57648        1   33172492   33250571     25       6  690232       6.7804   5.9908e-12
8565         1   33230840   33318633     33       4  688628       6.1761   3.2848e-10
64766        1   33247368   33334480     34       5  685189        6.087   5.7529e-10
3208         1   33316688   33370247     24       5  682392       6.3435   1.1231e-10
252995       1   33317869   33373093     23       4  682023       6.2677   1.8326e-10
113452       1   33350196   33402041     12       2  678377       5.6737   6.9873e-09
127544       1   33392050   33465467     34       4  686206       4.2385   1.1252e-05
204          1   33463541   33537512     23       2  683799      0.55505      0.28943
113451       1   33511711   33596132     21       2  678921         0.17       0.4325
55223        1   33601000   33682671     37       2  672873       1.7536     0.039747
149076       1   33686908   33776321     44       5  685153       3.2562   0.00056451
127550       1   33762367   33821699     50       6  687953       5.4256   2.8887e-08
1912         1   33779224   33876194     89       9  687404        5.918   1.6291e-09
7579         1   33903232   33972105     71      11  687662       3.1071   0.00094468
114784       1   33969609   34666443    750     102  680888       7.3059   1.3774e-13
127540       1   34291076   34340392     42       5  681824       5.3687   3.9656e-08
84970        1   34597624   34694732    122      22  687961       3.7137   0.00010213
2709         1   35185648   35234113      6       3  621437       3.1282   0.00087937
127534       1   35190342   35239325      4       2  568354       2.4781    0.0066035
2707         1   35211790   35261967      4       2  509801       1.9677      0.02455
2701         1   35223559   35271351      5       2  568748       1.6545     0.049013
113444       1   35305963   35360417     28       9  654243     -0.81507      0.79249
58512        1   35321037   35426083     36      13  661884      -1.9889      0.97665
100506144    1   35437127   35485948     21       1  679008      -2.0262      0.97863
9204         1   35441766   35532569     31       1  682522       -2.279      0.98867
79830        1   35490387   35591460     19       3  681855      -2.1326      0.98352
6421         1   35631981   35693766     22       3  677067      0.10637      0.45765
9202         1   35699444   35897545     58       4  669657         1.59      0.05592
79932        1   35889091   36058037     40       4  666079       1.1821      0.11858
23154        1   35988311   36042380     14       3  661539       1.0238      0.15296
339488       1   36003971   36070929     17       3  656960      0.95851       0.1689
5690         1   36030259   36142445     18       3  667846      0.89954      0.18418
127703       1   36169477   36219790     10       2  678714       2.4722     0.006714
63967        1   36175819   36270568     17       3  684725       2.4225    0.0077079
192670       1   36238231   36333491     22       4  683490       2.8025    0.0025356
26523        1   36300412   36405211     21       3  685756       2.5316    0.0056779
192669       1   36361364   36532360     25       2  681101       1.1847      0.11806
27285        1   36514676   36563877      9       2  691441       1.4658     0.071352
54936        1   36519453   36569533     12       2  681138       1.9267     0.027007
1296         1   36550840   36626305     27       4  676677       2.2228     0.013114
55700        1   36586751   36656450     24       3  681081       2.9589    0.0015435
27095        1   36592170   36656654     20       3  681390       3.0105    0.0013042
9967         1   36655017   36780958     18       2  685172        1.461     0.072002
79729        1   36736889   36803544     13       3  681790       1.2097      0.11319
55194        1   36777631   36825567     15       3  688648      0.74218      0.22899
83931        1   36795225   36886525     51      10  685772     -0.54646      0.70763
84967        1   36849031   36898493     42       7  685150     -0.44551      0.67203
127700       1   36873507   36951086     80      10  679914      0.27064      0.39333
64960        1   36911362   36965040     56      10  674253      0.30388      0.38061
1441         1   36921644   36983915     53      14  669639      0.18285      0.42746
2899         1   37251128   37534844    191      26  678828        1.233      0.10879
80149        1   37905119   37959978     27       7  677052       1.1315      0.12892
64769        1   37945561   38015420     27       5  680631       1.4638      0.07162
7802         1   37987520   38042458     25       6  684936       3.1195   0.00090586
