# MEAN_SAMPLE_SIZE = 57472
# TOTAL_GENES = 16641
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster139     COVAR   16641        22.11     0.034133        5.941   9.9369e-05
Cluster14      COVAR   16641      -2.8084    -0.020503        1.263       0.9869
Cluster140     COVAR   16641       36.437     0.050536       6.8246   4.7499e-08
Cluster141     COVAR   16641       31.943     0.046944       6.4207   3.3029e-07
Cluster142     COVAR   16641       2.3837    0.0049301       4.3538      0.29202
Cluster143     COVAR   16641       5.9837    0.0094845       6.0126      0.15983
Cluster144     COVAR   16641        17.96      0.02632       6.3871    0.0024665
Cluster145     COVAR   16641      0.56326   0.00096007       5.3229      0.45786
Cluster146     COVAR   16641       26.213     0.036885       6.7063   4.6609e-05
Cluster147     COVAR   16641       21.685     0.027705        7.251    0.0013947
Cluster148     COVAR   16641       23.092      0.03159       6.8545   0.00037849
Cluster149     COVAR   16641       31.545     0.043054       6.8778    2.274e-06
Cluster15      COVAR   16641      -2.4348    -0.018736       1.2148      0.97747
Cluster150     COVAR   16641       3.4559    0.0071891       4.3684      0.21445
Cluster151     COVAR   16641       2.2528    0.0056144       3.6857      0.27053
Cluster152     COVAR   16641       2.6739    0.0063639       4.1636      0.26037
Cluster153     COVAR   16641       10.657       0.0196       4.8891     0.014649
Cluster154     COVAR   16641       13.025     0.023771       5.2416    0.0064857
Cluster155     COVAR   16641       23.565     0.031887       6.9684   0.00036117
Cluster156     COVAR   16641       25.193     0.038257       6.0022   1.3598e-05
Cluster157     COVAR   16641       8.4394     0.016061       4.7778     0.038676
Cluster158     COVAR   16641       22.965     0.033243        6.253   0.00012049
Cluster159     COVAR   16641       18.347     0.028429       5.9202   0.00097301
Cluster16      COVAR   16641      -3.2209    -0.020368       1.4797      0.98524
Cluster160     COVAR   16641       1.5501    0.0034285       3.8772      0.34466
Cluster161     COVAR   16641       5.8319     0.012006       4.1926     0.082124
Cluster162     COVAR   16641       17.583     0.028388       5.6937    0.0010088
Cluster163     COVAR   16641       11.255     0.021127       4.7503    0.0089164
Cluster164     COVAR   16641       6.3004     0.012124       4.5716     0.084089
Cluster165     COVAR   16641       4.1057    0.0078945       4.8617       0.1992
Cluster166     COVAR   16641       5.1666    0.0098393       4.7687      0.13932
Cluster167     COVAR   16641       21.528     0.035188        5.596   6.0052e-05
Cluster168     COVAR   16641        20.69     0.031921       5.9867   0.00027493
Cluster169     COVAR   16641       6.9686     0.012222       5.2165     0.090806
Cluster17      COVAR   16641      -2.1447    -0.019422       1.0413      0.98028
Cluster170     COVAR   16641       9.0703     0.014294       5.8144     0.059394
Cluster171     COVAR   16641       4.3434    0.0093234       4.2611      0.15404
Cluster172     COVAR   16641        4.114    0.0069243       5.6609       0.2337
Cluster173     COVAR   16641       5.7302     0.011901        4.235     0.088032
Cluster174     COVAR   16641       4.8655    0.0084807       5.1896      0.17425
Cluster175     COVAR   16641      0.52641   0.00091923       5.5218      0.46203
Cluster176     COVAR   16641       5.4036     0.010892       4.4072       0.1101
Cluster177     COVAR   16641       35.033     0.049072       6.6221   6.2044e-08
Cluster178     COVAR   16641       19.183     0.031564       5.2596   0.00013308
Cluster179     COVAR   16641       24.264     0.038152       5.9953   2.6072e-05
Cluster18      COVAR   16641      -1.8571    -0.016292       1.0482      0.96177
Cluster180     COVAR   16641       8.2913     0.018697       4.1253     0.022234
Cluster181     COVAR   16641       10.893     0.020752       4.9143     0.013332
Cluster182     COVAR   16641       7.3672     0.016026       4.2915     0.043029
Cluster183     COVAR   16641       7.5332     0.014037       4.9807     0.065219
Cluster184     COVAR   16641      -1.6958   -0.0043837       3.6369      0.67949
Cluster185     COVAR   16641       18.302     0.032334       5.2925    0.0002728
Cluster186     COVAR   16641       2.0383    0.0041006       4.8498      0.33714
Cluster187     COVAR   16641       9.8715     0.015888        5.894     0.046996
Cluster188     COVAR   16641       12.039     0.019495       5.5695     0.015335
Cluster189     COVAR   16641       3.8848     0.008577       4.0024      0.16588
Cluster19      COVAR   16641        -3.26    -0.022759       1.2919      0.99418
Cluster190     COVAR   16641       3.6204    0.0076648       4.2716      0.19835
Cluster191     COVAR   16641       4.7511    0.0099247       4.3733      0.13866
Cluster192     COVAR   16641       1.7939    0.0043949       3.6444      0.31129
Cluster193     COVAR   16641       8.0755     0.014896       4.9441     0.051207
Cluster194     COVAR   16641       3.3439    0.0074487       3.9037      0.19584
Cluster195     COVAR   16641       9.4592     0.019013        4.634     0.020621
Cluster196     COVAR   16641        12.14     0.022124       5.1371    0.0090638
Cluster197     COVAR   16641      0.82258    0.0015291       5.0075      0.43476
Cluster198     COVAR   16641       10.367     0.023046       4.1891    0.0066749
Cluster199     COVAR   16641       4.4939      0.01145       3.4566     0.096798
Cluster2       COVAR   16641      -1.5785    -0.024674       0.5622       0.9975
Cluster20      COVAR   16641       -3.744    -0.024165        1.421      0.99579
Cluster200     COVAR   16641       8.8343     0.018031       4.3561     0.021289
Cluster201     COVAR   16641       18.895     0.029131       6.0049   0.00082762
Cluster202     COVAR   16641       20.226     0.033637        5.456   0.00010527
Cluster203     COVAR   16641       13.678     0.022659       5.5565    0.0069226
Cluster204     COVAR   16641       3.6512    0.0070728       4.7222       0.2197
Cluster205     COVAR   16641       6.4151     0.010939       5.4328      0.11885
Cluster206     COVAR   16641       15.987     0.032711       4.5436   0.00021775
Cluster207     COVAR   16641       18.131     0.032603       5.2658   0.00028839
Cluster208     COVAR   16641       12.994     0.022918       5.3543    0.0076219
Cluster209     COVAR   16641       3.3676    0.0082301       3.7381      0.18384
Cluster21      COVAR   16641      -1.2479   -0.0076228        1.471      0.80187
Cluster210     COVAR   16641       9.4751     0.019671       4.5198     0.018034
Cluster211     COVAR   16641       4.9599     0.012153       3.8326     0.097821
Cluster212     COVAR   16641       13.212     0.024588       5.0598    0.0045175
Cluster213     COVAR   16641        4.874    0.0084915       5.3757       0.1823
Cluster214     COVAR   16641       9.0212      0.01475       5.7676     0.058908
Cluster215     COVAR   16641       2.4447    0.0053443        4.278      0.28385
Cluster216     COVAR   16641       21.227     0.031448       6.3826   0.00044199
Cluster217     COVAR   16641       45.492     0.056037       7.7831   2.5921e-09
Cluster218     COVAR   16641       19.754     0.031427       5.8134   0.00034035
Cluster219     COVAR   16641       17.251     0.028826       5.4376   0.00075708
Cluster22      COVAR   16641      -1.8407    -0.010241        1.635      0.86986
Cluster220     COVAR   16641       27.555     0.042586       6.1083   3.2522e-06
Cluster221     COVAR   16641        17.02     0.031542       4.9132   0.00026679
Cluster222     COVAR   16641       20.115     0.036689       5.1217   4.3145e-05
Cluster223     COVAR   16641       20.202     0.036114       5.2065   5.2433e-05
Cluster224     COVAR   16641       31.498     0.045019       6.5109   6.6383e-07
Cluster225     COVAR   16641       31.103      0.04868       5.9692   9.5555e-08
Cluster226     COVAR   16641       35.493      0.04894       6.7768   8.2609e-08
Cluster227     COVAR   16641       30.594     0.044475        6.405   9.0119e-07
Cluster228     COVAR   16641       50.682     0.063994       7.5256   8.5587e-12
Cluster229     COVAR   16641       42.871     0.058965       6.7375   1.0214e-10
Cluster23      COVAR   16641      -2.6601    -0.014245       1.6962      0.94158
Cluster230     COVAR   16641       29.671     0.045315       5.8591   2.0803e-07
Cluster231     COVAR   16641       46.407     0.062167       6.9914   1.6543e-11
Cluster232     COVAR   16641       36.131     0.049281       6.7998   5.4616e-08
Cluster233     COVAR   16641       48.414     0.064835        7.022   2.8225e-12
Cluster234     COVAR   16641       48.204     0.060266       7.6526   1.5446e-10
Cluster235     COVAR   16641       6.9134     0.016941        3.747     0.032527
Cluster236     COVAR   16641       29.751     0.044615       6.1715   7.2319e-07
Cluster237     COVAR   16641       44.982     0.056806       7.1476   1.6024e-10
Cluster238     COVAR   16641       29.633     0.041867       6.6119   3.7321e-06
Cluster239     COVAR   16641       58.505     0.078578       7.0201   4.2912e-17
Cluster24      COVAR   16641      -5.4109    -0.033299       1.4826      0.99987
Cluster240     COVAR   16641       52.919     0.070101       6.9785   1.7967e-14
Cluster241     COVAR   16641       51.103     0.073564       6.5683   3.8855e-15
Cluster242     COVAR   16641       59.901     0.076521       7.3465   1.9212e-16
Cluster243     COVAR   16641       46.052     0.066773        6.712   3.5649e-12
Cluster244     COVAR   16641       25.602     0.038159       6.2282   1.9848e-05
Cluster245     COVAR   16641       27.145     0.038906       6.4771   1.3985e-05
Cluster246     COVAR   16641       12.514     0.023303       5.0183    0.0063282
Cluster247     COVAR   16641       19.654     0.030656       5.9737   0.00050208
Cluster248     COVAR   16641       33.458     0.049354       6.4282   9.8493e-08
Cluster249     COVAR   16641       46.782      0.06171       7.1286   2.7405e-11
Cluster25      COVAR   16641      -9.7016    -0.049259       1.8682            1
Cluster250     COVAR   16641       39.726     0.067049       5.9948    1.782e-11
Cluster251     COVAR   16641       41.579     0.065499       6.2342   1.3345e-11
Cluster252     COVAR   16641       43.447      0.06435       6.5392   1.5854e-11
Cluster253     COVAR   16641       33.983     0.051695       6.2298   2.4944e-08
Cluster254     COVAR   16641       18.914     0.035409       5.1357   0.00011573
Cluster255     COVAR   16641       22.336      0.03452       5.8817   7.3404e-05
Cluster256     COVAR   16641       34.133     0.051124       5.9936   6.3032e-09
Cluster257     COVAR   16641       35.117     0.047284       6.8807   1.6888e-07
Cluster258     COVAR   16641       30.859     0.045941       6.3953   7.0667e-07
Cluster259     COVAR   16641       52.911     0.069375       7.2371   1.4005e-13
Cluster26      COVAR   16641      -9.0035    -0.045151       1.8644            1
Cluster260     COVAR   16641       46.474     0.064849       6.7883   3.9606e-12
Cluster261     COVAR   16641       43.895     0.063263       6.5836   1.3538e-11
Cluster262     COVAR   16641       56.191     0.075103       7.1214   1.6218e-15
Cluster263     COVAR   16641       51.499     0.074045       6.5788   2.6637e-15
Cluster264     COVAR   16641       44.769     0.065626       6.4098   1.4985e-12
Cluster265     COVAR   16641       32.682     0.050411       6.1108   4.5148e-08
Cluster266     COVAR   16641       35.225     0.051425        6.244   8.6035e-09
Cluster267     COVAR   16641       33.494     0.048888       6.4674   1.1329e-07
Cluster268     COVAR   16641       30.882     0.046012       6.2511   3.9489e-07
Cluster269     COVAR   16641       45.085      0.05955       7.1125   1.1945e-10
Cluster27      COVAR   16641      -9.8216    -0.045022       2.0494            1
Cluster270     COVAR   16641       40.446     0.060956       6.2505   5.0421e-11
Cluster271     COVAR   16641       35.564     0.054023       6.3131   9.0202e-09
Cluster272     COVAR   16641       25.569     0.047493       5.1793   4.0207e-07
Cluster273     COVAR   16641       47.503     0.065318       6.9633   4.6845e-12
Cluster274     COVAR   16641       38.131     0.055325       6.5548   3.0602e-09
Cluster275     COVAR   16641       39.473     0.059104       6.3065   1.9954e-10
Cluster276     COVAR   16641       13.698     0.021886       5.6559     0.007725
Cluster277     COVAR   16641       29.336     0.046977       5.8489   2.6778e-07
Cluster278     COVAR   16641         50.8     0.074096       6.4278    1.466e-15
Cluster279     COVAR   16641       20.744     0.036004       5.3224   4.8832e-05
Cluster28      COVAR   16641      -7.0143    -0.041972       1.5623            1
Cluster280     COVAR   16641       35.915     0.060384       5.4972   3.3316e-11
Cluster281     COVAR   16641        22.17     0.040834       5.1524   8.4928e-06
Cluster282     COVAR   16641        25.34     0.049449       4.7984   6.5249e-08
Cluster283     COVAR   16641       47.132     0.065998       6.7715   1.7764e-12
Cluster284     COVAR   16641       38.186     0.055733       6.4084   1.3026e-09
Cluster285     COVAR   16641        27.38     0.039626       6.5136   1.3223e-05
Cluster286     COVAR   16641        44.16     0.063843       6.6258   1.3762e-11
Cluster287     COVAR   16641        39.71     0.064824       5.9646   1.4456e-11
Cluster288     COVAR   16641       54.612     0.077414       6.8721   1.0327e-15
Cluster289     COVAR   16641        29.51     0.051665       5.4569   3.2452e-08
Cluster29      COVAR   16641      -3.4751    -0.025955       1.1776      0.99841
Cluster290     COVAR   16641       35.873     0.056874       6.0257   1.3461e-09
Cluster291     COVAR   16641        35.79     0.051521        6.538   2.2371e-08
Cluster292     COVAR   16641       35.293     0.053266       6.2336   7.6485e-09
Cluster293     COVAR   16641       33.041     0.055526       5.6247   2.1743e-09
Cluster294     COVAR   16641       44.552     0.063852       6.5706   6.2393e-12
Cluster295     COVAR   16641       27.454      0.05101       5.2086   6.8922e-08
Cluster296     COVAR   16641        40.02     0.063827       5.9693    1.053e-11
Cluster297     COVAR   16641       1.2081     0.010944      0.99756      0.11295
Cluster298     COVAR   16641       2.2212    0.0045959       4.4096      0.30724
Cluster299     COVAR   16641       7.8633      0.01564       4.5548     0.042151
Cluster3       COVAR   16641      -1.8954    -0.029993      0.59601      0.99926
Cluster30      COVAR   16641      -7.4909     -0.03564       1.9202      0.99995
Cluster300     COVAR   16641       8.0411     0.018744       3.7894     0.016929
Cluster301     COVAR   16641       7.8996     0.019436       3.5909     0.013915
Cluster302     COVAR   16641       4.3151     0.013523       2.8304     0.063698
Cluster303     COVAR   16641       2.4106    0.0074024       2.8049      0.19506
Cluster304     COVAR   16641       6.1686     0.015086       3.6994     0.047723
Cluster305     COVAR   16641       7.2915     0.018453       3.3332      0.01436
Cluster306     COVAR   16641       10.673     0.022846       4.1739    0.0052814
Cluster307     COVAR   16641        11.92     0.024102        4.599    0.0047793
Cluster308     COVAR   16641       1.0067    0.0025921        3.558      0.38862
Cluster309     COVAR   16641       10.713     0.021743       4.5253    0.0089661
Cluster31      COVAR   16641      -5.4606    -0.034315       1.4446      0.99992
Cluster310     COVAR   16641       11.079     0.027358        3.891    0.0022068
Cluster311     COVAR   16641       8.3357     0.024737       3.2077    0.0046841
Cluster312     COVAR   16641       3.4891     0.011384       3.0008      0.12248
Cluster313     COVAR   16641      -1.3575   -0.0052741       2.3944      0.71462
Cluster314     COVAR   16641     -0.27099   -0.0015837       1.4646      0.57339
Cluster315     COVAR   16641       3.3721      0.00633       4.9344      0.24719
Cluster316     COVAR   16641      -7.3727    -0.019454       3.5664      0.98064
Cluster317     COVAR   16641      -2.9296    -0.007078       3.9749      0.76944
Cluster318     COVAR   16641      -2.4181   -0.0051718       4.3405      0.71126
Cluster319     COVAR   16641       -1.196   -0.0025168       4.3462      0.60841
Cluster32      COVAR   16641       1.4754    0.0043256       3.2189      0.32336
Cluster320     COVAR   16641      -3.1577    -0.007339       3.9586      0.78746
Cluster321     COVAR   16641      -0.3577  -0.00071002       4.6114      0.53091
Cluster322     COVAR   16641     -0.42431   -0.0011763       3.3299       0.5507
Cluster323     COVAR   16641       4.3935    0.0084713       4.7839      0.17922
Cluster324     COVAR   16641       9.5162     0.018397       4.9028     0.026142
Cluster325     COVAR   16641       9.3416     0.017175       5.1886      0.03591
Cluster326     COVAR   16641       7.2558     0.013865       5.0062     0.073627
Cluster327     COVAR   16641       9.7889     0.016676       5.5719     0.039485
Cluster328     COVAR   16641       14.015     0.024124       5.1896    0.0034653
Cluster329     COVAR   16641       15.621     0.023839       6.1643    0.0056431
Cluster33      COVAR   16641       5.3507     0.013716        3.719     0.075124
Cluster330     COVAR   16641       6.5517     0.011351       5.4329      0.11393
Cluster331     COVAR   16641       16.205      0.02858       4.9114   0.00048572
Cluster332     COVAR   16641       13.981     0.022616       5.7924    0.0079017
Cluster333     COVAR   16641       3.6687    0.0076158       4.4913      0.20701
Cluster334     COVAR   16641       2.5311    0.0082778       2.9442      0.19499
Cluster335     COVAR   16641      -4.5023    -0.012399       3.4729      0.90257
Cluster336     COVAR   16641      -7.4527    -0.019479       3.4892      0.98365
Cluster337     COVAR   16641      -4.5238    -0.011707       3.3754       0.9099
Cluster338     COVAR   16641       0.1337   0.00034482       3.6554      0.48541
Cluster339     COVAR   16641       5.1562    0.0097818       4.5641      0.12931
Cluster34      COVAR   16641        5.632     0.013888       3.7794     0.068102
Cluster340     COVAR   16641       1.4853    0.0034795       3.6255      0.34102
Cluster341     COVAR   16641        6.252     0.013436       4.1388      0.06546
Cluster342     COVAR   16641     -0.54911   -0.0015409       3.2238      0.56762
Cluster343     COVAR   16641       6.3095     0.018321       3.3172     0.028592
Cluster344     COVAR   16641       4.1546    0.0085241       4.6264       0.1846
Cluster345     COVAR   16641       5.7426     0.015932       3.4115      0.04617
Cluster346     COVAR   16641       5.2422     0.014971       3.5109     0.067715
Cluster347     COVAR   16641       5.8158     0.011578       4.9665      0.12081
Cluster348     COVAR   16641       2.8812    0.0077628       3.8678      0.22817
Cluster349     COVAR   16641       4.8269     0.010753       4.3116      0.13147
Cluster35      COVAR   16641       5.4857     0.013551       3.8473     0.076968
Cluster350     COVAR   16641       15.005     0.030157       4.7778   0.00084466
Cluster351     COVAR   16641       4.5284    0.0081619       4.9834      0.18176
Cluster352     COVAR   16641       18.303     0.030277       5.6586   0.00061066
Cluster353     COVAR   16641       7.5444      0.01311       5.0951     0.069353
Cluster354     COVAR   16641       11.665     0.015791       6.7897     0.042901
Cluster355     COVAR   16641       19.069     0.023248       7.5795    0.0059434
Cluster356     COVAR   16641        9.973     0.013052       7.0319     0.078072
Cluster357     COVAR   16641       8.9636     0.014987       5.3016     0.045455
Cluster358     COVAR   16641       15.681     0.021618       6.7059    0.0096913
Cluster359     COVAR   16641       10.234     0.016904       4.9938     0.020224
Cluster36      COVAR   16641       2.9843    0.0075948       3.6726      0.20824
Cluster360     COVAR   16641       19.588      0.03306       5.5557   0.00021186
Cluster361     COVAR   16641       3.9595    0.0069447       5.2786       0.2266
Cluster362     COVAR   16641       4.9782    0.0078351       5.8939      0.19917
Cluster363     COVAR   16641       9.1064      0.01881        4.261     0.016302
Cluster364     COVAR   16641       13.801     0.023366       5.4727     0.005843
Cluster365     COVAR   16641       5.5609    0.0076291       6.8472      0.20837
Cluster366     COVAR   16641        5.858     0.010085       5.2611      0.13277
Cluster367     COVAR   16641       28.917     0.036348       7.3745   4.4261e-05
Cluster368     COVAR   16641       4.0861    0.0083647       4.9134      0.20281
Cluster369     COVAR   16641       18.544     0.025637        6.644    0.0026307
Cluster37      COVAR   16641       2.6392     0.008346       3.0146      0.19067
Cluster370     COVAR   16641       19.871     0.027571       6.6242    0.0013534
Cluster371     COVAR   16641       13.014     0.025168       4.7331     0.002988
Cluster372     COVAR   16641       13.502     0.022056       5.5305    0.0073228
Cluster373     COVAR   16641       6.7622     0.010845        5.609        0.114
Cluster374     COVAR   16641       6.0903     0.010298       5.4861      0.13348
Cluster375     COVAR   16641       11.847     0.021484       4.9563    0.0084253
Cluster376     COVAR   16641       6.2472    0.0095246       5.9314      0.14612
Cluster377     COVAR   16641       10.814     0.018023       5.5242     0.025154
Cluster378     COVAR   16641       10.147     0.017113       5.4218     0.030654
Cluster379     COVAR   16641       7.7302     0.014936       4.7649     0.052379
Cluster38      COVAR   16641      0.77321    0.0026116       2.7545      0.38947
Cluster380     COVAR   16641        3.928    0.0067786       5.3498      0.23141
Cluster381     COVAR   16641       1.9847    0.0043741       3.9119      0.30596
Cluster382     COVAR   16641       12.501     0.022204       5.1033    0.0071592
Cluster383     COVAR   16641       5.6649     0.011024       4.4621      0.10213
Cluster384     COVAR   16641       17.586     0.025959       6.2544    0.0024673
Cluster385     COVAR   16641       13.709     0.022927       5.7407    0.0084764
Cluster386     COVAR   16641       12.228     0.022425       4.7903    0.0053518
Cluster387     COVAR   16641         12.4     0.023693       4.9853    0.0064402
Cluster388     COVAR   16641       11.024     0.021735       4.5509    0.0077156
Cluster389     COVAR   16641       21.509     0.032609        5.958   0.00015357
Cluster39      COVAR   16641     -0.85717   -0.0038857       2.1152      0.65735
Cluster390     COVAR   16641       21.567     0.029398       6.7807   0.00073639
Cluster391     COVAR   16641       17.927      0.03193       5.0538   0.00019531
Cluster392     COVAR   16641       7.3778     0.010831       6.0968      0.11313
Cluster393     COVAR   16641       17.328     0.023701       6.8081    0.0054675
Cluster394     COVAR   16641       9.4506     0.017031       5.0091     0.029613
Cluster395     COVAR   16641       4.2562     0.010377        3.693      0.12457
Cluster396     COVAR   16641       15.949     0.028275       5.2296    0.0011474
Cluster397     COVAR   16641       1.2705    0.0028663       4.0335      0.37639
Cluster398     COVAR   16641       1.1925    0.0028248       3.8485      0.37833
Cluster399     COVAR   16641       1.5602    0.0050007        2.819      0.28998
Cluster4       COVAR   16641       -2.617    -0.022337       1.0522      0.99355
Cluster40      COVAR   16641       5.8315     0.018002       3.0435      0.02769
Cluster400     COVAR   16641       4.4279     0.013619       2.9562     0.067099
Cluster401     COVAR   16641       2.4994    0.0057476       3.9038      0.26101
Cluster402     COVAR   16641       7.6076     0.015086       4.6601     0.051299
Cluster403     COVAR   16641       24.989     0.046068       4.8489   1.2967e-07
Cluster404     COVAR   16641       38.591     0.045045       7.3356   7.2867e-08
Cluster405     COVAR   16641       21.408     0.032122       6.1605   0.00025618
Cluster406     COVAR   16641       8.6998     0.014965       5.5477     0.058432
Cluster407     COVAR   16641       24.262     0.035849       6.0215   2.8147e-05
Cluster408     COVAR   16641       5.8222     0.017372       2.9646      0.02478
Cluster409     COVAR   16641       5.2176     0.014544       3.2306      0.05316
Cluster41      COVAR   16641       9.8165     0.024355       3.6995    0.0039878
Cluster410     COVAR   16641       5.6026     0.012904       3.9197     0.076466
Cluster411     COVAR   16641       11.089     0.026884       3.9088    0.0022811
Cluster412     COVAR   16641       2.7707    0.0071597       3.7303      0.22882
Cluster413     COVAR   16641       2.2461    0.0051809       3.8744      0.28105
Cluster414     COVAR   16641      0.27196   0.00065455       3.9594      0.47262
Cluster415     COVAR   16641         11.1     0.018579        5.635     0.024444
Cluster416     COVAR   16641       12.955     0.024028       5.1212    0.0057138
Cluster417     COVAR   16641       10.276     0.016652       5.6236     0.033843
Cluster418     COVAR   16641       4.5961    0.0093166       4.6537      0.16168
Cluster419     COVAR   16641       18.516      0.02508       6.6696    0.0027537
Cluster42      COVAR   16641       9.3835     0.023377       3.7198    0.0058309
Cluster420     COVAR   16641       11.912     0.019108       5.4372     0.014242
Cluster421     COVAR   16641       9.7003     0.015491       5.7484     0.045767
Cluster422     COVAR   16641       24.967     0.031725       7.4325   0.00039208
Cluster423     COVAR   16641       48.927     0.054998       8.1276   8.9589e-10
Cluster424     COVAR   16641       31.869     0.042614       6.9221   2.0913e-06
Cluster425     COVAR   16641       30.995     0.038437       7.4319   1.5289e-05
Cluster426     COVAR   16641        38.12     0.046433        7.695   3.6826e-07
Cluster427     COVAR   16641       33.405     0.043786       7.0194   9.8318e-07
Cluster428     COVAR   16641       36.412     0.046837       7.1939    2.108e-07
Cluster429     COVAR   16641       22.453     0.034055       6.3511   0.00020434
Cluster43      COVAR   16641       3.0772    0.0092112       3.0247       0.1545
Cluster430     COVAR   16641       20.968     0.033587       5.9712   0.00022348
Cluster431     COVAR   16641       -3.391   -0.0094096       3.3317      0.84561
Cluster432     COVAR   16641     -0.40267   -0.0014139       2.9168       0.5549
Cluster433     COVAR   16641       18.035     0.036561       4.4883   2.9483e-05
Cluster434     COVAR   16641       21.776     0.037526       5.3999   2.7721e-05
Cluster435     COVAR   16641       14.203     0.031976       4.2157   0.00037809
Cluster436     COVAR   16641       20.522     0.034516       5.4722   8.8732e-05
Cluster437     COVAR   16641       19.411     0.033157       5.4426   0.00018151
Cluster438     COVAR   16641        20.09     0.033663       5.5708   0.00015584
Cluster439     COVAR   16641       20.072     0.036362       4.9912   2.9078e-05
Cluster44      COVAR   16641        1.769    0.0059463       2.7517      0.26015
Cluster440     COVAR   16641       25.098     0.038961       5.9941   1.4213e-05
Cluster441     COVAR   16641       18.281     0.028823       5.9224    0.0010135
Cluster442     COVAR   16641       11.848     0.020051       5.5775     0.016837
Cluster443     COVAR   16641       12.241     0.022609       4.9145    0.0063803
Cluster444     COVAR   16641       17.643     0.034491       4.8313   0.00013067
Cluster445     COVAR   16641       2.3746    0.0065647       3.3577      0.23973
Cluster446     COVAR   16641        4.372    0.0090476        4.486      0.16489
Cluster447     COVAR   16641       12.176     0.023934        4.729    0.0050207
Cluster448     COVAR   16641        1.496    0.0042485       3.5796      0.33801
Cluster449     COVAR   16641       12.079     0.023382       4.8617    0.0064924
Cluster45      COVAR   16641       1.6048    0.0060065       2.4813       0.2589
Cluster450     COVAR   16641        11.18     0.023632       4.5528    0.0070388
Cluster451     COVAR   16641       8.6968     0.017943       4.6259     0.030062
