GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
10277        1   10058041   10251297    638      44  410520      0.75236      0.22592
23095        1   10235606   10451664    892      31  410520      0.52735      0.29898
5226         1   10423884   10490565    270      28  410520       1.0261      0.15242
378708       1   10454944   10520239    239      41  410520      0.95752      0.16915
100526739    1   10455159   10522060    243      43  410520      0.92452      0.17761
1325         1   10474776   10522060    166      29  410520      0.78878      0.21512
5195         1   10500003   10700815    681      65  410520      0.67704      0.24919
1676         1   10510588   10567613    186      29  410520     -0.15582      0.56191
54897        1   10686661   10891733    862     159  410520       3.1248   0.00088965
148345       1   10996530   11077094    348      54  410520    0.0070219       0.4972
23435        1   11037462   11095549    201      38  410520    -0.080433      0.53205
10747        1   11076580   11142296    241      26  410520     -0.45075      0.67391
6723         1   11104649   11155091    178      17  410520     -0.73432      0.76862
5394         1   11116675   11194961    270      15  410520     -0.91222      0.81917
2475         1   11156588   11357614    608      25  410520     -0.04363       0.5174
10218        1   11214346   11266038    149      15  410520     -0.19981      0.57919
29914        1   11298255   11358491    163      25  410520      0.27504      0.39164
57540        1   11504295   11607640    424      42  410520      -2.1887      0.98569
93611        1   11679432   11733384    221      54  410520       1.6035     0.054412
26270        1   11689150   11744411    230      56  410520        2.133     0.016464
26232        1   11697924   11749888    209      53  410520       2.4949    0.0062997
374946       1   11716781   11790336    306      62  410520       1.6685     0.047604
10459        1   11724537   11786678    266      54  410520       1.4841     0.068896
57085        1   11761142   11820828    254      53  410520      -1.2686       0.8977
284498       1   11788827   11859642    367      45  410520       -1.086      0.86126
1185         1   11831153   11913201    498      31  410520     -0.52325       0.6996
4524         1   11835787   11901160    396      22  410520     -0.48067      0.68462
4878         1   11895766   11942840    281      40  410520      0.99154      0.16071
4879         1   11907521   11953992    273      39  410520       1.1115      0.13318
5351         1   11959724   12045599    396      43  410520      0.43299      0.33251
90231        1   11969645   12021485    238      38  410520      0.23647      0.40654
9927         1   12005238   12083572    284      32  410520      0.28917      0.38623
60672        1   12044299   12102106    180      32  410520      0.76686      0.22158
943          1   12088434   12214264    452      96  410520    -0.045452      0.51813
7133         1   12192044   12279279    367      59  410520     -0.26206      0.60336
55187        1   12255101   12582099   1021      60  410520       1.4757     0.070016
9249         1   12617939   12712820    505      78  410520       1.6773     0.046746
343066       1   12669566   12737097    331      49  410520       1.8607     0.031391
126767       1   12741118   12798726    245      46  410520       0.2529      0.40017
93190        1   12771163   12831102    262      22  410520      0.13325        0.447
390999       1   12799984   12848049    168      27  410520     -0.82038        0.794
65121        1   12816546   12866777    208      40  410520      -2.0031      0.97742
440560       1   12874468   12926264    214      20  410520      0.25899      0.39782
65122        1   12881941   12931764    197      17  410520       0.2883      0.38656
343069       1   12897261   12943578    162      12  410520      0.37777       0.3528
400735       1   12929033   12981025      7       5  410520     -0.27463       0.6082
441871       1   12941467   12990300      3       2  410520      0.36357      0.35809
343071       1   12942727   12993094      3       2  410520      0.36357      0.35809
653606       1   13000543   13048381      1       1  410520      -0.7063         0.76
441873       1   13105447   13155000      8       2  410520     -0.83184      0.79725
440563       1   13172960   13219326     74      11  410520     -0.65543       0.7439
343068       1   13324819   13379057      3       2  410520      -1.5267      0.93658
645382       1   13376517   13424502      1       1  410520       1.8957        0.029
391002       1   13376646   13425765      1       1  410520       1.8957        0.029
400736       1   13437414   13487656      2       1  410520      0.20797      0.41762
654348       1   13460254   13508260      2       1  410520      0.20797      0.41762
391003       1   13464053   13512569      2       1  410520      0.20797      0.41762
729528       1   13658269   13708511      2       1  410520     -0.20302      0.58044
391004       1   13681088   13729064      2       1  410520     -0.20302      0.58044
645414       1   13684889   13733405      2       1  410520     -0.20302      0.58044
645425       1   13701907   13757803      3       2  410520     -0.49678      0.69033
126755       1   13791445   13875242    481      79  410520      -1.2176      0.88831
10630        1   13875252   13954452    409      71  410520       1.1524      0.12458
7799         1   13991714   14161574    777      39  410520      0.67958      0.24838
23254        1   14184646   15454544   6292     454  410520        6.588    2.229e-11
55092        1   15444028   15556974    705      49  410520       1.3588       0.0871
727684       1   15480692   15533120    332      33  410520      0.81997      0.20612
114827       1   15538730   15734767    996     129  410520       2.8385    0.0022663
79180        1   15701391   15766839    294      50  410520    -0.024293      0.50969
11330        1   15729938   15783153    213      60  410520       0.4098      0.34098
63036        1   15748223   15808586    237      52  410520        2.139     0.016216
51032        1   15767596   15827895    267      43  410520       4.1494   1.6669e-05
842          1   15807896   15886407    324      20  410520       3.8348   6.2836e-05
23341        1   15818343   15908228    349      24  410520       4.0824   2.2282e-05
79814        1   15888194   15946605    279      19  410520        5.109   1.6192e-07
84301        1   15908953   16005539    380      18  410520       5.2002   9.9545e-08
6248         1   15951364   15998217    142      15  410520       5.0908   1.7824e-07
23207        1   15975632   16071264    347      28  410520       4.1367   1.7617e-05
284723       1   16027721   16077884    212      35  410520       3.8025   7.1619e-05
388595       1   16033987   16084292    211      36  410520       3.7761   7.9657e-05
54751        1   16048107   16123089    300      51  410520       1.8423     0.032714
440567       1   16123657   16169194    244      25  410520       1.3822     0.083459
23013        1   16139359   16276951    466      52  410520       1.1328      0.12864
7709         1   16258364   16337627    339      39  410520      0.33285      0.36962
101928566    1   16267626   16333701    295      35  410520      0.22094      0.41257
149563       1   16295731   16343184    277      29  410520     0.067169      0.47322
1187         1   16313486   16370548    415      35  410520     -0.29887      0.61748
27129        1   16330523   16381084    383      35  410520      0.14999      0.44039
1188         1   16335231   16393821    436      43  410520       0.6679       0.2521
348487       1   16374264   16435127    356      32  410520       1.3545     0.087794
1969         1   16440832   16517582    258      40  410520       1.2002      0.11503
128272       1   16514599   16574104    228      31  410520       1.2112      0.11291
101927546    1   16541343   16588528    149      25  410520      0.76478       0.2222
79363        1   16548182   16598659    163      25  410520      0.52143      0.30103
54455        1   16563339   16713965    465      32  410520      0.42027      0.33714
26099        1   16658525   16734643    256      28  410520      0.43898      0.33034
374955       1   16712101   16798919    345      50  410520       1.6814     0.046339
55707        1   16732167   16796585    263      40  410520       1.6236     0.052228
100133301    1   16830561   16876198     82      20  410520       2.1445     0.015996
729574       1   16964498   17010007      9       2  410520      0.11721      0.45335
729587       1   17050447   17095956      1       1  410520      -1.2816          0.9
11223        1   17071129   17125975      3       1  410520       1.9005     0.028684
9696         1   17213445   17309474    259      35  410520       1.4315     0.076136
4237         1   17290997   17343081    173      37  410520     -0.38284      0.64908
23400        1   17302453   17373467    239      33  410520      0.29961      0.38224
6390         1   17335217   17415665    410      26  410520      0.46239       0.3219
11240        1   17383256   17480948    526      43  410520     -0.73989      0.77032
29943        1   17496621   17582501    546      77  410520     -0.23603      0.59329
51702        1   17540593   17620728    482      67  410520     -0.96832      0.83356
23569        1   17599690   17700495    627      54  410520     -0.44184       0.6707
353238       1   17663741   17738195    479      50  410520     -0.30852      0.62116
55920        1   17723251   17801250    367      39  410520      0.41308      0.33977
55160        1   17811693   18034370    846     103  410520       2.1329     0.016467
81569        1   18046808   18163558    466      64  410520      0.72572        0.234
84966        1   18399240   18714977   1544     203  410520       1.4079     0.079578
127707       1   18772424   18822540    259      37  410520     -0.30931      0.62146
5081         1   18922500   19085360    730     121  410520      0.20129      0.42024
80834        1   19156093   19221155    475      68  410520       2.0007     0.022712
8659         1   19187924   19264293    488      66  410520      0.82069      0.20591
126917       1   19220774   19317826    512      52  410520      0.10552      0.45798
23352        1   19391000   19571812    573      36  410520       1.3453     0.089266
23065        1   19532158   19613053    400      30  410520       1.6989     0.044666
51154        1   19543075   19596622    254      26  410520       1.6495     0.049519
22977        1   19599057   19650280    239      35  410520       1.4116     0.079031
54896        1   19603740   19668925    301      42  410520       1.5994     0.054868
8574         1   19619202   19673640    252      35  410520       1.1707      0.12085
832          1   19655267   19847066    918      55  410520      0.96641      0.16692
440574       1   19888471   19966315    302      30  410520       1.0516      0.14648
100532736    1   19888471   19994949    427      50  410520       3.3083   0.00046934
4681         1   19934723   19994949    238      53  410520       4.0181   2.9334e-05
3362         1   19956780   20016055    270      42  410520       5.3857   3.6083e-08
255104       1   19998706   20161424    799     114  410520       4.1658   1.5515e-05
54546        1   20130522   20176771    261      49  410520       1.4871     0.068492
23252        1   20173356   20249438    330      41  410520    -0.084889      0.53383
30814        1   20236800   20285110    219      41  410520     -0.22594      0.58938
5320         1   20291924   20341932    232      49  410520      0.44308      0.32885
5322         1   20351157   20428394    321      34  410520     -0.37375       0.6457
26279        1   20429143   20481059    204      71  410520     -0.73426       0.7686
64600        1   20430823   20486879    217      76  410520     -0.52834      0.70137
127733       1   20477578   20532540    200      48  410520      -1.3719      0.91496
391013       1   20480484   20536687    201      48  410520      -1.4935      0.93235
127731       1   20582412   20691662    569      59  410520       3.0766     0.001047
55450        1   20798884   20847728    177      41  410520      0.51688      0.30262
79594        1   20815941   20869674    216      36  410520      0.55149      0.29065
163933       1   20843932   20891513    221      38  410520      0.49239      0.31122
978          1   20880444   20955401    449      43  410520       1.1655       0.1219
65018        1   20924948   20988004    304      22  410520      0.51694       0.3026
1650         1   20968260   21023037    241      52  410520       1.9908     0.023253
57576        1   20980475   21079317    436      75  410520       5.3166   5.2867e-08
400745       1   21036225   21094133    238      44  410520       5.6706   7.1157e-09
50809        1   21059170   21148808    239      38  410520       6.0948    5.479e-10
8672         1   21122785   21538381   1176      44  410520       6.5867   2.2489e-11
1889         1   21533740   21707034    722      79  410520       2.8955    0.0018928
84224        1   21731583   21821393    383      41  410520      -0.5272      0.70097
249          1   21800475   21914905    576      63  410520       2.1763     0.014765
5909         1   21912708   22031010    557      85  410520       4.3482   6.8631e-06
84196        1   21994791   22144688    659      54  410520       1.7123     0.043416
401944       1   22103758   22161714    270      56  410520       1.6383     0.050679
3339         1   22138737   22298750    750      70  410520       1.2221      0.11083
23436        1   22268418   22325847    309      29  410520      0.79948      0.21201
10136        1   22293149   22349035    268      28  410520      0.46367      0.32144
998          1   22344120   22429439    400      40  410520     -0.16715      0.56637
54361        1   22433798   22505474    385      62  410520      0.14081      0.44401
9923         1   22743344   22867650    357      44  410520     -0.10211      0.54066
2046         1   22855004   22940087    354      64  410520       2.2907     0.010991
712          1   22928118   22976175    215      34  410520        2.908    0.0018186
714          1   22934969   22984603    217      32  410520       2.5688    0.0051027
713          1   22944682   22998130    204      29  410520        2.136     0.016339
2048         1   23002263   23251823    877     126  410520      0.62301      0.26664
646262       1   23269536   23334524    215      34  410520      0.60862      0.27139
23028        1   23310937   23420184    232      30  410520      0.78823      0.21528
729059       1   23327327   23377343    100      21  410520      0.68882      0.24547
7798         1   23400516   23539301    431      39  410520    0.0069166      0.49724
3352         1   23508388   23556222    228      25  410520      -0.6334      0.73676
10236        1   23625953   23706143    195      38  410520       2.7145    0.0033186
80818        1   23675941   23731357    196      35  410520       2.4537    0.0070699
6920         1   23697555   23786269    312      45  410520       1.9867      0.02348
55616        1   23745056   23845750    360      37  410520       1.4841     0.068887
1870         1   23822920   23892712    204      46  410520       2.0885     0.018377
3399         1   23874421   23921285    153      40  410520     -0.26151      0.60315
6135         1   23983269   24032915    170      32  410520     -0.77488      0.78079
6924         1   24034856   24098549    132      36  410520      0.02499      0.49003
57095        1   24069876   24124722     98      47  410520      -1.1559      0.87614
11313        1   24082275   24132029     94      49  410520     -0.42118      0.66319
2582         1   24112089   24162294     91      20  410520     -0.82539      0.79543
3155         1   24118367   24200110    206      25  410520     -0.52179      0.69909
2517         1   24161567   24229859    291      20  410520     -0.77968      0.78221
1269         1   24187005   24320549    289      21  410520      0.14233      0.44341
55629        1   24251301   24299952     17       6  410520       3.0099    0.0013067
10772        1   24282935   24341953     13       4  410520       3.3977   0.00033978
127294       1   24372531   24473665    470      64  410520      0.85436      0.19645
58985        1   24436261   24504783    303      42  410520      0.90624       0.1824
163702       1   24470647   24548765    353      64  410520       1.2385      0.10777
57822        1   24610812   24700972    368      56  410520      0.15102      0.43998
90529        1   24673489   24776587    405      34  410520     -0.28206      0.61105
57185        1   24707245   24809473    380      36  410520     -0.74433      0.77166
11123        1   24793841   24873510    278      34  410520       1.6514     0.049326
400746       1   24847567   24945819    499      59  410520      0.73013      0.23266
10250        1   24934594   25009772    171      36  410520      0.32228      0.37362
25932        1   25036760   25180815    323      36  410520      0.96086      0.16831
864          1   25216002   25326648    444      77  410520     -0.93121      0.82413
25949        1   25538767   25594013    111      51  410520     -0.15243      0.56058
57035        1   25558740   25609010     88      46  410520      0.16915      0.43284
6007         1   25563884   25666936    130      47  410520      0.59096      0.27727
23585        1   25629789   25698852    117      25  410520       1.4022     0.080435
6006         1   25677853   25782363    272      25  410520       2.3124     0.010378
55219        1   25722388   25836700    302      21  410520       2.4757     0.006648
26119        1   25835071   25905377    228      47  410520       1.6495      0.04952
57134        1   25908959   26121258    650      62  410520     -0.86261      0.80582
57190        1   26091667   26154713    209      36  410520      0.70801      0.23947
56181        1   26111397   26169433    204      22  410520      0.65848      0.25511
79000        1   26148414   26220939    189      19  410520       0.9825      0.16293
164091       1   26177975   26237461    125      23  410520       2.0361     0.020871
3925         1   26200670   26268368    155      26  410520       2.0444     0.020457
5051         1   26276258   26361366    255      27  410520      0.54747      0.29203
2134         1   26313266   26372955    166      32  410520       1.0342      0.15052
7780         1   26354513   26408439    192      30  410520      0.80706      0.20982
84676        1   26367792   26429142    219      30  410520      0.44608      0.32777
149420       1   26402656   26462039    186      14  410520      -1.0123      0.84431
79927        1   26450511   26499119    157      27  410520      0.38148      0.35142
51042        1   26461388   26507364    162      30  410520        1.122      0.13093
10256        1   26468981   26526375    223      35  410520       1.3246     0.092649
378807       1   26482119   26539033    226      35  410520       1.3946     0.081573
64793        1   26525644   26615529    388      26  410520     -0.30973      0.62162
83442        1   26571213   26618013    198      24  410520     -0.15798      0.56276
91544        1   26598773   26679756    340      29  410520    -0.035201      0.51404
1043         1   26609411   26657014    208      24  410520     -0.33675      0.63185
55057        1   26638350   26715621    347      40  410520      0.12476      0.45036
257101       1   26678125   26736023    296      44  410520      0.71537      0.23719
79727        1   26702269   26766219    237      47  410520       1.3843     0.083135
79947        1   26723773   26807797    264      44  410520       1.1243      0.13044
3151         1   26763902   26813133    147      38  410520      0.59294      0.27661
6195         1   26821249   26911520    289      37  410520       0.4496       0.3265
8289         1   26987522   27118601    288      25  410520       1.8373     0.033082
101928728    1   27008623   27057896    114      17  410520        1.859     0.031514
55650        1   27078739   27134894    111      26  410520       1.7814     0.037424
84243        1   27118201   27194092    164      33  410520       1.7951     0.036318
2810         1   27154633   27200947    110      24  410520       1.8199     0.034386
54707        1   27195872   27251869    133      25  410520       1.7635     0.038911
63906        1   27206979   27261962    126      25  410520       1.7586     0.039321
10726        1   27213187   27283362    154      31  410520       1.7282     0.041976
8431         1   27227975   27275567    118      27  410520        1.726      0.04217
126695       1   27266047   27321901    108      23  410520        1.631      0.05144
388610       1   27285189   27337377    101      24  410520       1.3841     0.083165
115572       1   27321511   27374333    129      23  410520     -0.72188      0.76481
6548         1   27415300   27516621    253      28  410520       2.4218    0.0077223
23038        1   27526007   27645124    281      32  410520       2.0522     0.020077
84065        1   27613636   27672891    152      37  410520       2.2535     0.012112
84958        1   27633483   27690423    188      42  410520       2.7202    0.0032624
9064         1   27671670   27728558    155      46  410520       2.9725    0.0014769
2827         1   27684148   27732318    124      39  410520       2.6291    0.0042801
8547         1   27685601   27736315    125      39  410520       2.5605    0.0052267
388611       1   27695596   27744823    118      32  410520       1.4137     0.078718
10163        1   27720734   27851678    357      36  410520        1.669     0.047557
27245        1   27850756   27965463    242      55  410520     0.029844       0.4881
2268         1   27928800   27996727    195      45  410520      0.60193      0.27361
2537         1   27982572   28033724    161      17  410520      0.25864      0.39796
199870       1   28017490   28099426    243      23  410520     -0.33861      0.63255
23673        1   28064694   28160963    240      32  410520      0.43541      0.33163
5511         1   28122252   28188183    149      28  410520      0.62416      0.26626
9473         1   28164055   28223196    195      42  410520      0.36044      0.35926
6118         1   28208035   28276255    300      22  410520        1.045      0.14801
27293        1   28226456   28295663    310      33  410520        1.086      0.13873
55113        1   28251504   28304604    232      37  410520       1.0626      0.14399
2140         1   28286855   28450173    606      53  410520      0.50022      0.30846
5724         1   28463677   28555447    267      50  410520      0.56597      0.28571
22826        1   28516789   28594542    309      23  410520      -1.0637      0.85626
93974        1   28527602   28574616    186      21  410520     -0.66882       0.7482
83667        1   28550963   28619002    260      27  410520      -1.2792      0.89959
54797        1   28620513   28672478    145      38  410520      0.32159      0.37388
65979        1   28661093   28836881    655      22  410520      0.64463      0.25958
1104         1   28797455   28875708    249      22  410520      0.45198      0.32564
54952        1   28844529   28915057    169      28  410520        0.242      0.40439
115273       1   28883712   28931098    109      31  410520      0.24989      0.40134
6883         1   28919608   29010416    225      57  410520      0.59639      0.27546
10691        1   28960234   29052115    234      46  410520       0.5206      0.30132
51441        1   29028133   29106287    223      42  410520      0.67089      0.25114
4985         1   29103654   29200208    367      49  410520      0.40282      0.34354
2035         1   29178603   29456558    814      52  410520       1.3557       0.0876
399474       1   29435937   29485421    182      39  410520        1.039      0.14941
6429         1   29464250   29543637    263      34  410520      0.21111       0.4164
51102        1   29509385   29592460    297      36  410520      0.20153      0.42014
10076        1   29528028   29663325    491      66  410520      0.92155      0.17838
4146         1   31174124   31231432    277      49  410520       1.8881     0.029505
7805         1   31195315   31265683    306      56  410520      0.79226       0.2141
9672         1   31332313   31416480    338      77  410520       3.0495    0.0011461
9698         1   31394353   31573838    682      40  410520       3.1283     0.000879
79570        1   31642592   31747734    432      38  410520       1.2901     0.098504
9410         1   31722415   31804644    295      18  410520      0.70814      0.23943
51538        1   31734832   31848569    381      23  410520      0.63552      0.26254
2170         1   31828100   31880923    217      22  410520       1.2756      0.10105
347735       1   31847412   31917527    334      27  410520       1.0647       0.1435
64129        1   32007086   32063290    197      41  410520      -1.7747      0.96202
3061         1   32048290   32103214    140      21  410520      0.10614      0.45774
553115       1   32085463   32145838    176      26  410520      0.95623      0.16948
1307         1   32107848   32204768    324      55  410520       1.9231     0.027235
576          1   32182718   32265494    263      22  410520      0.48329      0.31445
90853        1   32246023   32316630    258      34  410520     -0.18639      0.57393
8073         1   32362022   32438988    219      54  410520      0.57087      0.28404
10657        1   32444295   32536460    193      47  410520       1.3072      0.09557
55116        1   32503503   32578467    150      42  410520      0.86585      0.19329
23633        1   32538644   32652169    245      41  410520      0.53325      0.29693
200081       1   32610293   32673886    140      33  410520     -0.15183      0.56034
79140        1   32631202   32680991    123      32  410520     0.078129      0.46886
55721        1   32636236   32684288    125      36  410520       0.2751      0.39162
149069       1   32639695   32691797    136      35  410520     0.085357      0.46599
8668         1   32652971   32707205    141      26  410520     -0.29504      0.61602
56063        1   32670040   32722954    151      29  410520     -0.18972      0.57524
84734        1   32677818   32724461    132      28  410520     -0.56741      0.71478
3932         1   32681840   32761766    190      48  410520     -0.21185      0.58389
3065         1   32722708   32809227    153      80  410520      0.41101      0.34053
81629        1   32783365   32840098     74      54  410520      0.44827      0.32698
65108        1   32789430   32836840     65      47  410520      0.18537      0.42647
100128071    1   32816871   32862844     70      46  410520     -0.68498      0.75332
55108        1   32820704   32895062    130      69  410520      0.81539      0.20742
728116       1   32895658   32963460    160      25  410520       1.5053     0.066118
653121       1   32969772   33081542    356      29  410520       2.1066     0.017577
339487       1   33076421   33151565    280      17  410520       1.4624     0.071813
5928         1   33081749   33161812    316      18  410520       1.4648     0.071494
81493        1   33135507   33203361    228      24  410520       1.7725     0.038158
57648        1   33172492   33250571    207      42  410520       2.7947    0.0025971
8565         1   33230840   33318633    245      41  410520       2.7919    0.0026196
64766        1   33247368   33334480    227      40  410520       2.7388    0.0030833
3208         1   33316688   33370247    133      41  410520       2.3734    0.0088131
252995       1   33317869   33373093    136      42  410520       2.3631    0.0090617
113452       1   33350196   33402041    127      29  410520       2.4554    0.0070358
127544       1   33392050   33465467    205      37  410520       2.1696     0.015018
204          1   33463541   33537512    194      33  410520     -0.16729      0.56643
113451       1   33511711   33596132    218      38  410520      0.57958       0.2811
55223        1   33601000   33682671    248      28  410520        1.404     0.080155
149076       1   33686908   33776321    225      37  410520       1.7699     0.038374
127550       1   33762367   33821699    217      39  410520       2.7422     0.003051
1912         1   33779224   33876194    351      37  410520       3.0476    0.0011534
7579         1   33903232   33972105    248      45  410520      0.94861      0.17141
114784       1   33969609   34666443   2790     267  410520       2.4453    0.0072359
127540       1   34291076   34340392    200      28  410520      -0.6058      0.72767
84970        1   34597624   34694732    500      85  410520          1.6     0.054799
