GENE,gene_symbol,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
26737,OR1L1,9,125388995,125434927,238,45,453733,4.6102,2.011e-06
100129307,LOC100129307,13,78225511,78271536,262,47,453733,4.584,2.2811e-06
23043,TNIK,3,170770292,171213197,1695,113,453733,4.5691,2.4494e-06
84798,C19orf48,19,51290961,51342974,194,38,453733,4.5594,2.5647e-06
221074,SLC39A12,10,18205768,18342221,747,119,453733,4.5476,2.7137e-06
115111,SLC26A7,8,92226508,92420378,767,66,453733,4.5469,2.7215e-06
134701,RIPPLY2,6,84527985,84577234,198,34,453733,4.5426,2.7782e-06
100996598,LOC100996598,22,41730086,41776400,182,24,453733,4.523,3.0484e-06
392392,OR1K1,9,125527402,125573352,157,37,453733,4.5101,3.2395e-06
5905,RANGAP1,22,41630781,41717255,302,28,453733,4.5013,3.3775e-06
27031,NPHP3,3,132389453,132476303,265,47,453733,4.4926,3.5177e-06
7490,WT1,11,32398789,32492104,562,36,453733,4.4872,3.6076e-06
91057,CCDC34,11,27350061,27419795,243,52,453733,4.4738,3.8413e-06
1795,DOCK3,3,50677672,51431629,2321,42,453733,4.4494,4.3047e-06
56896,DPYSL5,2,27035969,27183219,433,76,453733,4.4389,4.521e-06
254973,OR1L4,9,125451269,125497204,160,38,453733,4.4256,4.8098e-06
55327,LIN7C,11,27505965,27563326,173,40,453733,4.4241,4.8427e-06
2235,FECH,18,55202073,55288969,338,37,453733,4.416,5.0266e-06
22999,RIMS1,6,72561406,73122845,2224,182,453733,4.4097,5.1762e-06
51550,CINP,14,102804619,102864253,220,36,453733,4.4003,5.4054e-06
127254,ERICH3,1,75023795,75174422,554,52,453733,4.3944,5.5534e-06
23312,DMXL2,15,51729921,51950030,1085,34,453733,4.3928,5.5938e-06
10773,ZBTB6,9,125660335,125711365,197,44,453733,4.3915,5.6297e-06
9895,TECPR2,14,102794300,102978818,784,58,453733,4.3715,6.1696e-06
54664,TMEM106B,7,12215848,12286890,544,38,453733,4.3628,6.4199e-06
84440,RAB11FIP4,17,29683642,29875232,431,36,453733,4.35,6.8063e-06
3816,KLK1,19,51312402,51362043,229,42,453733,4.347,6.9009e-06
27445,PCLO,7,82373321,82827197,2177,171,453733,4.3445,6.9801e-06
1588,CYP19A1,15,51490254,51665795,602,33,453733,4.3262,7.5852e-06
23518,R3HDM1,2,136254036,136492839,1213,89,453733,4.3252,7.6184e-06
9118,INA,10,105001919,105060108,334,28,453733,4.3225,7.7147e-06
54103,GSAP,7,76930068,77080719,298,34,453733,4.319,7.8362e-06
392390,OR1L6,9,125477127,125523062,160,38,453733,4.317,7.9095e-06
342035,GLDN,15,51598713,51710210,386,32,453733,4.3053,8.338e-06
7976,FZD3,8,28316722,28441785,464,60,453733,4.3041,8.3845e-06
55120,FANCL,2,58376378,58503515,429,57,453733,4.3021,8.4609e-06
8745,ADAM23,2,207273268,207495854,892,78,453733,4.2975,8.6371e-06
1723,DHODH,16,72007643,72069316,262,36,453733,4.2905,8.9145e-06
9063,PIAS2,18,44378900,44535130,696,55,453733,4.2897,8.9451e-06
130013,ACMSD,2,135560994,135669604,259,39,453733,4.2805,9.3257e-06
51816,CECR1,22,17649681,17737744,417,37,453733,4.2783,9.4175e-06
122060,SLAIN1,13,78236989,78348377,467,37,453733,4.2715,9.7075e-06
3195,TLX1,10,102856061,102907546,208,29,453733,4.2694,9.799e-06
389072,PLEKHM3,2,208676012,208925284,1274,66,453733,4.269,9.8175e-06
905,CCNT2,2,135641363,135726915,233,33,453733,4.2641,1.0035e-05
1608,DGKG,3,185842896,186115023,997,129,453733,4.2608,1.0184e-05
5082,PDCL,9,125570376,125625935,177,43,453733,4.2597,1.0234e-05
26155,NOC2L,1,869583,929679,313,54,453733,4.2574,1.0339e-05
127435,PODN,1,53492724,53561174,295,62,453733,4.2559,1.0412e-05
9923,ZBTB40,1,22743344,22867650,514,71,453733,4.2478,1.0796e-05
146183,OTOA,16,21654835,21782050,337,55,453733,4.2338,1.1488e-05
10114,HIPK3,11,33239406,33388569,529,69,453733,4.2324,1.1558e-05
4602,MYB,6,135467453,135550311,232,49,453733,4.2136,1.2567e-05
84623,KIRREL3,11,126283388,126905766,3081,258,453733,4.2128,1.261e-05
11122,PTPRT,20,40691392,41853557,4748,201,453733,4.2114,1.2687e-05
9369,NRXN3,14,78601716,80344633,7200,352,453733,4.2108,1.2724e-05
51667,NUB1,7,151003785,151085547,320,66,453733,4.2048,1.3065e-05
57684,ZBTB26,9,125667845,125728792,232,51,453733,4.2046,1.3077e-05
257202,GPX6,6,28461073,28518570,257,46,453733,4.2026,1.3191e-05
342372,PKD1L3,16,71953441,72068877,618,56,453733,4.1918,1.3835e-05
8692,HYAL2,3,50345221,50395281,142,54,453733,4.1857,1.4215e-05
9798,IST1,16,71893311,71974542,379,42,453733,4.184,1.4323e-05
6482,ST3GAL1,8,134457091,134619697,824,62,453733,4.1704,1.5205e-05
121642,ALKBH2,12,109515993,109566436,261,28,453733,4.1666,1.5461e-05
84978,FRMD5,15,44152962,44522429,1005,59,453733,4.1608,1.5855e-05
84181,CHD6,20,40020741,40282133,970,103,453733,4.1546,1.6293e-05
7867,MAPKAPK3,3,50614293,50696728,237,36,453733,4.1542,1.632e-05
11281,POU6F2,7,38982609,39514390,2341,115,453733,4.1425,1.718e-05
7374,UNG,12,109500399,109558798,270,36,453733,4.131,1.8056e-05
80122,MAP3K19,2,135712076,135817301,311,26,453733,4.1237,1.8638e-05
729250,PRR20E,13,57706331,57754352,155,43,453733,4.123,1.8695e-05
93650,ACPT,19,51258672,51308481,205,39,453733,4.1216,1.8816e-05
2880,GPX5,6,28458789,28512728,220,52,453733,4.1197,1.8967e-05
116986,AGAP2,12,58107544,58170984,240,53,453733,4.1125,1.9569e-05
11334,TUSC2,3,50352341,50400668,141,53,453733,4.1091,1.9858e-05
54769,DIRAS2,9,93362114,93440108,391,51,453733,4.1086,1.9899e-05
1117,CHI3L2,1,111735281,111796062,248,36,453733,4.1086,1.9906e-05
5859,QARS,3,49123365,49177562,126,34,453733,4.1054,2.018e-05
1813,DRD2,11,113270317,113381413,399,67,453733,4.1041,2.0298e-05
50810,HDGFRP3,15,83796804,83911770,523,46,453733,4.0997,2.0687e-05
50,ACO2,22,41830099,41934993,392,48,453733,4.0996,2.0693e-05
2049,EPHB3,3,184244587,184310196,193,43,453733,4.0988,2.0766e-05
55565,ZNF821,16,71883583,71953093,284,36,453733,4.0936,2.1235e-05
55964,SEPT3,22,42337855,42404225,331,37,453733,4.093,2.1288e-05
11068,CYB561D2,3,50353265,50401500,142,53,453733,4.0865,2.1901e-05
54715,RBFOX1,16,5254469,7773342,22035,778,453733,4.0844,2.2096e-05
83746,L3MBTL2,22,41566312,41637276,219,27,453733,4.084,2.2132e-05
9402,GRAP2,22,40262086,40379347,314,58,453733,4.0832,2.2208e-05
9045,RPL14,3,40463783,40513863,175,33,453733,4.0814,2.2385e-05
162466,PHOSPHO1,17,47290728,47344009,213,36,453733,4.0808,2.2445e-05
2743,GLRB,4,157962277,158103251,534,37,453733,4.0789,2.2623e-05
79019,CENPM,22,42324531,42378155,239,45,453733,4.078,2.2717e-05
55152,DALRD3,3,49042832,49093504,112,43,453733,4.0739,2.3118e-05
169044,COL22A1,8,139590478,139961236,1762,176,453733,4.0727,2.324e-05
3615,IMPDH2,3,49051758,49101875,108,41,453733,4.0686,2.365e-05
113802,HENMT1,1,109180910,109239148,237,41,453733,4.067,2.3809e-05
26735,OR1L3,9,125402409,125448383,206,44,453733,4.0664,2.387e-05
27440,CECR5,22,17608410,17681177,385,33,453733,4.0591,2.4635e-05
51617,HMP19,5,173437607,173546182,505,38,453733,4.0574,2.4814e-05
51161,C3orf18,3,50585456,50643458,176,35,453733,4.0569,2.4862e-05
55119,PRPF38B,1,109199932,109254425,181,44,453733,4.0564,2.4914e-05
285267,ZNF619,3,40483604,40541728,175,39,453733,4.0511,2.5486e-05
5802,PTPRS,19,5195514,5375814,986,138,453733,4.044,2.6273e-05
55554,KLK15,19,51318545,51369779,256,35,453733,4.0411,2.6601e-05
54984,PINX1,8,10612473,10732394,763,97,453733,4.041,2.6611e-05
121441,NEDD1,12,97266001,97357474,553,74,453733,4.0409,2.6618e-05
406,ARNTL,11,13264325,13418813,602,87,453733,4.0399,2.6739e-05
94025,MUC16,19,8949516,9127018,1008,85,453733,4.0382,2.693e-05
744,MPPED2,11,30396040,30643260,969,88,453733,4.0359,2.7193e-05
164684,WBP2NL,22,42356607,42438935,402,55,453733,4.0328,2.7556e-05
354,KLK3,19,51323171,51374020,252,36,453733,4.0299,2.7901e-05
10193,RNF41,12,56586288,56650753,175,51,453733,4.0158,2.9622e-05
51409,HEMK1,3,50571583,50632422,175,38,453733,4.0151,2.971e-05
1431,CS,12,56655483,56729175,244,48,453733,4.0093,3.0444e-05
2740,GLP1R,6,38981557,39066657,401,65,453733,3.9972,3.2051e-05
90134,KCNH7,2,163217917,163730257,1983,155,453733,3.9944,3.2431e-05
127665,ZNF648,1,182013705,182065847,235,26,453733,3.9889,3.3195e-05
3355,HTR1F,3,87806929,88053964,1113,47,453733,3.9867,3.3499e-05
65244,SPATS2,12,49725688,49931208,983,103,453733,3.9781,3.4738e-05
93058,COQ10A,12,56625642,56674750,159,32,453733,3.9775,3.4817e-05
286046,XKR6,8,10743654,11093875,2064,70,453733,3.9728,3.5509e-05
956,ENTPD3,3,40393647,40480110,385,28,453733,3.9713,3.5739e-05
100526835,FPGT-TNNI3K,1,74628896,75020116,1579,93,453733,3.9682,3.6203e-05
283375,SLC39A5,12,56588820,56641630,149,46,453733,3.9675,3.6319e-05
66036,MTMR9,8,11107000,11195655,511,41,453733,3.961,3.7322e-05
7903,ST8SIA4,5,100132639,100273989,538,55,453733,3.9593,3.7592e-05
9254,CACNA2D2,3,50390230,50575892,592,46,453733,3.959,3.7625e-05
101927998,LOC101927998,16,73479940,73960581,2196,220,453733,3.9536,3.8496e-05
10330,CNPY2,12,56694212,56745128,142,35,453733,3.9516,3.881e-05
4209,MEF2D,1,156423513,156505634,247,54,453733,3.9497,3.9129e-05
5460,POU5F1,6,31122114,31173451,636,50,453733,3.9488,3.9279e-05
333929,SNAI3,16,88734090,88788192,508,73,453733,3.9438,4.0096e-05
9472,AKAP6,14,32763479,33312268,2869,264,453733,3.9411,4.0553e-05
283373,ANKRD52,12,56621591,56687143,220,41,453733,3.941,4.0574e-05
22937,SCAP,3,47445184,47552603,293,56,453733,3.932,4.213e-05
1609,DGKQ,4,942672,1002348,329,60,453733,3.9318,4.215e-05
57616,TSHZ3,19,31755851,31875190,558,36,453733,3.9306,4.2372e-05
6014,RIT2,18,40313183,40730676,2258,73,453733,3.9289,4.2673e-05
4012,LNPEP,5,96236346,96375115,412,50,453733,3.9212,4.4063e-05
5447,POR,7,75509420,75626173,527,111,453733,3.9207,4.4144e-05
2934,GSN,9,123995380,124105122,625,49,453733,3.9207,4.4147e-05
9699,RIMS2,8,104477426,105276656,3249,197,453733,3.9187,4.4511e-05
2262,GPC5,13,92015935,93529490,7171,305,453733,3.9139,4.5418e-05
51561,IL23A,12,56697663,56744194,130,31,453733,3.9093,4.628e-05
6476,SI,3,164686686,164831283,469,49,453733,3.9043,4.7257e-05
25895,METTL21B,12,58131383,58186324,193,42,453733,3.9017,4.7753e-05
3425,IDUA,4,945785,1008317,341,63,453733,3.9006,4.7976e-05
6660,SOX5,12,23672438,24750383,4872,314,453733,3.8998,4.8133e-05
1154,CISH,3,50633885,50684262,156,26,453733,3.8935,4.9407e-05
203328,SUSD3,9,95785989,95857420,290,31,453733,3.8892,5.0284e-05
155368,WBSCR27,7,73238920,73291855,34,20,453733,3.889,5.0322e-05
11186,RASSF1,3,50357217,50413367,181,59,453733,3.889,5.0326e-05
164,AP1G1,16,71752903,71878006,482,52,453733,3.8789,5.2456e-05
90,ACVR1,2,158582958,158767374,947,69,453733,3.8755,5.3205e-05
10425,ARIH2,3,48921265,49032974,219,57,453733,3.8668,5.5141e-05
344148,NCKAP5,2,133419361,134434118,4751,291,453733,3.8653,5.5477e-05
283726,SAXO2,15,82520152,82587271,194,45,453733,3.8639,5.5785e-05
79961,DENND2D,1,111718591,111782160,291,40,453733,3.8625,5.6114e-05
1019,CDK4,12,58131510,58181304,170,42,453733,3.8593,5.6863e-05
51447,IP6K2,3,48715436,48789711,153,52,453733,3.8496,5.9146e-05
6092,ROBO2,3,75920845,77709115,8364,361,453733,3.8493,5.9231e-05
1010,CDH12,5,21740870,22888731,4812,193,453733,3.8491,5.9278e-05
4724,NDUFS4,5,52821464,52989171,805,98,453733,3.8485,5.9422e-05
51086,TNNI3K,1,74666071,75020116,1455,86,453733,3.8458,6.007e-05
92979,MARCH9,12,58113881,58164193,183,42,453733,3.8457,6.0094e-05
79631,EFTUD1,15,82412561,82590104,207,48,453733,3.8419,6.1033e-05
1943,EFNA2,19,1251153,1311430,265,96,453733,3.8377,6.2088e-05
10869,USP19,3,49135479,49193371,142,30,453733,3.8327,6.3365e-05
80012,PHC3,3,169795368,169934537,642,69,453733,3.8294,6.4231e-05
54870,QRICH1,3,49057140,49166504,239,59,453733,3.828,6.46e-05
2261,FGFR3,4,1760039,1820599,312,76,453733,3.8194,6.6893e-05
7278,TUBA3C,13,19737910,19790992,228,37,453733,3.8184,6.7154e-05
646450,ARIH2OS,3,48945221,48991818,86,30,453733,3.8154,6.7977e-05
3073,HEXA,15,72625778,72704474,151,55,453733,3.8111,6.9179e-05
729246,PRR20D,13,57699766,57747787,159,39,453733,3.8102,6.9425e-05
646,BNC1,15,83914655,83988468,233,42,453733,3.8076,7.0157e-05
9924,PAN2,12,56700007,56762837,163,35,453733,3.8036,7.1312e-05
32,ACACB,12,109519222,109716031,1041,84,453733,3.7987,7.2741e-05
1613,DAPK3,19,3948451,4006097,251,78,453733,3.7971,7.3206e-05
785,CACNB4,2,152679285,152990593,1448,71,453733,3.7968,7.3294e-05
10936,GPR75,2,54070050,54122170,240,39,453733,3.7901,7.5296e-05
79077,DCTPP1,16,30425019,30476373,148,54,453733,3.7893,7.5535e-05
1836,SLC26A2,5,149305300,149376963,228,58,453733,3.7815,7.7929e-05
51588,PIAS4,19,3972749,4048067,381,60,453733,3.7775,7.9207e-05
157574,FBXO16,8,28275925,28382835,482,77,453733,3.773,8.0644e-05
54681,P4HTM,3,48992304,49054582,134,48,453733,3.773,8.0664e-05
1806,DPYD,1,97533299,98421615,3508,165,453733,3.7685,8.2118e-05
3913,LAMB2,3,49148547,49205599,121,26,453733,3.7682,8.22e-05
26575,RGS17,6,153322026,153487389,724,113,453733,3.766,8.2947e-05
84069,PLEKHN1,1,866872,920488,237,47,453733,3.7656,8.3069e-05
26040,SETBP1,18,42223849,42658475,2081,73,453733,3.7633,8.3847e-05
85416,ZIC5,13,100605275,100659178,260,27,453733,3.7622,8.4216e-05
5576,PRKAR2A,3,48774017,48920270,303,43,453733,3.7564,8.62e-05
84108,PCGF6,10,105052553,105145891,560,36,453733,3.7552,8.6612e-05
83473,KATNAL2,18,44462565,44638614,724,66,453733,3.7547,8.6788e-05
23236,PLCB1,20,8077912,8875547,3704,268,453733,3.7542,8.695e-05
51364,ZMYND10,3,50368537,50418459,167,47,453733,3.7531,8.7325e-05
2123,EVI2A,17,29633428,29683767,138,49,453733,3.7518,8.7799e-05
53346,TM6SF1,15,83741301,83816111,297,43,453733,3.7476,8.926e-05
342371,ATXN1L,16,71844894,71901236,184,36,453733,3.7472,8.9414e-05
150356,CHADL,22,41595861,41671935,234,33,453733,3.7406,9.1776e-05
10057,ABCC5,3,183627722,183770803,554,37,453733,3.7403,9.1887e-05
55735,DNAJC11,1,6684228,6796966,469,54,453733,3.7328,9.4698e-05
11180,WDR6,3,49009637,49063386,120,47,453733,3.7292,9.6035e-05
7367,UGT2B17,4,69392902,69469245,606,43,453733,3.7256,9.7425e-05
1490,CTGF,6,132259316,132307518,149,29,453733,3.7254,9.75e-05
83449,PMFBP1,16,72142996,72241349,401,59,453733,3.7222,9.8744e-05
788,SLC25A20,3,48884356,48971426,195,42,453733,3.7198,9.9672e-05
153090,DAB2IP,9,124294162,124557809,890,112,453733,3.7158,0.0001013
729020,RPEL1,10,104970644,105017773,285,25,453733,3.7133,0.00010227
54933,RHBDL2,1,39340614,39442456,354,50,453733,3.7097,0.00010376
51082,POLR1D,13,28159880,28251559,274,42,453733,3.7071,0.00010483
246269,LACE1,6,108581098,108856751,1242,134,453733,3.7044,0.00010593
253639,ZNF620,3,40512450,40569712,211,45,453733,3.7026,0.00010672
118491,CFAP70,10,75003516,75154425,566,56,453733,3.6987,0.00010834
10418,SPON1,11,13949184,14299679,1357,94,453733,3.6987,0.00010837
2734,GLG1,16,74471325,74676042,1114,51,453733,3.6982,0.00010858
100533181,FXYD6-FXYD2,11,117680790,117782746,534,53,453733,3.6938,0.00011047
64866,CDCP1,3,45113766,45222914,821,51,453733,3.693,0.00011082
89846,FGD3,9,95674601,95808518,708,88,453733,3.6873,0.00011334
340419,RSPO2,8,108901544,109130913,1072,53,453733,3.687,0.00011344
445577,C9orf129,9,96070481,96143696,364,62,453733,3.6851,0.0001143
53826,FXYD6,11,117697691,117783201,450,48,453733,3.6849,0.00011442
6622,SNCA,4,90635250,90794447,844,50,453733,3.6827,0.00011539
2563,GABRD,1,1915768,1972192,311,39,453733,3.6813,0.00011602
2784,GNB3,12,6914375,6966564,180,77,453733,3.681,0.00011617
65975,STK33,11,8403417,8650836,1065,46,453733,3.6786,0.00011727
64121,RRAGC,1,39293869,39360495,234,52,453733,3.6784,0.00011735
23643,LY96,8,74868564,74951314,375,61,453733,3.6746,0.00011909
5590,PRKCZ,1,1946909,2126834,1095,117,453733,3.6745,0.00011914
348180,CTU2,16,88737891,88791794,485,82,453733,3.6726,0.00012004
8784,TNFRSF18,1,1128888,1177163,354,62,453733,3.6649,0.00012373
79005,SCNM1,1,151103482,151152773,176,38,453733,3.6642,0.00012406
94234,FOXQ1,6,1277675,1324993,212,61,453733,3.6641,0.00012408
4000,LMNA,1,156017369,156119880,279,64,453733,3.6536,0.00012927
85452,CFAP74,1,1843390,1970276,547,59,453733,3.6452,0.00013361
399664,MEX3D,19,1544668,1603057,236,93,453733,3.6443,0.00013405
84749,USP30,12,109455380,109535831,377,41,453733,3.6426,0.00013497
10007,GNPDA1,5,141370234,141427620,243,57,453733,3.6374,0.00013772
84961,FBXL20,17,37398897,37593530,673,58,453733,3.6346,0.0001392
25915,NDUFAF3,3,49022908,49070928,107,42,453733,3.6342,0.00013941
9577,BRE,2,28078482,28571768,2164,163,453733,3.6303,0.00014154
3739,KCNA4,11,30021288,30073577,225,48,453733,3.6273,0.00014318
10641,NPRL2,3,50374918,50423486,171,44,453733,3.6258,0.00014402
51232,CRIM1,2,36548370,36788278,1403,135,453733,3.6214,0.00014653
84808,PERM1,1,900579,952473,354,61,453733,3.6194,0.00014765
338949,TMEM202,15,72655668,72710708,141,43,453733,3.617,0.000149
54708,MARCH5,10,94015920,94123721,344,51,453733,3.6153,0.00014998
400746,NCMAP,1,24847567,24945819,435,65,453733,3.6145,0.00015045
1615,DARS,2,136654252,136778254,534,42,453733,3.6124,0.00015167
83719,YPEL3,16,30093635,30143248,142,58,453733,3.6122,0.00015181
10944,C11orf58,11,16725148,16789901,216,57,453733,3.6084,0.00015402
147872,CCDC155,19,49856475,49931256,373,72,453733,3.6074,0.00015463
7546,ZIC2,13,100599026,100649019,229,42,453733,3.6021,0.00015781
165904,XIRP1,3,39214706,39269112,291,47,453733,3.6013,0.00015834
135886,WBSCR28,7,73240489,73290223,31,20,453733,3.594,0.00016283
100534012,TNFAIP8L2-SCNM1,1,151094105,151152773,215,39,453733,3.5937,0.00016301
646498,C3orf84,3,49205069,49264291,167,44,453733,3.5875,0.00016693
3685,ITGAV,2,187419058,187555629,477,59,453733,3.587,0.00016728
339834,CCDC36,3,49200861,49305636,284,48,453733,3.5862,0.00016776
56971,CEACAM19,19,45139724,45197631,251,59,453733,3.5833,0.00016966
55691,FRMD4A,10,13675706,14407866,4583,311,453733,3.5819,0.00017053
2099,ESR1,6,151976631,152434409,2407,190,453733,3.5779,0.00017317
8945,BTRC,10,103078790,103327078,886,63,453733,3.5775,0.00017342
3565,IL4,5,131974678,132028370,177,30,453733,3.5735,0.00017612
5687,PSMA6,14,35712811,35796680,242,40,453733,3.5733,0.00017628
29106,SCG3,15,51938550,52023223,358,50,453733,3.5715,0.00017749
1607,DGKB,7,14174674,14978281,4394,231,453733,3.5703,0.00017831
163479,FNDC7,1,109220556,109295371,303,53,453733,3.5699,0.00017857
2771,GNAI2,3,50229120,50306786,217,58,453733,3.5694,0.0001789
5096,PCCB,3,135934167,136066737,550,31,453733,3.5691,0.0001791
4482,MSRA,8,9876830,10296401,2667,116,453733,3.5674,0.00018028
79153,GDPD3,16,30105977,30160264,156,45,453733,3.5639,0.00018269
10500,SEMA6C,1,151094161,151154146,221,40,453733,3.5635,0.00018299
253970,SFTA3,14,36932493,37017990,428,60,453733,3.5625,0.00018366
22928,SEPHS2,16,30444952,30492224,137,40,453733,3.5616,0.0001843
3817,KLK2,19,51341689,51393823,302,46,453733,3.5615,0.00018436
