# MEAN_SAMPLE_SIZE = 26713
# TOTAL_GENES = 15742
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster139     COVAR   15742      -3.0093    -0.004603       6.1557      0.68753
Cluster14      COVAR   15742     -0.36727   -0.0026896       1.2937      0.61175
Cluster140     COVAR   15742       11.755     0.016122       6.9173     0.044643
Cluster141     COVAR   15742       2.4805    0.0035899       6.4009      0.34919
Cluster142     COVAR   15742      -5.2978    -0.010742       4.4531       0.8829
Cluster143     COVAR   15742       1.5358    0.0023575       6.1159      0.40086
Cluster144     COVAR   15742      0.69163   0.00099677       6.4026      0.45699
Cluster145     COVAR   15742       2.9227    0.0048907       5.6674      0.30303
Cluster146     COVAR   15742       1.5428      0.00212       6.9628      0.41233
Cluster147     COVAR   15742        7.129    0.0091113       7.2001      0.16107
Cluster148     COVAR   15742       5.2808    0.0071777       6.8703      0.22106
Cluster149     COVAR   15742       7.4511     0.010089       6.7241      0.13392
Cluster15      COVAR   15742     -0.19558   -0.0015157       1.2088      0.56427
Cluster150     COVAR   15742      -3.2946   -0.0066242       4.6551      0.76044
Cluster151     COVAR   15742      -6.3782    -0.012082        4.843      0.90607
Cluster152     COVAR   15742      -5.4613    -0.013026       3.9269      0.91784
Cluster153     COVAR   15742       2.5505    0.0046653       4.9712      0.30396
Cluster154     COVAR   15742      -1.0013   -0.0017557       5.2322      0.57588
Cluster155     COVAR   15742       11.867     0.015811       6.8771     0.042223
Cluster156     COVAR   15742       11.938     0.017185       6.3742     0.030553
Cluster157     COVAR   15742       4.0506    0.0075125       5.1129      0.21412
Cluster158     COVAR   15742       9.3902     0.013413       6.4762      0.07355
Cluster159     COVAR   15742      -2.4366   -0.0036049       6.3634       0.6491
Cluster16      COVAR   15742     -0.64996   -0.0041422       1.4361      0.67457
Cluster160     COVAR   15742      -1.0127   -0.0020724       4.6535      0.58613
Cluster161     COVAR   15742     -0.51747   -0.0010599       4.3266       0.5476
Cluster162     COVAR   15742        9.892     0.015826       5.7928     0.043863
Cluster163     COVAR   15742      0.42829   0.00080747        4.917      0.46529
Cluster164     COVAR   15742       7.7777     0.014773       4.7612     0.051191
Cluster165     COVAR   15742      -3.8039   -0.0071982       4.7903      0.78642
Cluster166     COVAR   15742      0.26762   0.00049944       4.8347      0.47793
Cluster167     COVAR   15742       8.2976     0.013474       5.6492     0.070956
Cluster168     COVAR   15742    -0.083826   -0.0001571       5.0823      0.50658
Cluster169     COVAR   15742      0.83478    0.0012769       5.9672      0.44437
Cluster17      COVAR   15742     -0.15714   -0.0014138       0.9722       0.5642
Cluster170     COVAR   15742       8.9509     0.013707       6.0515     0.069568
Cluster171     COVAR   15742       3.0294    0.0063945       4.3946      0.24531
Cluster172     COVAR   15742      0.34026   0.00057022       5.7415      0.47637
Cluster173     COVAR   15742       1.7419    0.0036443       4.2917      0.34242
Cluster174     COVAR   15742        2.084    0.0035671       5.4442      0.35094
Cluster175     COVAR   15742      -2.4815   -0.0040652       5.7659      0.66654
Cluster176     COVAR   15742      -0.3187  -0.00064965       4.5032      0.52821
Cluster177     COVAR   15742       12.282     0.017283       6.5821     0.031036
Cluster178     COVAR   15742       4.0245    0.0062474       5.8976       0.2475
Cluster179     COVAR   15742       8.4629     0.013179       6.2073     0.086396
Cluster18      COVAR   15742     0.065274   0.00057428       1.0415      0.47501
Cluster180     COVAR   15742       1.1868    0.0026308       4.3038      0.39138
Cluster181     COVAR   15742       1.7277    0.0032185       5.0979      0.36734
Cluster182     COVAR   15742       -3.649   -0.0077926       4.6756      0.78242
Cluster183     COVAR   15742      0.18952     0.000341       5.1833      0.48542
Cluster184     COVAR   15742      -2.8333   -0.0071057       3.7413      0.77556
Cluster185     COVAR   15742       5.6851    0.0098478       5.4539      0.14863
Cluster186     COVAR   15742      -2.4005   -0.0046574       4.7181      0.69455
Cluster187     COVAR   15742      -2.1653   -0.0034124       5.9019      0.64314
Cluster188     COVAR   15742       5.6402    0.0089469       6.1066      0.17785
Cluster189     COVAR   15742      -3.1076   -0.0067045       4.1652      0.77219
Cluster19      COVAR   15742      -1.1322   -0.0079433       1.3304      0.80261
Cluster190     COVAR   15742       1.1094    0.0023088       4.3301       0.3989
Cluster191     COVAR   15742     -0.54505   -0.0011008       4.5577      0.54759
Cluster192     COVAR   15742       1.1607    0.0027686       3.9733       0.3851
Cluster193     COVAR   15742       5.8067     0.010416       5.1194      0.12836
Cluster194     COVAR   15742       6.5358     0.013996       4.2556     0.062308
Cluster195     COVAR   15742        4.127     0.008183       4.8023      0.19508
Cluster196     COVAR   15742        8.602        0.015       5.4773     0.058165
Cluster197     COVAR   15742    -0.062232  -0.00011338        5.238      0.50474
Cluster198     COVAR   15742      0.61385    0.0011349       5.1092      0.45218
Cluster199     COVAR   15742      -1.1608   -0.0030175       3.5242      0.62907
Cluster2       COVAR   15742      0.22108     0.003415      0.60144      0.35659
Cluster20      COVAR   15742     -0.81984   -0.0053333       1.4554      0.71338
Cluster200     COVAR   15742       4.7813     0.009894       4.1231      0.12311
Cluster201     COVAR   15742       10.872     0.016732       6.0567     0.036333
Cluster202     COVAR   15742       12.073      0.02013        5.482     0.013829
Cluster203     COVAR   15742       10.519     0.017505       5.5529     0.029098
Cluster204     COVAR   15742      0.28214   0.00055606       4.6654      0.47589
Cluster205     COVAR   15742      0.63767     0.001101       5.4157      0.45314
Cluster206     COVAR   15742       14.599     0.029478       4.5319   0.00063968
Cluster207     COVAR   15742       9.6991     0.017336       5.1393     0.029575
Cluster208     COVAR   15742       9.1716     0.016112       5.2828     0.041284
Cluster209     COVAR   15742       6.8776     0.016865       3.5057     0.024902
Cluster21      COVAR   15742       1.0498     0.006353       1.5267      0.24586
Cluster210     COVAR   15742        6.851     0.014104       4.4039     0.059907
Cluster211     COVAR   15742       5.4138      0.01304       3.5528     0.063793
Cluster212     COVAR   15742       11.251     0.020723       5.0207     0.012523
Cluster213     COVAR   15742       8.9056     0.015007       5.5778     0.055187
Cluster214     COVAR   15742       8.2302     0.013191       5.8559     0.079954
Cluster215     COVAR   15742        4.958     0.010785       4.1727      0.11739
Cluster216     COVAR   15742        11.01     0.016373       6.2649     0.039436
Cluster217     COVAR   15742       24.295      0.02936       7.9121    0.0010707
Cluster218     COVAR   15742        3.301    0.0052617       5.8809       0.2873
Cluster219     COVAR   15742       8.1811     0.013831       5.4418     0.066383
Cluster22      COVAR   15742       1.2221    0.0067735       1.6614        0.231
Cluster220     COVAR   15742       15.809     0.024287       6.0952    0.0047539
Cluster221     COVAR   15742        9.103     0.016902       5.0388     0.035427
Cluster222     COVAR   15742       10.148     0.018615       5.0093       0.0214
Cluster223     COVAR   15742       11.017     0.019635       5.0029     0.013838
Cluster224     COVAR   15742       11.502     0.016432       6.5738     0.040105
Cluster225     COVAR   15742        13.42     0.021164       6.0029     0.012697
Cluster226     COVAR   15742       11.662     0.016244       6.6595     0.039973
Cluster227     COVAR   15742       11.057     0.016274       6.3305     0.040365
Cluster228     COVAR   15742       21.236     0.027127       7.3121    0.0018441
Cluster229     COVAR   15742       14.881     0.020838         6.48     0.010832
Cluster23      COVAR   15742       2.5821     0.013608       1.7497     0.070019
Cluster230     COVAR   15742       7.7476     0.011773       6.2899      0.10903
Cluster231     COVAR   15742       15.226     0.020512         6.97     0.014473
Cluster232     COVAR   15742       8.9445     0.011873       7.0622      0.10267
Cluster233     COVAR   15742       7.6803     0.010315       6.9531      0.13468
Cluster234     COVAR   15742       12.289     0.015334       7.6766     0.054726
Cluster235     COVAR   15742      -3.1905     -0.00796       3.5565      0.81516
Cluster236     COVAR   15742      -1.9467    -0.002948       6.2347      0.62257
Cluster237     COVAR   15742       6.5922    0.0083916       7.2672      0.18218
Cluster238     COVAR   15742       8.6423     0.012338       6.6921     0.098292
Cluster239     COVAR   15742       14.157     0.019183         7.08     0.022782
Cluster24      COVAR   15742     -0.29146   -0.0017775        1.515      0.57628
Cluster240     COVAR   15742        9.237     0.012277       6.8926     0.090114
Cluster241     COVAR   15742       6.8902     0.010257       6.3529      0.13907
Cluster242     COVAR   15742       16.009     0.020667       7.2773     0.013917
Cluster243     COVAR   15742       13.121     0.018977       6.5929     0.023296
Cluster244     COVAR   15742       12.206     0.018419       6.0416     0.021685
Cluster245     COVAR   15742      0.76699    0.0010965       6.4172      0.45243
Cluster246     COVAR   15742      -4.1536   -0.0074446       5.3662      0.78054
Cluster247     COVAR   15742       4.1454     0.006499       5.9286      0.24221
Cluster248     COVAR   15742       7.6955     0.011514       6.2209      0.10805
Cluster249     COVAR   15742        4.032    0.0053589       6.9456      0.28079
Cluster25      COVAR   15742       0.2724    0.0013382       1.9528      0.44453
Cluster250     COVAR   15742       9.5232     0.016393       5.5379     0.042762
Cluster251     COVAR   15742       15.578     0.024664       5.8992    0.0041419
Cluster252     COVAR   15742       8.3445     0.012375       6.3835     0.095587
Cluster253     COVAR   15742       1.8399    0.0028195       5.9704      0.37898
Cluster254     COVAR   15742       5.2453      0.01002       4.9459      0.14446
Cluster255     COVAR   15742      -2.0135   -0.0031578       5.9465      0.63254
Cluster256     COVAR   15742        4.395    0.0065795       6.2935      0.24249
Cluster257     COVAR   15742       3.4436    0.0045631       7.1659      0.31542
Cluster258     COVAR   15742        1.656    0.0024812       6.2812      0.39603
Cluster259     COVAR   15742        5.714    0.0075625       7.2328      0.21477
Cluster26      COVAR   15742     0.059676   0.00029852       1.9008      0.48748
Cluster260     COVAR   15742       8.3514     0.011742       6.6656      0.10513
Cluster261     COVAR   15742       5.6037    0.0079336       6.6495       0.1997
Cluster262     COVAR   15742       10.701     0.014301       7.1088     0.066138
Cluster263     COVAR   15742       10.213     0.014572       6.6086     0.061134
Cluster264     COVAR   15742        7.433     0.010899       6.3516      0.12096
Cluster265     COVAR   15742       7.5023     0.011662       6.1231      0.11025
Cluster266     COVAR   15742      -1.7577   -0.0025859       6.2876      0.61009
Cluster267     COVAR   15742       8.5367     0.012287       6.6039     0.098075
Cluster268     COVAR   15742       3.1878    0.0046769       6.4908      0.31167
Cluster269     COVAR   15742     -0.31146  -0.00041286       7.1965      0.51726
Cluster27      COVAR   15742     -0.59388   -0.0027374       2.0802      0.61237
Cluster270     COVAR   15742       2.0824    0.0031459       6.3514      0.37151
Cluster271     COVAR   15742       3.9619    0.0056823       6.6601      0.27597
Cluster272     COVAR   15742       6.2626     0.011462       5.0694      0.10836
Cluster273     COVAR   15742       3.6134    0.0048609         7.22      0.30838
Cluster274     COVAR   15742       4.8217    0.0071063       6.4901      0.22877
Cluster275     COVAR   15742        7.432     0.011295       6.2096       0.1157
Cluster276     COVAR   15742       -1.579   -0.0024304       6.0743      0.60255
Cluster277     COVAR   15742      -3.7997   -0.0059795        5.983       0.7373
Cluster278     COVAR   15742       2.0636    0.0029784       6.5985      0.37724
Cluster279     COVAR   15742      -6.0526   -0.0094688        5.883      0.84821
Cluster28      COVAR   15742     -0.72585   -0.0043335       1.5997      0.67498
Cluster280     COVAR   15742       9.6945     0.013512       6.8732     0.079213
Cluster281     COVAR   15742       3.7528    0.0069847       5.0309      0.22786
Cluster282     COVAR   15742       5.1599     0.010131        4.598       0.1309
Cluster283     COVAR   15742        8.001      0.01098       6.9264      0.12403
Cluster284     COVAR   15742       13.686     0.019947       6.4908     0.017503
Cluster285     COVAR   15742      0.18604   0.00026405       6.5476      0.48867
Cluster286     COVAR   15742     -0.58322  -0.00083569       6.6402      0.53499
Cluster287     COVAR   15742    -0.012139   -2.004e-05       5.5782      0.50087
Cluster288     COVAR   15742       7.2028     0.010168       6.8387      0.14613
Cluster289     COVAR   15742       7.7731     0.013645       5.2346     0.068793
Cluster29      COVAR   15742       2.1264     0.015739       1.2339     0.042421
Cluster290     COVAR   15742       14.609     0.022673       5.9649    0.0071677
Cluster291     COVAR   15742       4.9572    0.0070913       6.5034      0.22296
Cluster292     COVAR   15742       10.155     0.014976        6.454     0.057812
Cluster293     COVAR   15742       11.512     0.017891       6.0561     0.028668
Cluster294     COVAR   15742        12.64     0.017557       6.8273     0.032065
Cluster295     COVAR   15742       10.541     0.018212       5.4709     0.027012
Cluster296     COVAR   15742       7.1231     0.011093       5.9172      0.11435
Cluster297     COVAR   15742       3.0973      0.02793       0.9981   0.00095947
Cluster298     COVAR   15742     -0.32154  -0.00066662       4.4394      0.52887
Cluster299     COVAR   15742        3.429     0.006694       4.6999      0.23283
Cluster3       COVAR   15742      0.32744    0.0048799      0.64731      0.30649
Cluster30      COVAR   15742       1.6744    0.0078951       1.9479      0.19501
Cluster300     COVAR   15742       7.0661     0.014005       4.7758     0.069505
Cluster301     COVAR   15742       4.1642    0.0095612       3.9268      0.14448
Cluster302     COVAR   15742      -1.0737   -0.0033954       2.9307      0.64295
Cluster303     COVAR   15742      -2.2089   -0.0067216       2.8349      0.78206
Cluster304     COVAR   15742       1.8001    0.0043543       3.7068      0.31362
Cluster305     COVAR   15742       6.3083     0.015195       3.8692     0.051523
Cluster306     COVAR   15742       4.3431    0.0092614       4.2652      0.15429
Cluster307     COVAR   15742        5.171     0.010267       4.6138       0.1312
Cluster308     COVAR   15742       6.2145     0.016042       3.6137     0.042755
Cluster309     COVAR   15742       8.7027     0.017686       4.6633     0.031019
Cluster31      COVAR   15742       1.4902    0.0094049       1.4501      0.15207
Cluster310     COVAR   15742       8.3495     0.020738       3.8853     0.015828
Cluster311     COVAR   15742       6.6255     0.019582       3.2175     0.019747
Cluster312     COVAR   15742       5.4647     0.017846       3.0552     0.036848
Cluster313     COVAR   15742        3.004     0.011269       2.5318      0.11772
Cluster314     COVAR   15742      0.30934    0.0017318       1.5683      0.42182
Cluster315     COVAR   15742         -1.3   -0.0024517       4.9888      0.60279
Cluster316     COVAR   15742       1.4332     0.003883       3.5333      0.34251
Cluster317     COVAR   15742      -3.7675   -0.0093089       4.1893      0.81575
Cluster318     COVAR   15742      -3.0973    -0.006689       4.4767      0.75548
Cluster319     COVAR   15742      -4.7741     -0.01003       4.5463      0.85316
Cluster32      COVAR   15742       9.3833     0.027582       3.1725    0.0015527
Cluster320     COVAR   15742      -2.2989   -0.0054194       4.1751      0.70905
Cluster321     COVAR   15742      -4.3945   -0.0087046       4.7611      0.82199
Cluster322     COVAR   15742      -3.0084   -0.0083283       3.4481      0.80852
Cluster323     COVAR   15742      0.45691   0.00087155       4.8582      0.46254
Cluster324     COVAR   15742      -4.0939   -0.0078166       5.0212      0.79254
Cluster325     COVAR   15742      -2.5556   -0.0047171        5.255      0.68662
Cluster326     COVAR   15742      -3.6216    -0.006966       5.0471      0.76348
Cluster327     COVAR   15742      -2.3579   -0.0040327       5.5456      0.66464
Cluster328     COVAR   15742       2.6806    0.0045712       5.3628      0.30859
Cluster329     COVAR   15742       3.6028    0.0054939       6.2553      0.28233
Cluster33      COVAR   15742       13.313     0.034307       3.7642   0.00020326
Cluster330     COVAR   15742      0.24861   0.00046242       5.1008      0.48056
Cluster331     COVAR   15742      -2.7614   -0.0048894       4.8121      0.71696
Cluster332     COVAR   15742      -1.6593   -0.0026769       5.7736      0.61309
Cluster333     COVAR   15742      -1.8957   -0.0039398       4.4859       0.6637
Cluster334     COVAR   15742       4.4973     0.014828       2.8937     0.060086
Cluster335     COVAR   15742       6.1031     0.017118       3.4608     0.038922
Cluster336     COVAR   15742      -2.9683   -0.0072603       3.8507      0.77959
Cluster337     COVAR   15742      -2.0317   -0.0052404        3.688      0.70914
Cluster338     COVAR   15742      0.39752    0.0010416       3.7787      0.45811
Cluster339     COVAR   15742       8.2607     0.013931       5.3897      0.06269
Cluster34      COVAR   15742       10.847     0.026794       3.8931    0.0026698
Cluster340     COVAR   15742        7.401     0.016089       4.1776     0.038245
Cluster341     COVAR   15742       8.9462     0.019457       4.2111     0.016828
Cluster342     COVAR   15742       2.4882    0.0067777       3.6282      0.24643
Cluster343     COVAR   15742        1.749    0.0050869       3.5008      0.30868
Cluster344     COVAR   15742       11.946     0.024862       4.7045    0.0055603
Cluster345     COVAR   15742        5.975     0.016853       3.4278     0.040672
Cluster346     COVAR   15742       7.8058     0.023009       3.5167     0.013231
Cluster347     COVAR   15742       4.2591    0.0086126       4.9516      0.19486
Cluster348     COVAR   15742       2.2101      0.00613       3.9733      0.28903
Cluster349     COVAR   15742       5.2298     0.010105       5.2971      0.16176
Cluster35      COVAR   15742       8.3558     0.020633       3.9049     0.016195
Cluster350     COVAR   15742       9.0304     0.015298       5.6394     0.054668
Cluster351     COVAR   15742       5.3349    0.0095856       5.1591      0.15056
Cluster352     COVAR   15742       3.3631    0.0055538       5.7816      0.28039
Cluster353     COVAR   15742      -4.2757    -0.007373       5.1949      0.79475
Cluster354     COVAR   15742      -6.4592   -0.0086551       6.8633      0.82667
Cluster355     COVAR   15742      0.20701   0.00024943       7.6311      0.48918
Cluster356     COVAR   15742       2.6496    0.0034582       7.1342      0.35517
Cluster357     COVAR   15742       1.6227    0.0026924       5.7429      0.38876
Cluster358     COVAR   15742       3.4832     0.004746       6.8092      0.30449
Cluster359     COVAR   15742      0.36312    0.0005995       5.3287      0.47284
Cluster36      COVAR   15742       8.8208      0.02262       3.6261    0.0075023
Cluster360     COVAR   15742        1.677    0.0027716       5.7653      0.38558
Cluster361     COVAR   15742      -6.5279    -0.011507       4.8331      0.91158
Cluster362     COVAR   15742       -1.718   -0.0026377       6.2316       0.6086
Cluster363     COVAR   15742      -2.0755   -0.0042746       4.5102       0.6773
Cluster364     COVAR   15742       5.9147    0.0099762       5.2838       0.1315
Cluster365     COVAR   15742       5.6145    0.0075716       6.8378       0.2058
Cluster366     COVAR   15742     -0.15293  -0.00026726       5.6867      0.51073
Cluster367     COVAR   15742       2.4073    0.0029573       7.3847      0.37222
Cluster368     COVAR   15742       1.5888    0.0031886       5.1751      0.37942
Cluster369     COVAR   15742       1.3688    0.0018822       6.8603      0.42093
Cluster37      COVAR   15742       5.3182     0.016827       3.0539     0.040814
Cluster370     COVAR   15742       11.758     0.016357       6.7155     0.039997
Cluster371     COVAR   15742       4.2619    0.0081939        4.828      0.18869
Cluster372     COVAR   15742      -12.556    -0.020547       5.7118      0.98602
Cluster373     COVAR   15742       -6.053   -0.0095946       5.8451      0.84979
Cluster374     COVAR   15742       1.7294    0.0029164       5.5537      0.37775
Cluster375     COVAR   15742       3.6707    0.0067549       5.0043      0.23163
Cluster376     COVAR   15742       4.5848      0.00685       6.1869      0.22934
Cluster377     COVAR   15742       7.4012     0.012061       5.3573     0.083574
Cluster378     COVAR   15742       5.5095    0.0090957       5.6507      0.16479
Cluster379     COVAR   15742      -2.1943   -0.0040899       4.9043      0.67271
Cluster38      COVAR   15742       1.5538    0.0052795       2.7703      0.28744
Cluster380     COVAR   15742        1.576    0.0027075        5.424       0.3857
Cluster381     COVAR   15742      -1.5915   -0.0029014       5.0944      0.62263
Cluster382     COVAR   15742       6.0318      0.01052        5.317      0.12832
Cluster383     COVAR   15742      -1.4912   -0.0027752       4.7715      0.62268
Cluster384     COVAR   15742       2.2044    0.0032649       6.3194      0.36361
Cluster385     COVAR   15742      -3.5269   -0.0047859        6.973       0.6935
Cluster386     COVAR   15742       10.235     0.018715       4.9177     0.018718
Cluster387     COVAR   15742       1.4799    0.0027454       5.0204      0.38408
Cluster388     COVAR   15742      -3.0535   -0.0059503       4.6607      0.74381
Cluster389     COVAR   15742       -0.507  -0.00074958       6.0701      0.53328
Cluster39      COVAR   15742      0.31907    0.0014633       2.0506      0.43817
Cluster390     COVAR   15742       1.7471    0.0023486       6.8473      0.39931
Cluster391     COVAR   15742      0.79409    0.0013794       4.8966      0.43559
Cluster392     COVAR   15742       3.5627    0.0052484       6.4009      0.28891
Cluster393     COVAR   15742       7.9954     0.010884        6.976      0.12588
Cluster394     COVAR   15742      -7.5074    -0.013483       5.2154      0.92498
Cluster395     COVAR   15742    -0.045332  -0.00010654       3.8973      0.50464
Cluster396     COVAR   15742       3.8704     0.006792       5.3433      0.23443
Cluster397     COVAR   15742       5.0004     0.011092       4.1725      0.11539
Cluster398     COVAR   15742       3.3325    0.0079681       3.9375      0.19869
Cluster399     COVAR   15742       7.8559     0.025752       2.7845    0.0023956
Cluster4       COVAR   15742      -1.2038    -0.010624       1.0275      0.87931
Cluster40      COVAR   15742       3.7076     0.011448       3.0037      0.10855
Cluster400     COVAR   15742       1.9096    0.0059584        3.132      0.27104
Cluster401     COVAR   15742       4.9423     0.011071       4.1214      0.11524
Cluster402     COVAR   15742      0.78679    0.0015663       4.7411       0.4341
Cluster403     COVAR   15742       6.0343      0.01092       4.9589      0.11184
Cluster404     COVAR   15742       9.3209     0.010816       7.9161      0.11952
Cluster405     COVAR   15742       7.8463    0.0094535       7.6842      0.15362
Cluster406     COVAR   15742        8.436     0.014273       6.0196     0.080557
Cluster407     COVAR   15742       2.6754    0.0034134        7.146      0.35406
Cluster408     COVAR   15742       6.8926     0.020376       3.0151     0.011135
Cluster409     COVAR   15742       1.2778    0.0035446       3.1919      0.34446
Cluster41      COVAR   15742       6.9226      0.01736       3.6663     0.029513
Cluster410     COVAR   15742       3.3241    0.0076174       3.9359      0.19919
Cluster411     COVAR   15742       1.3296    0.0031357       3.7976      0.36313
Cluster412     COVAR   15742      -7.1074    -0.018544       3.7392      0.97132
Cluster413     COVAR   15742      -1.9786   -0.0045913       3.8766      0.69511
Cluster414     COVAR   15742      -4.5442    -0.011092       4.0293      0.87028
Cluster415     COVAR   15742      0.17359   0.00028658       5.3611      0.48708
Cluster416     COVAR   15742       3.8205    0.0068778       5.1595      0.22951
Cluster417     COVAR   15742       1.2777    0.0020127       5.7987      0.41281
Cluster418     COVAR   15742       3.6963    0.0075934       4.3109      0.19562
Cluster419     COVAR   15742      -3.9935   -0.0052733        6.929      0.71781
Cluster42      COVAR   15742       3.4682    0.0085055       3.7305      0.17627
Cluster420     COVAR   15742       1.4532    0.0022928       5.4313      0.39452
Cluster421     COVAR   15742       5.5175     0.008819        5.791      0.17036
Cluster422     COVAR   15742       8.1156     0.010338       7.2475      0.13142
Cluster423     COVAR   15742       5.8054    0.0064702       8.2978      0.24209
Cluster424     COVAR   15742       7.1403    0.0082896       7.8268      0.18082
Cluster425     COVAR   15742       1.3436    0.0016543        7.434      0.42829
Cluster426     COVAR   15742       14.618     0.016242       8.2856     0.038857
Cluster427     COVAR   15742       1.2763    0.0016777       6.9685      0.42734
Cluster428     COVAR   15742       3.0424    0.0039338       7.1828      0.33595
Cluster429     COVAR   15742       5.4665     0.008299       6.2055      0.18919
Cluster43      COVAR   15742       2.9044    0.0088174       2.9821      0.16505
Cluster430     COVAR   15742       4.6834    0.0075889       5.8792      0.21285
Cluster431     COVAR   15742      -6.3645    -0.017612       3.2346      0.97543
Cluster432     COVAR   15742      -2.8357    -0.010297       2.7992      0.84447
Cluster433     COVAR   15742       1.3219    0.0027016       4.5602      0.38596
Cluster434     COVAR   15742       3.0914    0.0054112        5.363      0.28217
Cluster435     COVAR   15742      -6.2704     -0.01421        4.165      0.93389
Cluster436     COVAR   15742        2.777    0.0047242       5.5191      0.30743
Cluster437     COVAR   15742       2.2218    0.0038239        5.482      0.34263
Cluster438     COVAR   15742     -0.71342   -0.0012126       5.6131      0.55057
Cluster439     COVAR   15742       1.3313    0.0024434       5.2956      0.40076
Cluster44      COVAR   15742       1.9725    0.0067113        2.693      0.23195
Cluster440     COVAR   15742       3.6139    0.0056648       6.1805      0.27937
Cluster441     COVAR   15742       5.1216    0.0081565       6.0487      0.19858
Cluster442     COVAR   15742        2.757     0.004703       5.6068      0.31146
Cluster443     COVAR   15742       2.2318     0.004196       5.1145      0.33129
Cluster444     COVAR   15742      0.42347   0.00084254       4.7876      0.46476
Cluster445     COVAR   15742       1.8792    0.0051729        3.499      0.29561
Cluster446     COVAR   15742       4.9251     0.010196       4.4812      0.13588
Cluster447     COVAR   15742       2.5519    0.0050374       4.7369      0.29504
Cluster448     COVAR   15742       1.7069    0.0048216       3.4746      0.31163
Cluster449     COVAR   15742       2.5644    0.0048952       4.7791      0.29578
Cluster45      COVAR   15742       2.4035    0.0081932       2.6933      0.18609
Cluster450     COVAR   15742       3.9558    0.0085004       4.3458      0.18136
Cluster451     COVAR   15742      0.75216      0.00155       4.4934      0.43353
