GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
9651         1    2372754    2446964    236      36  57536       5.8941   1.8842e-09
55229        1    2429975    2493061    158      21  56639      0.98395      0.16257
388585       1    2450184    2496684    108      16  55752      0.61774      0.26837
8764         1    2452291    2505268    128      16  56131      0.53037      0.29793
127281       1    2482899    2532908    139      12  57390       1.4307      0.07626
79258        1    2512078    2599499    209      13  57443       1.8529      0.03195
100287898    1    2562807    2741230    201      18  55353       1.3267     0.092309
140625       1    2903046    2949467    157       6  58352     -0.23839      0.59421
63976        1    2950565    3365185   1462     164  57743       2.8015    0.0025433
27237        1    3336147    3407677    253      29  58081       1.2291      0.10952
1953         1    3394506    3563059    601      79  57762     -0.23002      0.59096
127262       1    3506556    3556695    201      33  57822      0.92518      0.17744
7161         1    3534129    3662765    398      62  58389      0.50563      0.30656
49856        1    3537331    3601671    180      36  58400      0.61426      0.26952
148870       1    3633965    3698209    223      33  58510      0.31566      0.37613
388588       1    3654352    3702546    177      24  58430      0.44442      0.32837
57470        1    3686784    3748068    315      20  58130       1.0923      0.13736
9731         1    3718645    3808797    508      28  58334      0.97253      0.16539
1677         1    3738845    3811993    416      32  58382       0.9358      0.17469
339448       1    3795697    3851857    160      18  58174       1.7209     0.042631
55966        1    4680105    4853851    811      89  57872      0.54371      0.29332
261734       1    5912870    6087618    528      25  57713     -0.78783       0.7846
8514         1    6017358    6171253    455      55  57784     -0.48213      0.68514
26038        1    6151847    6275194    366      39  58119      0.14869       0.4409
388591       1    6231189    6291359    129      19  57886      0.54575      0.29262
6146         1    6235080    6294679    125      19  57840      0.43937       0.3302
390992       1    6269252    6315638     89      13  57877      -0.3464      0.63548
23463        1    6271253    6331044    125      17  57924     -0.51148      0.69549
387509       1    6297406    6356035    134      21  57678     -0.69522      0.75654
11332        1    6314332    6488826    530      24  57907      0.17931      0.42885
83715        1    6449836    6531004    238      19  58293       1.1454      0.12602
54626        1    6465292    6519724    153      13  58407      0.60086      0.27397
8718         1    6510787    6562432    109      17  57947       1.9534     0.025387
57449        1    6516152    6615121    258      23  58330       1.9701     0.024414
79707        1    6571407    6649658    192       9  56894      0.94411      0.17256
80835        1    6579987    6649817    165       8  56597      0.81276      0.20818
3104         1    6605051    6659340    125      14  55630       1.8508     0.032098
148479       1    6638756    6694093     97      15  56737       4.5451   2.7456e-06
9903         1    6640784    6697958    109      15  56555       4.5914   2.2016e-06
90326        1    6649925    6705646    113      16  56719       4.5973   2.1402e-06
55735        1    6684228    6796966    235      20  57965       5.2395   8.0494e-08
23261        1    6810384    7839766   2797     195  57260       1.5882     0.056123
9341         1    7796329    7851492    146      24  58100       0.6978      0.24265
8863         1    7809413    7915241    338      28  58056      0.37217      0.35488
10911        1    7897672    7948551    220      27  58189       1.0975      0.13621
3604         1    7965931    8038225    142      19  57648     -0.23799      0.59406
11315        1    7986714    8055342    124      16  57519     -0.44293      0.67109
54206        1    8061779    8121393     84       9  57349      0.74329      0.22865
50651        1    8343171    8414227    193      26  57601       4.7786   8.8239e-07
473          1    8402464    8912699    754      24  57398       4.8316   6.7712e-07
2023         1    8911059    8974151    127      18  58047       2.6153    0.0044577
765          1    8970893    9045151    281      46  57672       1.6357     0.050953
155184       1    9053359    9121404    212      36  57887     -0.12319      0.54902
6518         1    9087005    9166763    270      24  58080     -0.48798      0.68722
80045        1    9153472    9224229    168      23  57944       1.8984     0.028822
9563         1    9259822    9341396    307      33  58079       1.1888      0.11726
80176        1    9300202    9439591    556      76  57796       1.5441     0.061287
84275        1    9564528    9652831    124      16  57654     -0.80002      0.78815
199953       1    9613932    9684935     92      11  57064     -0.74675      0.77239
5293         1    9676789    9799172    221      38  57448      0.54766      0.29196
22883        1    9779079    9919550    193      21  57460     -0.43917      0.66973
56998        1    9898334   10005316    135      22  57212     -0.92939      0.82366
64802        1    9968486   10055556    141      17  57775     -0.20123      0.57974
84328        1    9972168   10038460    111      14  57845     -0.31022       0.6218
116362       1   10022255   10086078    109      11  57804      0.53166      0.29748
10277        1   10058041   10251297    361      18  56616      0.28138      0.38921
23095        1   10235606   10451664    660      18  57503       1.4904     0.068065
5226         1   10423884   10490565    189      20  56945       1.3776     0.084156
378708       1   10454944   10520239    159      20  56980      0.78952      0.21491
100526739    1   10455159   10522060    157      20  56957      0.79241      0.21406
1325         1   10474776   10522060    107      13  57207      0.42118      0.33681
5195         1   10500003   10700815    417      29  57362     -0.40567      0.65751
1676         1   10510588   10567613    106       9  57899     -0.47415       0.6823
54897        1   10686661   10891733    570      97  56540      0.18109      0.42815
148345       1   10996530   11077094    231      30  58070      0.74098      0.22935
23435        1   11037462   11095549    122      15  57779       2.3954    0.0083002
10747        1   11076580   11142296    151      10  57639       1.0725      0.14174
6723         1   11104649   11155091    119       6  57508     0.017664      0.49295
5394         1   11116675   11194961    182       6  58014      0.15739      0.43747
2475         1   11156588   11357614    393      12  57690     0.068213      0.47281
10218        1   11214346   11266038     94       4  57851      0.30054      0.38188
29914        1   11298255   11358491    106      11  57241     -0.12603      0.55015
57540        1   11504295   11607640    291      18  57434       2.8617    0.0021067
93611        1   11679432   11733384    145      28  57709     0.080486      0.46793
26270        1   11689150   11744411    167      34  57717      0.31156      0.37769
26232        1   11697924   11749888    150      31  57839      0.65683      0.25565
374946       1   11716781   11790336    215      42  57890       1.7744        0.038
10459        1   11724537   11786678    189      37  57915       1.6523     0.049233
57085        1   11761142   11820828    161      30  58138        2.039     0.020724
284498       1   11788827   11859642    270      24  58605       1.4531     0.073092
1185         1   11831153   11913201    397      18  58599       1.0698      0.14236
4524         1   11835787   11901160    323      14  58675         1.07      0.14232
4878         1   11895766   11942840    197      27  58092     0.033909      0.48647
4879         1   11907521   11953992    182      21  58193      0.11358      0.45479
5351         1   11959724   12045599    269      23  57445      0.57075      0.28408
90231        1   11969645   12021485    172      21  57113      0.49033      0.31195
9927         1   12005238   12083572    192      20  57681      0.37487      0.35388
60672        1   12044299   12102106    117      15  58324     -0.34267      0.63408
943          1   12088434   12214264    305      55  58048       2.4725    0.0067078
7133         1   12192044   12279279    244      36  58083     -0.36229      0.64143
55187        1   12255101   12582099    475      31  57072      0.57471      0.28274
9249         1   12617939   12712820    346      45  58086      -1.1714      0.87928
343066       1   12669566   12737097    199      25  57686      0.16959      0.43267
126767       1   12741118   12798726    144      18  58261       2.3742    0.0087944
93190        1   12771163   12831102    181      14  57957       1.8327     0.033426
390999       1   12799984   12848049    115      13  57614       1.5947     0.055388
65121        1   12816546   12866777    113      17  57676      0.74971      0.22672
440560       1   12874468   12926264    134       7  58743      0.24786      0.40212
65122        1   12881941   12931764    124       6  58749      0.33642      0.36828
343069       1   12897261   12943578    105       4  58749      0.43567      0.33154
440563       1   13172960   13219326     21       3  58653       0.5091      0.30534
126755       1   13791445   13875242    363      52  58153       1.1695      0.12109
10630        1   13875252   13954452    259      41  57863       1.5522     0.060308
7799         1   13991714   14161574    562      29  57588       1.2673      0.10253
23254        1   14184646   15454544   4568     342  57929       2.4129    0.0079133
55092        1   15444028   15556974    570      34  58373      -1.4695      0.92916
727684       1   15480692   15533120    259      19  58418      -1.1729      0.87959
114827       1   15538730   15734767    731      80  56792      0.70192      0.24136
79180        1   15701391   15766839    194      29  57034       1.3589     0.087091
11330        1   15729938   15783153    134      30  57315       0.7834       0.2167
63036        1   15748223   15808586    153      26  57807       -0.176      0.56985
51032        1   15767596   15827895    180      26  58002     -0.21063      0.58341
842          1   15807896   15886407    234      13  58291      0.44653      0.32761
23341        1   15818343   15908228    249      14  58081      0.30486      0.38024
79814        1   15888194   15946605    204      11  58022      0.77273      0.21984
84301        1   15908953   16005539    279       9  58161      0.95914      0.16875
6248         1   15951364   15998217     95       6  57841      0.92476      0.17755
23207        1   15975632   16071264    235      16  58008      0.97258      0.16538
284723       1   16027721   16077884    138      15  58213      0.97825      0.16398
388595       1   16033987   16084292    134      16  58237      0.99767      0.15922
54751        1   16048107   16123089    162      26  58074      0.27602      0.39127
440567       1   16123657   16169194    181      14  58477      -1.2308      0.89079
23013        1   16139359   16276951    277      18  58562     -0.14353      0.55706
7709         1   16258364   16337627    225      23  58466      0.23002      0.40904
101928566    1   16267626   16333701    199      21  58497      0.34181      0.36625
149563       1   16295731   16343184    202      20  58634      0.19565      0.42244
1187         1   16313486   16370548    319      20  58479    -0.040565      0.51618
27129        1   16330523   16381084    288      22  58468     -0.48091      0.68471
1188         1   16335231   16393821    333      27  58522     -0.47863       0.6839
348487       1   16374264   16435127    272      20  58430      0.34981      0.36324
1969         1   16440832   16517582    171      22  58111      0.67321      0.25041
128272       1   16514599   16574104    156      14  57900      0.90443      0.18288
101927546    1   16541343   16588528     96      10  57420       1.4511     0.073375
79363        1   16548182   16598659    103      10  57683       1.4301     0.076348
54455        1   16563339   16713965    310      13  57732        1.307     0.095604
26099        1   16658525   16734643    171      15  58047      0.63538      0.26259
374955       1   16712101   16798919    222      30  58122       1.1461      0.12588
55707        1   16732167   16796585    165      23  57962       1.3037     0.096175
100133301    1   16830561   16876198     46       7  58386      0.61761      0.26842
729574       1   16964498   17010007     11       3  58749       2.7054     0.003411
9696         1   17213445   17309474    141      15  58176       1.0032      0.15789
4237         1   17290997   17343081    114      18  58165       1.4434      0.07446
23400        1   17302453   17373467    178      19  58163       1.7661     0.038693
6390         1   17335217   17415665    331      15  58327       2.0074     0.022355
11240        1   17383256   17480948    388      27  58135       1.6675     0.047705
29943        1   17496621   17582501    376      49  57828      0.61447      0.26945
51702        1   17540593   17620728    354      40  58294      0.65573        0.256
23569        1   17599690   17700495    503      33  58000      0.21222      0.41597
353238       1   17663741   17738195    366      33  57789      0.83942      0.20062
55920        1   17723251   17801250    233      21  57610       1.0102      0.15621
55160        1   17811693   18034370    528      56  57530      0.27126       0.3931
81569        1   18046808   18163558    303      31  57331     -0.60918       0.7288
84966        1   18399240   18714977   1110     136  57946       1.9832     0.023672
127707       1   18772424   18822540    205      30  57974      0.65667       0.2557
5081         1   18922500   19085360    484      69  57574       1.5172     0.064603
80834        1   19156093   19221155    340      40  58177      -2.0817      0.98132
8659         1   19187924   19264293    313      39  58243     -0.69039      0.75503
126917       1   19220774   19317826    331      29  58095     -0.49723      0.69049
23352        1   19391000   19571812    374      20  57889     0.069296      0.47238
23065        1   19532158   19613053    312      19  58262        0.455      0.32456
51154        1   19543075   19596622    198      22  58290      0.21318      0.41559
22977        1   19599057   19650280    193      24  58108       1.7224     0.042498
54896        1   19603740   19668925    232      32  58157       1.8986     0.028808
8574         1   19619202   19673640    190      26  58101       1.8305      0.03359
832          1   19655267   19847066    659      35  58089       1.9499     0.025595
440574       1   19888471   19966315    215      20  58007       1.0117      0.15585
100532736    1   19888471   19994949    300      30  57744       1.0989      0.13591
4681         1   19934723   19994949    161      30  57273       1.1587      0.12328
3362         1   19956780   20016055    186      28  55790       1.0909      0.13767
255104       1   19998706   20161424    593      74  56046      -1.1014      0.86463
54546        1   20130522   20176771    206      42  56415      -1.8521      0.96799
23252        1   20173356   20249438    239      29  57908      -1.3671      0.91421
30814        1   20236800   20285110    159      23  58081     -0.75668      0.77538
5320         1   20291924   20341932    168      29  57856      -1.6823      0.95374
5322         1   20351157   20428394    245      29  57960      -1.5626      0.94093
26279        1   20429143   20481059    139      40  57586      0.15534      0.43828
64600        1   20430823   20486879    141      40  57692      0.20476      0.41888
127733       1   20477578   20532540    127      22  57647      0.77981      0.21775
391013       1   20480484   20536687    125      22  57608      0.76943      0.22082
127731       1   20582412   20691662    423      38  58094       2.2574     0.011992
55450        1   20798884   20847728     97      18  57075       1.8483     0.032278
79594        1   20815941   20869674    143      17  57037       1.7132      0.04334
163933       1   20843932   20891513    165      22  57448       1.7785     0.037663
978          1   20880444   20955401    361      29  58388       0.7428       0.2288
65018        1   20924948   20988004    251      20  58598     -0.31009      0.62175
1650         1   20968260   21023037    174      30  58387     -0.37925      0.64775
57576        1   20980475   21079317    308      46  58013       2.2789     0.011336
400745       1   21036225   21094133    169      24  56934        3.148   0.00082191
50809        1   21059170   21148808    164      19  56503       2.8613    0.0021093
8672         1   21122785   21538381    755      25  56760       2.7235    0.0032296
1889         1   21533740   21707034    506      42  58154       2.6465    0.0040663
84224        1   21731583   21821393    272      23  57972      -0.8109      0.79129
249          1   21800475   21914905    432      44  58195      -1.2574      0.89569
5909         1   21912708   22031010    423      63  57780       1.3495     0.088595
84196        1   21994791   22144688    493      40  57290       2.5468    0.0054355
401944       1   22103758   22161714    194      39  57964       1.9093     0.028112
3339         1   22138737   22298750    535      40  56458      0.72593      0.23394
23436        1   22268418   22325847    247      26  56412       0.2605      0.39724
10136        1   22293149   22349035    211      25  56515      0.51567      0.30304
998          1   22344120   22429439    278      20  58060       2.2289     0.012911
54361        1   22433798   22505474    255      36  56740       1.6392     0.050587
9923         1   22743344   22867650    210      24  57029    -0.037361       0.5149
2046         1   22855004   22940087    269      40  57457     -0.88235      0.81121
712          1   22928118   22976175    159      19  57143     -0.52823      0.70133
714          1   22934969   22984603    165      19  57332      -0.2845      0.61199
713          1   22944682   22998130    153      16  57524      0.24131      0.40466
2048         1   23002263   23251823    513      57  57999        1.956     0.025231
646262       1   23269536   23334524    149      17  58041     -0.28747      0.61312
23028        1   23310937   23420184    151      13  57207      0.15394      0.43883
729059       1   23327327   23377343     64       9  57821   -0.0075909      0.50303
7798         1   23400516   23539301    299      19  57633     -0.27939      0.61003
3352         1   23508388   23556222    164      13  58202      -1.1225      0.86917
10236        1   23625953   23706143    107      13  57250       1.6164     0.053007
80818        1   23675941   23731357    140      19  57500      0.94266      0.17293
6920         1   23697555   23786269    201      26  57622       0.4688      0.31961
55616        1   23745056   23845750    237      22  57981     -0.20842      0.58255
1870         1   23822920   23892712    143      25  57060      0.14258      0.44331
3399         1   23874421   23921285     92      17  57542      -0.2073      0.58211
6135         1   23983269   24032915    112      17  55827      -1.4002      0.91927
6924         1   24034856   24098549     66      11  57753     -0.54087       0.7057
57095        1   24069876   24124722     33      10  56939       1.2727      0.10156
11313        1   24082275   24132029     31      10  57198      0.88781      0.18732
2582         1   24112089   24162294     47       5  58266      0.38066      0.35173
3155         1   24118367   24200110    124       8  58272      0.25399      0.39975
2517         1   24161567   24229859    231      15  58315      0.22092      0.41258
1269         1   24187005   24320549    213      14  58437      0.16451      0.43467
55629        1   24251301   24299952      3       2  58749     -0.68732      0.75406
10772        1   24282935   24341953      1       1  58749     0.091872       0.4634
127294       1   24372531   24473665    340      38  58072     -0.19883       0.5788
58985        1   24436261   24504783    216      29  57217      0.53668      0.29574
163702       1   24470647   24548765    255      39  56540       1.6157     0.053079
57822        1   24610812   24700972    259      32  57854     0.037408      0.48508
90529        1   24673489   24776587    286      17  58056       1.4535     0.073038
57185        1   24707245   24809473    267      17  58323       1.5396     0.061827
11123        1   24793841   24873510    197      22  57572      0.95311      0.17027
400746       1   24847567   24945819    386      38  58237       1.2913     0.098294
10250        1   24934594   25009772    104      15  56664       2.6385    0.0041637
25932        1   25036760   25180815    184      17  57720      0.57181      0.28372
864          1   25216002   25326648    295      38  57614       1.0457      0.14785
25949        1   25538767   25594013     36      15  57025       1.8072     0.035366
57035        1   25558740   25609010     30      13  57924       1.6441     0.050075
6007         1   25563884   25666936     43      11  58170       1.7368     0.041211
23585        1   25629789   25698852     36       6  58131       1.0942      0.13694
6006         1   25677853   25782363    107       4  58228      0.15533      0.43828
55219        1   25722388   25836700    138       4  58366     0.045539      0.48184
26119        1   25835071   25905377    131      18  57772     -0.80494      0.78957
57134        1   25908959   26121258    301      25  57771    -0.060202        0.524
57190        1   26091667   26154713    135      16  58065     -0.43541      0.66837
56181        1   26111397   26169433    132       8  58480     -0.86923      0.80764
79000        1   26148414   26220939    124       7  58042     -0.30205      0.61869
164091       1   26177975   26237461     76       9  57692      0.24431       0.4035
3925         1   26200670   26268368     91       9  58076      0.24069       0.4049
5051         1   26276258   26361366    177      14  58131      0.52933      0.29829
2134         1   26313266   26372955    104      13  58103     -0.13177      0.55242
7780         1   26354513   26408439    119      11  57536      -0.3663      0.64293
84676        1   26367792   26429142    129      10  57617     -0.43651      0.66877
149420       1   26402656   26462039    122       4  58117     -0.45154       0.6742
79927        1   26450511   26499119    107      13  57749      0.33942      0.36715
51042        1   26461388   26507364    109      14  57743      0.59272      0.27668
10256        1   26468981   26526375    163      19  57685      0.96662      0.16687
378807       1   26482119   26539033    173      22  57946      0.94511       0.1723
64793        1   26525644   26615529    310      17  58380         1.62     0.052621
83442        1   26571213   26618013    146      13  58304       2.3924    0.0083698
91544        1   26598773   26679756    253      17  58165       1.9433     0.025988
1043         1   26609411   26657014    156      13  58360       1.9708     0.024372
55057        1   26638350   26715621    265      24  57910       1.2659      0.10277
257101       1   26678125   26736023    206      30  57900      0.25629      0.39886
79727        1   26702269   26766219    155      25  57894      0.45386      0.32496
79947        1   26723773   26807797    156      23  58104     0.060655      0.47582
3151         1   26763902   26813133     91      17  58092    -0.057079      0.52276
6195         1   26821249   26911520    192      23  58218     0.051761      0.47936
8289         1   26987522   27118601    176      12  57687       2.1869     0.014374
101928728    1   27008623   27057896     75       7  57501         2.23     0.012874
55650        1   27078739   27134894     63       9  57218       2.0996     0.017884
84243        1   27118201   27194092     89      10  57235       1.8911     0.029303
2810         1   27154633   27200947     59       7  57828       1.8808     0.029997
54707        1   27195872   27251869     82       9  58434       1.8794     0.030094
63906        1   27206979   27261962     77       9  58378       1.9461     0.025824
10726        1   27213187   27283362     91      11  58223       2.0876     0.018416
8431         1   27227975   27275567     67       9  58235       2.0957     0.018053
126695       1   27266047   27321901     62       8  57821       1.6828     0.046205
388610       1   27285189   27337377     51       6  57766        1.056      0.14548
115572       1   27321511   27374333     78       8  58305      -0.2042       0.5809
6548         1   27415300   27516621    159       7  57923       3.0693    0.0010729
23038        1   27526007   27645124    181      19  54845        1.702     0.044373
84065        1   27613636   27672891     93      15  55145       1.2637      0.10318
84958        1   27633483   27690423    124      21  55699       1.3579     0.087255
9064         1   27671670   27728558     93      21  56729        1.741     0.040843
2827         1   27684148   27732318     71      16  57010       1.7113     0.043513
8547         1   27685601   27736315     69      15  57177       1.6824     0.046246
388611       1   27695596   27744823     58       9  57445        1.303     0.096283
10163        1   27720734   27851678    196      12  57317        0.747      0.22753
27245        1   27850756   27965463    130      19  55787       2.8732    0.0020319
2268         1   27928800   27996727    107      17  54475       2.1709     0.014969
2537         1   27982572   28033724    104       6  56153      -0.6888      0.75453
199870       1   28017490   28099426    154       8  54708     -0.24541      0.59693
23673        1   28064694   28160963    113       7  54615     -0.31459      0.62346
5511         1   28122252   28188183     64       7  56596      -2.7627      0.99713
9473         1   28164055   28223196    120      18  56926     -0.28863      0.61357
6118         1   28208035   28276255    200      13  58001      0.23728      0.40622
27293        1   28226456   28295663    199      17  57373      0.37246      0.35477
55113        1   28251504   28304604    146      16  57026      0.50662      0.30621
2140         1   28286855   28450173    304      25  56579      0.12428      0.45054
5724         1   28463677   28555447    148      16  57668        1.871     0.030673
22826        1   28516789   28594542    220      15  57834        1.415     0.078531
93974        1   28527602   28574616    138      11  57482       1.3936     0.081722
83667        1   28550963   28619002    178      16  57906       1.4216     0.077576
54797        1   28620513   28672478     89      17  57420       2.4824    0.0065242
65979        1   28661093   28836881    481      13  58031       2.6697    0.0037965
1104         1   28797455   28875708    179      10  57786       1.6808       0.0464
54952        1   28844529   28915057    112      13  57491       2.8907    0.0019222
115273       1   28883712   28931098     61      11  57443       3.4022   0.00033425
6883         1   28919608   29010416    109      16  57205        3.759   8.5303e-05
10691        1   28960234   29052115    120      13  57431       3.4019   0.00033458
51441        1   29028133   29106287    108      10  57703       2.3396    0.0096532
4985         1   29103654   29200208    258      24  58155       4.3441   6.9933e-06
2035         1   29178603   29456558    502      30  57531       3.6248    0.0001446
399474       1   29435937   29485421    118      18  57418       2.6537    0.0039804
6429         1   29464250   29543637    176      22  57325       1.5377     0.062065
51102        1   29509385   29592460    207      25  57368       1.4682      0.07103
10076        1   29528028   29663325    338      34  57441       1.6205     0.052564
4146         1   31174124   31231432    200      26  58024       2.5004    0.0062033
7805         1   31195315   31265683    199      33  58172        1.621     0.052514
9672         1   31332313   31416480    179      43  57886       1.7171     0.042981
9698         1   31394353   31573838    372      20  57776       1.2564      0.10448
79570        1   31642592   31747734    301      16  57748       1.5486     0.060734
9410         1   31722415   31804644    207      11  57764       2.0764     0.018929
51538        1   31734832   31848569    264      10  57723       2.1686     0.015055
2170         1   31828100   31880923    161      11  58058       2.2176      0.01329
347735       1   31847412   31917527    234      17  58020        1.767     0.038612
64129        1   32007086   32063290    150      26  57359      0.71586      0.23704
3061         1   32048290   32103214     89       9  56053       1.0276      0.15206
553115       1   32085463   32145838    117      12  56559      0.80134      0.21147
1307         1   32107848   32204768    161      26  57154      0.16392       0.4349
576          1   32182718   32265494     74      15  57504      -1.2555      0.89535
90853        1   32246023   32316630    141      21  57917     -0.52956      0.70179
8073         1   32362022   32438988    121      20  57215     0.068472      0.47271
10657        1   32444295   32536460     85      11  57305     -0.16029      0.56367
55116        1   32503503   32578467     77      13  56303     -0.29877      0.61744
23633        1   32538644   32652169    133      12  56486     -0.64194      0.73954
200081       1   32610293   32673886     68       8  56499     -0.32472      0.62731
79140        1   32631202   32680991     57       8  57226     -0.70736      0.76033
55721        1   32636236   32684288     61      10  56666     -0.32579      0.62771
149069       1   32639695   32691797     66       9  56476      -0.3662      0.64289
8668         1   32652971   32707205     77       8  56521      0.31536      0.37625
56063        1   32670040   32722954     84       9  56607      0.67456      0.24998
84734        1   32677818   32724461     75       9  56351      0.80548      0.21027
3932         1   32681840   32761766    102      16  56434      0.71043      0.23872
3065         1   32722708   32809227     58      24  54731     0.089512      0.46434
81629        1   32783365   32840098     28      18  53785      0.80916      0.20921
65108        1   32789430   32836840     24      15  53840      0.91528      0.18002
100128071    1   32816871   32862844     27      15  55006      0.24187      0.40444
55108        1   32820704   32895062     54      22  55256      0.26611      0.39508
728116       1   32895658   32963460     93       8  56795     -0.58731       0.7215
653121       1   32969772   33081542    253      13  57675    -0.032982      0.51316
339487       1   33076421   33151565    168       6  57999     -0.91313      0.81941
5928         1   33081749   33161812    192       7  57994      -1.0371      0.85015
81493        1   33135507   33203361    149      10  57692     -0.87424      0.80901
57648        1   33172492   33250571    141      22  57612       -0.116      0.54618
8565         1   33230840   33318633    132      13  57568      0.81267       0.2082
64766        1   33247368   33334480    125      13  57651      0.87303      0.19132
3208         1   33316688   33370247     66      14  57611       1.1382      0.12752
252995       1   33317869   33373093     64      14  57556       1.2102       0.1131
113452       1   33350196   33402041     65      10  57587       1.4494     0.073617
127544       1   33392050   33465467    115      13  57847      0.43684      0.33111
204          1   33463541   33537512     96       9  55719       0.7935      0.21374
113451       1   33511711   33596132    102      10  56650       1.2047      0.11415
55223        1   33601000   33682671    143       8  57804       2.0405     0.020652
149076       1   33686908   33776321    152      18  57696       2.1461     0.015931
127550       1   33762367   33821699    140      17  58281      0.68701      0.24604
1912         1   33779224   33876194    253      18  57854      0.58892      0.27796
7579         1   33903232   33972105    177      24  58050       2.7621    0.0028716
114784       1   33969609   34666443   1860     167  58051       1.3266      0.09232
127540       1   34291076   34340392    122      11  58434      -0.4577      0.67641
84970        1   34597624   34694732    325      43  57707        1.784     0.037208
2709         1   35185648   35234113    164      35  57150     -0.69356      0.75602
127534       1   35190342   35239325    170      34  57157     -0.66521      0.74704
2707         1   35211790   35261967    180      31  57569      -0.8179      0.79329
2701         1   35223559   35271351    181      27  58205     -0.89014       0.8133
113444       1   35305963   35360417    116      30  57761       2.2625     0.011834
58512        1   35321037   35426083    142      34  57995        3.312   0.00046309
100506144    1   35437127   35485948     57       3  58059       1.5383     0.061986
9204         1   35441766   35532569    102       4  58233       1.4978     0.067093
79830        1   35490387   35591460     88       6  58564       2.3039     0.010613
6421         1   35631981   35693766     83       7  55885       2.7598    0.0028916
9202         1   35699444   35897545    162       7  56437       2.5251    0.0057834
79932        1   35889091   36058037    120       8  56769       2.6493    0.0040327
23154        1   35988311   36042380     40       5  57324       2.7982    0.0025696
339488       1   36003971   36070929     44       4  57091       2.7687     0.002814
5690         1   36030259   36142445     58       6  55932       2.8677    0.0020674
127703       1   36169477   36219790     56       6  56740       4.6494   1.6649e-06
63967        1   36175819   36270568    110       9  56556       4.7101    1.238e-06
192670       1   36238231   36333491    112      11  56101       4.7536   9.9935e-07
